"Município";"Internações";"AIH_aprovadas";"Valor_total";"Valor_serviços_hospitalares";"Val_serv_hosp_-_compl_federal";"Val_serv_hosp_-_compl_gestor";"Valor_serviços_profissionais";"Val_serv_prof_-_compl_federal";"Val_serv_prof_-_compl_gestor";"Valor_médio_AIH";"Valor_médio_intern";"Dias_permanência";"Média_permanência";"Óbitos";"Taxa_mortalidade"
"150095 Aurora do Pará";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;2;2,0;-;-
"150120 Baião";5;5;2483,95;2355,40;-;-;128,55;-;-;496,79;496,79;11;2,2;-;-
"150130 Barcarena";2;2;998,38;946,96;-;-;51,42;-;-;499,19;499,19;5;2,5;-;-
"150140 Belém";53;53;27928,24;26431,66;-;-;1496,58;-;-;526,95;526,95;183;3,5;-;-
"150157 Bom Jesus do Tocantins";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;3;3,0;-;-
"150170 Bragança";2;2;11782,56;10307,34;-;-;1475,22;-;-;5891,28;5891,28;30;15,0;-;-
"150172 Brasil Novo";5;5;2459,95;2331,40;-;-;128,55;-;-;491,99;491,99;12;2,4;-;-
"150180 Breves";7;7;3498,33;3318,36;-;-;179,97;-;-;499,76;499,76;18;2,6;-;-
"150190 Bujaru";23;23;11573,37;10982,04;-;-;591,33;-;-;503,19;503,19;69;3,0;-;-
"150200 Cachoeira do Arari";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;3;3,0;-;-
"150230 Capitão Poço";2;2;1085,61;981,55;-;-;104,06;-;-;542,80;542,80;5;2,5;-;-
"150240 Castanhal";4;4;2068,51;1965,67;-;-;102,84;-;-;517,13;517,13;15;3,8;-;-
"150270 Conceição do Araguaia";18;18;9033,42;8570,64;-;-;462,78;-;-;501,86;501,86;51;2,8;-;-
"150275 Concórdia do Pará";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;2;2,0;-;-
"150276 Cumaru do Norte";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"150277 Curionópolis";4;4;1948,76;1845,92;-;-;102,84;-;-;487,19;487,19;4;1,0;-;-
"150280 Curralinho";1;1;503,19;477,48;-;-;25,71;-;-;503,19;503,19;4;4,0;-;-
"150293 Dom Eliseu";2;2;982,38;930,96;-;-;51,42;-;-;491,19;491,19;3;1,5;-;-
"150295 Eldorado do Carajás";1;1;487,19;461,48;-;-;25,71;-;-;487,19;487,19;1;1,0;-;-
"150304 Floresta do Araguaia";3;3;1437,57;1360,44;-;-;77,13;-;-;479,19;479,19;5;1,7;-;-
"150309 Goianésia do Pará";5;5;2515,95;2387,40;-;-;128,55;-;-;503,19;503,19;22;4,4;-;-
"150330 Igarapé-Miri";7;7;3474,33;3294,36;-;-;179,97;-;-;496,33;496,33;15;2,1;-;-
"150345 Ipixuna do Pará";18;18;8793,42;8330,64;-;-;462,78;-;-;488,52;488,52;53;2,9;-;-
"150350 Irituia";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"150360 Itaituba";3;3;1477,57;1400,44;-;-;77,13;-;-;492,52;492,52;5;1,7;-;-
"150380 Jacundá";5;5;2397,95;2269,40;-;-;128,55;-;-;479,59;479,59;15;3,0;-;-
"150400 Limoeiro do Ajuru";15;15;7411,08;6972,79;-;-;438,29;-;-;494,07;494,07;31;2,1;-;-
"150405 Mãe do Rio";3;3;1156,05;1062,76;-;-;93,29;-;-;385,35;385,35;5;1,7;-;-
"150420 Marabá";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;1;1,0;-;-
"150450 Melgaço";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"150460 Mocajuba";13;13;6541,47;6207,24;-;-;334,23;-;-;503,19;503,19;39;3,0;-;-
"150490 Muaná";3;3;1453,57;1376,44;-;-;77,13;-;-;484,52;484,52;6;2,0;-;-
"150495 Nova Esperança do Piriá";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;3;1,5;-;-
"150503 Novo Progresso";1;1;487,19;461,48;-;-;25,71;-;-;487,19;487,19;2;2,0;-;-
"150510 Óbidos";5;5;2451,95;2323,40;-;-;128,55;-;-;490,39;490,39;15;3,0;-;-
"150530 Oriximiná";8;8;3958,22;3752,54;-;-;205,68;-;-;494,78;494,78;17;2,1;-;-
"150540 Ourém";1;1;380,62;339,66;-;-;40,96;-;-;380,62;380,62;12;12,0;-;-
"150543 Ourilândia do Norte";18;18;8665,42;8202,64;-;-;462,78;-;-;481,41;481,41;42;2,3;-;-
"150548 Pacajá";3;3;1549,57;1472,44;-;-;77,13;-;-;516,52;516,52;14;4,7;-;-
"150553 Parauapebas";1;1;534,54;508,83;-;-;25,71;-;-;534,54;534,54;4;4,0;-;-
"150563 Piçarra";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"150565 Placas";5;5;2427,95;2299,40;-;-;128,55;-;-;485,59;485,59;6;1,2;1;20,00
"150570 Ponta de Pedras";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"150590 Porto de Moz";7;7;3386,33;3206,36;-;-;179,97;-;-;483,76;483,76;13;1,9;-;-
"150600 Prainha";2;2;966,38;914,96;-;-;51,42;-;-;483,19;483,19;4;2,0;-;-
"150613 Redenção";1;1;527,19;501,48;-;-;25,71;-;-;527,19;527,19;6;6,0;-;-
"150618 Rondon do Pará";33;33;16109,27;15260,84;-;-;848,43;-;-;488,16;488,16;70;2,1;-;-
"150660 Santa Maria do Pará";4;4;665,95;606,12;-;-;59,83;-;-;166,49;166,49;6;1,5;-;-
"150670 Santana do Araguaia";6;6;2875,14;2720,88;-;-;154,26;-;-;479,19;479,19;23;3,8;-;-
"150700 Santo Antônio do Tauá";81;81;39582,39;37499,88;-;-;2082,51;-;-;488,67;488,67;253;3,1;-;-
"150715 São Domingos do Araguaia";5;5;2395,95;2267,40;-;-;128,55;-;-;479,19;479,19;10;2,0;-;-
"150745 São Geraldo do Araguaia";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;2;2,0;-;-
"150750 São João do Araguaia";3;3;1437,57;1360,44;-;-;77,13;-;-;479,19;479,19;6;2,0;-;-
"150790 Soure";3;3;1437,57;1360,44;-;-;77,13;-;-;479,19;479,19;5;1,7;-;-
"150797 Terra Santa";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;2;2,0;-;-
"150800 Tomé-Açu";2;2;1006,38;954,96;-;-;51,42;-;-;503,19;503,19;6;3,0;-;-
"150803 Tracuateua";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;2;2,0;-;-
"150805 Trairão";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;3;3,0;-;-
"150808 Tucumã";28;28;13553,52;12833,64;-;-;719,88;-;-;484,05;484,05;65;2,3;-;-
"150812 Ulianópolis";13;13;6453,47;6119,24;-;-;334,23;-;-;496,42;496,42;29;2,2;-;-
"150815 Uruará";13;13;6294,80;5854,78;-;-;440,02;-;-;484,22;484,22;29;2,2;-;-
"150830 Viseu";2;2;974,38;922,96;-;-;51,42;-;-;487,19;487,19;5;2,5;-;-
"160027 Laranjal do Jari";1;1;519,19;493,48;-;-;25,71;-;-;519,19;519,19;5;5,0;-;-
"160030 Macapá";16;16;9430,26;8796,15;-;-;634,11;-;-;589,39;589,39;82;5,1;-;-
"160060 Santana";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;3;3,0;-;-
"170210 Araguaína";2;2;998,38;946,96;-;-;51,42;-;-;499,19;499,19;7;3,5;-;-
"170950 Gurupi";1;1;511,19;485,48;-;-;25,71;-;-;511,19;511,19;4;4,0;-;-
"171190 Lagoa da Confusão";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"171320 Miracema do Tocantins";7;7;3455,00;3275,03;-;-;179,97;-;-;493,57;493,57;11;1,6;-;-
"172100 Palmas";2;2;990,38;938,96;-;-;51,42;-;-;495,19;495,19;4;2,0;-;-
"171650 Pedro Afonso";1;1;487,19;461,48;-;-;25,71;-;-;487,19;487,19;1;1,0;-;-
"171660 Peixe";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"171820 Porto Nacional";4;4;1986,77;1883,93;-;-;102,84;-;-;496,69;496,69;9;2,3;-;-
"172210 Xambioá";1;1;503,19;477,48;-;-;25,71;-;-;503,19;503,19;3;3,0;-;-
"210030 Aldeias Altas";15;15;7547,85;7162,20;-;-;385,65;-;-;503,19;503,19;45;3,0;-;-
"210047 Alto Alegre do Pindaré";2;2;990,38;938,96;-;-;51,42;-;-;495,19;495,19;4;2,0;-;-
"210060 Amarante do Maranhão";3;3;1533,57;1456,44;-;-;77,13;-;-;511,19;511,19;12;4,0;-;-
"210080 Anapurus";7;7;3410,33;3230,36;-;-;179,97;-;-;487,19;487,19;14;2,0;-;-
"210083 Apicum-Açu";11;11;5271,09;4988,28;-;-;282,81;-;-;479,19;479,19;29;2,6;-;-
"210095 Arame";1;1;598,42;520,07;-;-;78,35;-;-;598,42;598,42;2;2,0;-;-
"210110 Axixá";3;3;1437,57;1360,44;-;-;77,13;-;-;479,19;479,19;8;2,7;-;-
"210120 Bacabal";3;3;678,86;578,75;-;-;100,11;-;-;226,29;226,29;1;0,3;-;-
"210130 Bacuri";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;6;3,0;-;-
"210140 Balsas";2;2;547,41;510,82;-;-;36,59;-;-;273,70;273,70;6;3,0;-;-
"210150 Barão de Grajaú";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;3;3,0;-;-
"210160 Barra do Corda";1;1;503,19;477,48;-;-;25,71;-;-;503,19;503,19;3;3,0;-;-
"210170 Barreirinhas";1;1;511,19;485,48;-;-;25,71;-;-;511,19;511,19;4;4,0;-;-
"210180 Benedito Leite";3;3;1517,57;1440,44;-;-;77,13;-;-;505,86;505,86;10;3,3;-;-
"210190 Bequimão";8;8;3961,52;3755,84;-;-;205,68;-;-;495,19;495,19;16;2,0;-;-
"210200 Bom Jardim";3;3;1437,57;1360,44;-;-;77,13;-;-;479,19;479,19;9;3,0;-;-
"210203 Bom Jesus das Selvas";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;3;1,5;-;-
"210210 Brejo";7;7;3402,33;3222,36;-;-;179,97;-;-;486,05;486,05;14;2,0;-;-
"210230 Buriti Bravo";3;3;1485,57;1408,44;-;-;77,13;-;-;495,19;495,19;6;2,0;-;-
"210232 Buriticupu";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"210240 Cajapió";4;4;1988,76;1885,92;-;-;102,84;-;-;497,19;497,19;9;2,3;-;-
"210270 Cantanhede";4;4;1916,76;1813,92;-;-;102,84;-;-;479,19;479,19;9;2,3;-;-
"210310 Cedral";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"210325 Cidelândia";1;1;487,19;461,48;-;-;25,71;-;-;487,19;487,19;2;2,0;-;-
"210330 Codó";1;1;527,19;501,48;-;-;25,71;-;-;527,19;527,19;6;6,0;-;-
"210350 Colinas";3;3;1437,57;1360,44;-;-;77,13;-;-;479,19;479,19;6;2,0;-;-
"210380 Dom Pedro";11;11;5471,09;5188,28;-;-;282,81;-;-;497,37;497,37;25;2,3;-;-
"210390 Duque Bacelar";32;32;15830,08;15007,36;-;-;822,72;-;-;494,69;494,69;69;2,2;-;-
"210407 Feira Nova do Maranhão";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;2;2,0;-;-
"210440 Gonçalves Dias";3;3;1453,57;1376,44;-;-;77,13;-;-;484,52;484,52;6;2,0;-;-
"210460 Governador Eugênio Barros";4;4;1980,76;1877,92;-;-;102,84;-;-;495,19;495,19;8;2,0;-;-
"210462 Governador Luiz Rocha";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;3;3,0;-;-
"210467 Governador Nunes Freire";6;6;2955,14;2800,88;-;-;154,26;-;-;492,52;492,52;11;1,8;-;-
"210490 Guimarães";5;5;2395,95;2267,40;-;-;128,55;-;-;479,19;479,19;13;2,6;-;-
"210510 Icatu";2;2;974,38;922,96;-;-;51,42;-;-;487,19;487,19;4;2,0;-;-
"210520 Igarapé Grande";3;3;1437,57;1360,44;-;-;77,13;-;-;479,19;479,19;8;2,7;-;-
"210530 Imperatriz";2;2;1022,38;970,96;-;-;51,42;-;-;511,19;511,19;8;4,0;-;-
"210535 Itaipava do Grajaú";3;3;1779,26;1544,21;-;-;235,05;-;-;593,09;593,09;4;1,3;-;-
"210540 Itapecuru Mirim";3;3;1546,61;1458,41;-;-;88,20;-;-;515,54;515,54;13;4,3;-;-
"210542 Itinga do Maranhão";3;3;1437,57;1360,44;-;-;77,13;-;-;479,19;479,19;7;2,3;-;-
"210550 João Lisboa";2;2;974,38;922,96;-;-;51,42;-;-;487,19;487,19;4;2,0;-;-
"210560 Joselândia";3;3;1437,57;1360,44;-;-;77,13;-;-;479,19;479,19;6;2,0;-;-
"210570 Lago da Pedra";16;16;7835,04;7423,68;-;-;411,36;-;-;489,69;489,69;21;1,3;-;-
"210590 Lago Verde";3;3;1437,57;1360,44;-;-;77,13;-;-;479,19;479,19;9;3,0;-;-
"210630 Magalhães de Almeida";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;3;3,0;-;-
"210640 Mata Roma";2;2;974,38;922,96;-;-;51,42;-;-;487,19;487,19;5;2,5;-;-
"210650 Matinha";4;4;1916,76;1813,92;-;-;102,84;-;-;479,19;479,19;9;2,3;-;-
"210660 Matões";1;1;487,19;461,48;-;-;25,71;-;-;487,19;487,19;1;1,0;-;-
"210670 Mirador";12;12;5758,28;5449,76;-;-;308,52;-;-;479,86;479,86;61;5,1;-;-
"210675 Miranda do Norte";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"210680 Mirinzal";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"210700 Montes Altos";7;7;3354,33;3174,36;-;-;179,97;-;-;479,19;479,19;14;2,0;-;-
"210710 Morros";10;10;5015,90;4758,80;-;-;257,10;-;-;501,59;501,59;30;3,0;-;-
"210720 Nina Rodrigues";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;3;3,0;-;-
"210745 Olinda Nova do Maranhão";6;6;2963,14;2808,88;-;-;154,26;-;-;493,86;493,86;12;2,0;-;-
"210760 Palmeirândia";3;3;1437,57;1360,44;-;-;77,13;-;-;479,19;479,19;6;2,0;-;-
"210790 Passagem Franca";7;7;3418,33;3238,36;-;-;179,97;-;-;488,33;488,33;16;2,3;-;-
"210800 Pastos Bons";3;3;1485,57;1408,44;-;-;77,13;-;-;495,19;495,19;9;3,0;-;-
"210805 Paulino Neves";3;3;1517,57;1440,44;-;-;77,13;-;-;505,86;505,86;10;3,3;-;-
"210810 Paulo Ramos";7;7;3442,33;3262,36;-;-;179,97;-;-;491,76;491,76;11;1,6;-;-
"210820 Pedreiras";8;8;3612,39;3406,20;-;-;206,19;-;-;451,55;451,55;17;2,1;-;-
"210825 Pedro do Rosário";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"210830 Penalva";2;2;974,38;922,96;-;-;51,42;-;-;487,19;487,19;2;1,0;-;-
"210840 Peri Mirim";3;3;1461,57;1384,44;-;-;77,13;-;-;487,19;487,19;3;1,0;-;-
"210850 Pindaré-Mirim";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;2;2,0;-;-
"210860 Pinheiro";2;2;1030,38;978,96;-;-;51,42;-;-;515,19;515,19;9;4,5;-;-
"210870 Pio XII";4;4;1916,76;1813,92;-;-;102,84;-;-;479,19;479,19;12;3,0;-;-
"210880 Pirapemas";5;5;2443,95;2315,40;-;-;128,55;-;-;488,79;488,79;10;2,0;-;-
"210890 Poção de Pedras";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;2;2,0;-;-
"210920 Presidente Juscelino";3;3;1437,57;1360,44;-;-;77,13;-;-;479,19;479,19;6;2,0;-;-
"210927 Presidente Sarney";6;6;2875,14;2720,88;-;-;154,26;-;-;479,19;479,19;12;2,0;-;-
"210930 Presidente Vargas";2;2;974,38;922,96;-;-;51,42;-;-;487,19;487,19;4;2,0;-;-
"210940 Primeira Cruz";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;6;3,0;-;-
"210950 Riachão";3;3;1437,57;1360,44;-;-;77,13;-;-;479,19;479,19;6;2,0;-;-
"210960 Rosário";4;4;1916,76;1813,92;-;-;102,84;-;-;479,19;479,19;10;2,5;-;-
"210990 Santa Inês";1;1;487,19;461,48;-;-;25,71;-;-;487,19;487,19;1;1,0;-;-
"211000 Santa Luzia";6;6;3043,14;2888,88;-;-;154,26;-;-;507,19;507,19;21;3,5;-;-
"211010 Santa Quitéria do Maranhão";4;4;1980,76;1877,92;-;-;102,84;-;-;495,19;495,19;12;3,0;-;-
"211020 Santa Rita";14;14;6796,66;6436,72;-;-;359,94;-;-;485,48;485,48;32;2,3;-;-
"211040 São Benedito do Rio Preto";4;4;1916,76;1813,92;-;-;102,84;-;-;479,19;479,19;10;2,5;-;-
"211050 São Bento";5;5;2395,95;2267,40;-;-;128,55;-;-;479,19;479,19;12;2,4;-;-
"211100 São João Batista";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"211102 São João do Carú";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;2;2,0;-;-
"211107 São João do Soter";5;5;2515,95;2387,40;-;-;128,55;-;-;503,19;503,19;15;3,0;-;-
"211125 São José dos Basílios";2;2;990,38;938,96;-;-;51,42;-;-;495,19;495,19;6;3,0;-;-
"211130 São Luís";5;5;2684,31;2532,54;-;-;151,77;-;-;536,86;536,86;25;5,0;-;-
"211140 São Luís Gonzaga do Maranhão";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;6;3,0;-;-
"211170 São Vicente Ferrer";11;11;4981,57;4682,60;-;-;298,97;-;-;452,87;452,87;27;2,5;-;-
"211174 Senador Alexandre Costa";4;4;1980,76;1877,92;-;-;102,84;-;-;495,19;495,19;16;4,0;-;-
"211178 Serrano do Maranhão";9;9;4456,71;4225,32;-;-;231,39;-;-;495,19;495,19;49;5,4;-;-
"211180 Sítio Novo";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;2;2,0;-;-
"211190 Sucupira do Norte";4;4;1980,76;1877,92;-;-;102,84;-;-;495,19;495,19;8;2,0;-;-
"211210 Timbiras";7;7;3134,26;2968,38;-;-;165,88;-;-;447,75;447,75;16;2,3;-;-
"211220 Timon";2;2;1094,56;1043,14;-;-;51,42;-;-;547,28;547,28;5;2,5;-;-
"211223 Trizidela do Vale";4;4;1968,76;1865,92;-;-;102,84;-;-;492,19;492,19;9;2,3;-;-
"211230 Tuntum";11;11;5447,09;5164,28;-;-;282,81;-;-;495,19;495,19;22;2,0;-;-
"211260 Urbano Santos";1;1;487,19;461,48;-;-;25,71;-;-;487,19;487,19;3;3,0;-;-
"211290 Vitória do Mearim";1;1;527,19;501,48;-;-;25,71;-;-;527,19;527,19;6;6,0;-;-
"211300 Vitorino Freire";1;1;487,19;461,48;-;-;25,71;-;-;487,19;487,19;1;1,0;-;-
"211400 Zé Doca";3;3;1469,57;1392,44;-;-;77,13;-;-;489,86;489,86;8;2,7;-;-
"220040 Altos";17;17;8274,23;7837,16;-;-;437,07;-;-;486,72;486,72;34;2,0;-;-
"220110 Avelino Lopes";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"220120 Barras";1;1;499,19;473,48;-;-;25,71;-;-;499,19;499,19;5;5,0;-;-
"220180 Bocaina";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;6;3,0;-;-
"220190 Bom Jesus";4;4;1936,76;1833,92;-;-;102,84;-;-;484,19;484,19;11;2,8;-;-
"220220 Campo Maior";21;21;10543,59;10003,68;-;-;539,91;-;-;502,08;502,08;54;2,6;-;-
"220230 Canto do Buriti";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;5;2,5;-;-
"220310 Cristino Castro";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;5;2,5;-;-
"220320 Curimatá";2;2;966,38;914,96;-;-;51,42;-;-;483,19;483,19;4;2,0;-;-
"220430 Fronteiras";14;14;6708,66;6348,72;-;-;359,94;-;-;479,19;479,19;34;2,4;-;-
"220450 Guadalupe";4;4;1916,76;1813,92;-;-;102,84;-;-;479,19;479,19;7;1,8;-;-
"220580 Luzilândia";2;2;982,38;930,96;-;-;51,42;-;-;491,19;491,19;5;2,5;-;-
"220620 Miguel Alves";5;5;2395,95;2267,40;-;-;128,55;-;-;479,19;479,19;14;2,8;-;-
"220650 Monsenhor Hipólito";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;3;3,0;-;-
"220700 Oeiras";28;28;13417,32;12697,44;-;-;719,88;-;-;479,19;479,19;44;1,6;-;-
"220760 Parnaguá";14;14;6708,66;6348,72;-;-;359,94;-;-;479,19;479,19;42;3,0;-;-
"220770 Parnaíba";5;5;2498,30;2369,75;-;-;128,55;-;-;499,66;499,66;25;5,0;-;-
"220790 Pedro II";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;5;5,0;-;-
"220800 Picos";6;6;2875,14;2720,88;-;-;154,26;-;-;479,19;479,19;12;2,0;-;-
"220880 Regeneração";3;3;1437,57;1360,44;-;-;77,13;-;-;479,19;479,19;3;1,0;-;-
"221000 São João do Piauí";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;1;100,00
"221060 São Raimundo Nonato";70;70;33555,26;31727,69;-;-;1827,57;-;-;479,36;479,36;139;2,0;-;-
"221100 Teresina";11;11;5483,76;5200,95;-;-;282,81;-;-;498,52;498,52;41;3,7;-;-
"221110 União";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;1;1,0;-;-
"221130 Valença do Piauí";2;2;966,38;914,96;-;-;51,42;-;-;483,19;483,19;4;2,0;-;-
"221170 Wall Ferraz";3;3;1437,57;1360,44;-;-;77,13;-;-;479,19;479,19;3;1,0;-;-
"230020 Acaraú";7;7;3490,33;3310,36;-;-;179,97;-;-;498,62;498,62;17;2,4;-;-
"230170 Aurora";24;24;11700,56;11083,52;-;-;617,04;-;-;487,52;487,52;52;2,2;-;-
"230190 Barbalha";6;6;4186,06;3976,39;-;-;209,67;-;-;697,68;697,68;30;5,0;-;-
"230210 Baturité";1;1;503,19;477,48;-;-;25,71;-;-;503,19;503,19;3;3,0;-;-
"230250 Brejo Santo";9;9;4424,71;4193,32;-;-;231,39;-;-;491,63;491,63;20;2,2;-;-
"230260 Camocim";6;6;3015,84;2861,58;-;-;154,26;-;-;502,64;502,64;19;3,2;-;-
"230280 Canindé";4;4;2226,40;2104,21;-;-;122,19;-;-;556,60;556,60;25;6,3;-;-
