,Município,Internações,AIH_aprovadas,Valor_total,Valor_serviços_hospitalares,Val_serv_hosp_-_compl_federal,Val_serv_hosp_-_compl_gestor,Valor_serviços_profissionais,Val_serv_prof_-_compl_federal,Val_serv_prof_-_compl_gestor,Valor_médio_AIH,Valor_médio_intern,Dias_permanência,Média_permanência,Óbitos,Taxa_mortalidade,data,NM_LOCALIDADE,LAT,LONG,ALT
14706,412810 Umuarama,9,9,4722.66,4491.27,0.0,0.0,231.39,0.0,0,524.74,524.74,24,2.7,0,0.0,2018-10-01 00:01:00,UMUARAMA,-23.76395,-53.3084598047956,427.048453
14707,412820 União da Vitória,2,2,2921.01,2598.39,0.0,0.0,322.62,0.0,0,1460.51,1460.51,6,3.0,0,0.0,2018-10-01 00:01:00,UNIÃO DA VITÓRIA,-26.2284345,-51.0906095229867,755.196771
14708,412860 Verê,4,4,1972.76,1869.92,0.0,0.0,102.84,0.0,0,493.19,493.19,9,2.3,0,0.0,2018-10-01 00:01:00,VERÊ,-25.8806316035548,-52.9085930798312,486.70444
14709,412850 Wenceslau Braz,3,3,1453.57,1376.44,0.0,0.0,77.13,0.0,0,484.52,484.52,4,1.3,0,0.0,2018-10-01 00:01:00,WENCESLAU BRAZ,-22.5290130396557,-45.3567739530528,997.665687
14710,412850 Wenceslau Braz,3,3,1453.57,1376.44,0.0,0.0,77.13,0.0,0,484.52,484.52,4,1.3,0,0.0,2018-10-01 00:01:00,WENCESLAU BRAZ,-23.8704228528497,-49.80298478237,827.295687
14711,420010 Abelardo Luz,1,1,479.19,453.48,0.0,0.0,25.71,0.0,0,479.19,479.19,1,1.0,0,0.0,2018-10-01 00:01:00,ABELARDO LUZ,-26.5630310224446,-52.3364823833236,724.987143
14712,420040 Água Doce,1,1,495.19,469.48,0.0,0.0,25.71,0.0,0,495.19,495.19,3,3.0,0,0.0,2018-10-01 00:01:00,ÁGUA DOCE,-27.0040916588601,-51.5590965552946,806.108487
14713,420100 Anita Garibaldi,4,4,1924.76,1821.92,0.0,0.0,102.84,0.0,0,481.19,481.19,7,1.8,0,0.0,2018-10-01 00:01:00,ANITA GARIBALDI,-27.6837772900554,-51.1311938712633,886.232686
14714,420140 Araranguá,1,1,511.19,485.48,0.0,0.0,25.71,0.0,0,511.19,511.19,4,4.0,0,0.0,2018-10-01 00:01:00,ARARANGUÁ,-28.9357520142005,-49.480966523633,14.855511
14715,420150 Armazém,1,1,503.19,477.48,0.0,0.0,25.71,0.0,0,503.19,503.19,3,3.0,0,0.0,2018-10-01 00:01:00,ARMAZÉM,-28.2587054679168,-49.012911084774,21.554838
14716,420200 Balneário Camboriú,1,1,496.53,470.82,0.0,0.0,25.71,0.0,0,496.53,496.53,1,1.0,0,0.0,2018-10-01 00:01:00,BALNEÁRIO CAMBORIÚ,-26.9918186052546,-48.6346174770265,9.047909
14717,420240 Blumenau,5,5,3805.97,3644.02,0.0,0.0,161.95,0.0,0,761.19,761.19,27,5.4,0,0.0,2018-10-01 00:01:00,BLUMENAU,-26.9161077053067,-49.0576308843612,23.426259
14718,420280 Braço do Norte,3,3,1509.57,1432.44,0.0,0.0,77.13,0.0,0,503.19,503.19,9,3.0,0,0.0,2018-10-01 00:01:00,BRAÇO DO NORTE,-28.2800388673436,-49.1645477089486,64.381297
14719,420300 Caçador,2,2,974.38,922.96,0.0,0.0,51.42,0.0,0,487.19,487.19,2,1.0,0,0.0,2018-10-01 00:01:00,CAÇADOR,-26.7753476727182,-51.0190347589981,890.702408
14720,420390 Capinzal,1,1,487.19,461.48,0.0,0.0,25.71,0.0,0,487.19,487.19,1,1.0,0,0.0,2018-10-01 00:01:00,CAPINZAL,-27.3442784642161,-51.6113627551759,467.164056
14721,420410 Caxambu do Sul,3,3,1477.57,1400.44,0.0,0.0,77.13,0.0,0,492.52,492.52,7,2.3,0,0.0,2018-10-01 00:01:00,CAXAMBU DO SUL,-27.1612817848638,-52.8804748928922,312.225974
14722,420420 Chapecó,6,6,3290.4,3132.27,0.0,0.0,158.13,0.0,0,548.4,548.4,24,4.0,0,0.0,2018-10-01 00:01:00,CHAPECÓ,-27.1068370215332,-52.6170311134138,667.79203
14723,420460 Criciúma,29,29,19143.36,17985.46,0.0,0.0,1157.9,0.0,0,660.12,660.12,125,4.3,0,0.0,2018-10-01 00:01:00,CRICIÚMA,-28.6735722526747,-49.3659395588222,52.096609
14724,420480 Curitibanos,1,1,503.19,477.48,0.0,0.0,25.71,0.0,0,503.19,503.19,3,3.0,0,0.0,2018-10-01 00:01:00,CURITIBANOS,-27.2829825064663,-50.5826010352621,1004.996443
14725,420490 Descanso,1,1,479.19,453.48,0.0,0.0,25.71,0.0,0,479.19,479.19,1,1.0,0,0.0,2018-10-01 00:01:00,DESCANSO,-26.8178702209916,-53.5046288706139,589.538271
14726,420540 Florianópolis,39,39,24591.09,23073.25,0.0,0.0,1517.84,0.0,0,630.54,630.54,94,2.4,0,0.0,2018-10-01 00:01:00,FLORIANÓPOLIS,-27.58779554855,-48.5476373781933,21.971098
14727,420550 Fraiburgo,3,3,1506.24,1429.11,0.0,0.0,77.13,0.0,0,502.08,502.08,8,2.7,0,0.0,2018-10-01 00:01:00,FRAIBURGO,-27.0234469627061,-50.9250792352346,1018.837662
14728,420640 Guaraciaba,1,1,479.19,453.48,0.0,0.0,25.71,0.0,0,479.19,479.19,2,2.0,0,0.0,2018-10-01 00:01:00,GUARACIABA,-20.5717035009859,-43.0112816471752,587.169858
14729,420640 Guaraciaba,1,1,479.19,453.48,0.0,0.0,25.71,0.0,0,479.19,479.19,2,2.0,0,0.0,2018-10-01 00:01:00,GUARACIABA,-26.6003475707552,-53.5220897181838,645.751807
14730,420650 Guaramirim,1,1,479.19,453.48,0.0,0.0,25.71,0.0,0,479.19,479.19,7,7.0,0,0.0,2018-10-01 00:01:00,GUARAMIRIM,-26.4744451283201,-48.9921042659495,22.49157
14731,420690 Ibirama,2,2,1015.78,964.36,0.0,0.0,51.42,0.0,0,507.89,507.89,4,2.0,0,0.0,2018-10-01 00:01:00,IBIRAMA,-27.0535408849138,-49.5220277592255,277.089665
14732,420700 Içara,1,1,498.24,472.53,0.0,0.0,25.71,0.0,0,498.24,498.24,4,4.0,0,0.0,2018-10-01 00:01:00,IÇARA,-28.7070840092046,-49.3008225783231,41.034738
14733,420750 Indaial,1,1,495.19,469.48,0.0,0.0,25.71,0.0,0,495.19,495.19,2,2.0,0,0.0,2018-10-01 00:01:00,INDAIAL,-26.906255999238,-49.2401404600146,68.157566
14734,420770 Ipumirim,1,1,517.29,491.58,0.0,0.0,25.71,0.0,0,517.29,517.29,3,3.0,0,0.0,2018-10-01 00:01:00,IPUMIRIM,-27.0683263637725,-52.1405408667672,585.254397
14735,420820 Itajaí,1,1,536.59,510.88,0.0,0.0,25.71,0.0,0,536.59,536.59,4,4.0,0,0.0,2018-10-01 00:01:00,ITAJAÍ,-26.9074262397995,-48.6570232083488,6.36689
14736,420850 Ituporanga,1,1,479.19,453.48,0.0,0.0,25.71,0.0,0,479.19,479.19,3,3.0,0,0.0,2018-10-01 00:01:00,ITUPORANGA,-27.4148584906675,-49.603414701133,371.684194
14737,420870 Jacinto Machado,1,1,511.19,485.48,0.0,0.0,25.71,0.0,0,511.19,511.19,4,4.0,0,0.0,2018-10-01 00:01:00,JACINTO MACHADO,-29.0014186138235,-49.761768656406,42.96348
14738,420880 Jaguaruna,1,1,479.19,453.48,0.0,0.0,25.71,0.0,0,479.19,479.19,2,2.0,0,0.0,2018-10-01 00:01:00,JAGUARUNA,-28.6249636892195,-49.0491289860852,5.214147
14739,420890 Jaraguá do Sul,8,8,4062.22,3856.54,0.0,0.0,205.68,0.0,0,507.78,507.78,27,3.4,0,0.0,2018-10-01 00:01:00,JARAGUÁ DO SUL,-26.4904843494135,-49.0762988228022,29.509561
14740,420900 Joaçaba,3,3,2283.77,2174.44,0.0,0.0,109.33,0.0,0,761.26,761.26,10,3.3,0,0.0,2018-10-01 00:01:00,JOAÇABA,-27.1739445292328,-51.5066897333377,525.246187
14741,420910 Joinville,21,21,12333.7,11565.93,0.0,0.0,767.77,0.0,0,587.32,587.32,59,2.8,0,0.0,2018-10-01 00:01:00,JOINVILLE,-26.3045176486541,-48.849409143238,10.296596
14742,420930 Lages,2,2,1134.21,1077.65,0.0,0.0,56.56,0.0,0,567.11,567.11,9,4.5,0,0.0,2018-10-01 00:01:00,LAGES,-27.8172594631137,-50.3302224241895,911.431528
14743,420940 Laguna,1,1,479.19,453.48,0.0,0.0,25.71,0.0,0,479.19,479.19,3,3.0,0,0.0,2018-10-01 00:01:00,LAGUNA,-28.483585953912,-48.7813886217994,6.535431
14744,420970 Lebon Régis,7,7,3466.33,3286.36,0.0,0.0,179.97,0.0,0,495.19,495.19,19,2.7,0,0.0,2018-10-01 00:01:00,LEBON RÉGIS,-26.92911401117,-50.6918278644481,987.576812
14745,421030 Major Vieira,3,3,1437.57,1360.44,0.0,0.0,77.13,0.0,0,479.19,479.19,5,1.7,0,0.0,2018-10-01 00:01:00,MAJOR VIEIRA,-26.357526536006,-50.3329868433168,767.831285
14746,421050 Maravilha,2,2,998.38,946.96,0.0,0.0,51.42,0.0,0,499.19,499.19,5,2.5,0,0.0,2018-10-01 00:01:00,MARAVILHA,-9.23399706335314,-37.3566354220481,366.391084
14747,421050 Maravilha,2,2,998.38,946.96,0.0,0.0,51.42,0.0,0,499.19,499.19,5,2.5,0,0.0,2018-10-01 00:01:00,MARAVILHA,-26.7616239472618,-53.174818815895,571.90925
14748,421110 Monte Castelo,5,5,2435.95,2307.4,0.0,0.0,128.55,0.0,0,487.19,487.19,12,2.4,0,0.0,2018-10-01 00:01:00,MONTE CASTELO,-21.2989594492626,-51.5654932487094,334.281885
14749,421110 Monte Castelo,5,5,2435.95,2307.4,0.0,0.0,128.55,0.0,0,487.19,487.19,12,2.4,0,0.0,2018-10-01 00:01:00,MONTE CASTELO,-26.4563624721632,-50.2262714328843,823.60938
14750,421120 Morro da Fumaça,29,29,14072.51,13326.92,0.0,0.0,745.59,0.0,0,485.26,485.26,99,3.4,0,0.0,2018-10-01 00:01:00,MORRO DA FUMAÇA,-28.6547878430396,-49.2132565084377,21.113601
14751,421160 Nova Veneza,1,1,511.19,485.48,0.0,0.0,25.71,0.0,0,511.19,511.19,4,4.0,0,0.0,2018-10-01 00:01:00,NOVA VENEZA,-28.638232602301,-49.5031235817322,59.251411
14752,421160 Nova Veneza,1,1,511.19,485.48,0.0,0.0,25.71,0.0,0,511.19,511.19,4,4.0,0,0.0,2018-10-01 00:01:00,NOVA VENEZA,-16.3652331930827,-49.3108981042099,786.378614
14753,421200 Palma Sola,8,8,3897.52,3691.84,0.0,0.0,205.68,0.0,0,487.19,487.19,17,2.1,0,0.0,2018-10-01 00:01:00,PALMA SOLA,-26.3465081338035,-53.2799772512092,877.93116
14754,421210 Palmitos,2,2,966.38,914.96,0.0,0.0,51.42,0.0,0,483.19,483.19,3,1.5,0,0.0,2018-10-01 00:01:00,PALMITOS,-27.0702505491681,-53.1622672928949,422.408996
14755,421340 Ponte Serrada,9,9,4471.45,4240.06,0.0,0.0,231.39,0.0,0,496.83,496.83,14,1.6,0,0.0,2018-10-01 00:01:00,PONTE SERRADA,-26.8749128276431,-52.014537512533,978.10829
14756,421400 Presidente Getúlio,1,1,479.19,453.48,0.0,0.0,25.71,0.0,0,479.19,479.19,2,2.0,0,0.0,2018-10-01 00:01:00,PRESIDENTE GETÚLIO,-27.0414082411233,-49.6220861691379,251.697247
14757,421450 Rio do Campo,3,3,1453.57,1376.44,0.0,0.0,77.13,0.0,0,484.52,484.52,8,2.7,0,0.0,2018-10-01 00:01:00,RIO DO CAMPO,-26.9423084311286,-50.1395889130391,588.756406
14758,421480 Rio do Sul,2,2,1595.28,1518.16,0.0,0.0,77.12,0.0,0,797.64,797.64,10,5.0,0,0.0,2018-10-01 00:01:00,RIO DO SUL,-27.2179032254389,-49.6432375290983,350.399261
14759,421500 Rio Negrinho,1,1,507.89,482.18,0.0,0.0,25.71,0.0,0,507.89,507.89,2,2.0,0,0.0,2018-10-01 00:01:00,RIO NEGRINHO,-26.255325027927,-49.5172950755857,788.817711
14760,421540 Salto Veloso,1,1,479.19,453.48,0.0,0.0,25.71,0.0,0,479.19,479.19,2,2.0,0,0.0,2018-10-01 00:01:00,SALTO VELOSO,-26.9031646076917,-51.4052080779569,850.208362
14761,421550 Santa Cecília,1,1,479.19,453.48,0.0,0.0,25.71,0.0,0,479.19,479.19,4,4.0,0,0.0,2018-10-01 00:01:00,SANTA CECÍLIA,-7.74290596221598,-35.877474466628,508.289257
14762,421550 Santa Cecília,1,1,479.19,453.48,0.0,0.0,25.71,0.0,0,479.19,479.19,4,4.0,0,0.0,2018-10-01 00:01:00,SANTA CECÍLIA,-26.9569007446141,-50.4229016203405,1121.245605
14763,421670 São José do Cedro,1,1,479.19,453.48,0.0,0.0,25.71,0.0,0,479.19,479.19,4,4.0,0,0.0,2018-10-01 00:01:00,SÃO JOSÉ DO CEDRO,-26.4560602968492,-53.5001241069131,708.980832
14764,421690 São Lourenço do Oeste,1,1,479.19,453.48,0.0,0.0,25.71,0.0,0,479.19,479.19,2,2.0,0,0.0,2018-10-01 00:01:00,SÃO LOURENÇO DO OESTE,-26.3551901645503,-52.8513336669502,885.45081
14765,421710 São Martinho,2,2,966.38,914.96,0.0,0.0,51.42,0.0,0,483.19,483.19,3,1.5,0,0.0,2018-10-01 00:01:00,SÃO MARTINHO,-28.16449528961,-48.9777862480356,37.699944
14766,421710 São Martinho,2,2,966.38,914.96,0.0,0.0,51.42,0.0,0,483.19,483.19,3,1.5,0,0.0,2018-10-01 00:01:00,SÃO MARTINHO,-27.7089288021284,-53.9669227230418,447.765486
14767,421720 São Miguel do Oeste,3,3,5978.82,5237.78,0.0,0.0,741.04,0.0,0,1992.94,1992.94,18,6.0,0,0.0,2018-10-01 00:01:00,SÃO MIGUEL DO OESTE,-26.7264271766606,-53.5188394061561,643.853122
14768,421770 Sombrio,1,1,551.19,525.48,0.0,0.0,25.71,0.0,0,551.19,551.19,9,9.0,0,0.0,2018-10-01 00:01:00,SOMBRIO,-29.1091327568261,-49.6342103641341,12.004294
14769,421780 Taió,2,2,982.38,930.96,0.0,0.0,51.42,0.0,0,491.19,491.19,3,1.5,0,0.0,2018-10-01 00:01:00,TAIÓ,-27.1179373002204,-50.0050964642724,346.446522
14770,421810 Timbé do Sul,1,1,479.19,453.48,0.0,0.0,25.71,0.0,0,479.19,479.19,3,3.0,0,0.0,2018-10-01 00:01:00,TIMBÉ DO SUL,-28.8325174934795,-49.8441177627943,122.884436
14771,421840 Treze de Maio,9,9,4320.71,4089.32,0.0,0.0,231.39,0.0,0,480.08,480.08,8,0.9,0,0.0,2018-10-01 00:01:00,TREZE DE MAIO,-28.558140037514,-49.1448153071747,186.566663
14772,421870 Tubarão,1,1,1037.67,931.9,0.0,0.0,105.77,0.0,0,1037.67,1037.67,7,7.0,0,0.0,2018-10-01 00:01:00,TUBARÃO,-28.4800339478501,-49.0052680770245,15.637309
14773,421875 Tunápolis,1,1,479.19,453.48,0.0,0.0,25.71,0.0,0,479.19,479.19,3,3.0,0,0.0,2018-10-01 00:01:00,TUNÁPOLIS,-26.9722235914893,-53.641459736047,420.176826
14774,421880 Turvo,2,2,958.38,906.96,0.0,0.0,51.42,0.0,0,479.19,479.19,4,2.0,0,0.0,2018-10-01 00:01:00,TURVO,-25.0401268031015,-51.5327643273371,1046.691441
14775,421880 Turvo,2,2,958.38,906.96,0.0,0.0,51.42,0.0,0,479.19,479.19,4,2.0,0,0.0,2018-10-01 00:01:00,TURVO,-28.9247492173882,-49.6808657451159,29.409857
14776,421930 Videira,1,1,518.94,493.23,0.0,0.0,25.71,0.0,0,518.94,518.94,2,2.0,0,0.0,2018-10-01 00:01:00,VIDEIRA,-27.0061290679698,-51.1517052828326,718.834791
14777,430003 Aceguá,1,1,495.19,469.48,0.0,0.0,25.71,0.0,0,495.19,495.19,2,2.0,0,0.0,2018-10-01 00:01:00,ACEGUÁ,-31.8640153042621,-54.1647315363634,237.92225
14778,430010 Agudo,1,1,503.19,477.48,0.0,0.0,25.71,0.0,0,503.19,503.19,3,3.0,0,0.0,2018-10-01 00:01:00,AGUDO,-29.6456633632496,-53.2586916877151,65.793788
14779,430040 Alegrete,1,1,495.19,469.48,0.0,0.0,25.71,0.0,0,495.19,495.19,2,2.0,0,0.0,2018-10-01 00:01:00,ALEGRETE,-29.7820432091245,-55.7958701453331,94.731203
14780,430050 Alpestre,1,1,495.19,469.48,0.0,0.0,25.71,0.0,0,495.19,495.19,2,2.0,0,0.0,2018-10-01 00:01:00,ALPESTRE,-27.2487687566901,-53.0373660485512,447.887313
14781,430060 Alvorada,27,27,10620.25,10016.97,0.0,0.0,603.28,0.0,0,393.34,393.34,66,2.4,0,0.0,2018-10-01 00:01:00,ALVORADA,-12.4788153208227,-49.12681140673,302.24726
14782,430060 Alvorada,27,27,10620.25,10016.97,0.0,0.0,603.28,0.0,0,393.34,393.34,66,2.4,0,0.0,2018-10-01 00:01:00,ALVORADA,-26.8494592971474,-48.751300472031,12.574284
14783,430060 Alvorada,27,27,10620.25,10016.97,0.0,0.0,603.28,0.0,0,393.34,393.34,66,2.4,0,0.0,2018-10-01 00:01:00,ALVORADA,-29.9974930647423,-51.0777294542001,13.440668
14784,430120 Arroio do Tigre,6,6,2963.14,2808.88,0.0,0.0,154.26,0.0,0,493.86,493.86,15,2.5,0,0.0,2018-10-01 00:01:00,ARROIO DO TIGRE,-29.3358596133036,-53.0863955671765,349.517889
14785,430130 Arroio Grande,9,9,4544.71,4313.32,0.0,0.0,231.39,0.0,0,504.97,504.97,29,3.2,0,0.0,2018-10-01 00:01:00,ARROIO GRANDE,-32.2363441256672,-53.0822483482181,29.418487
14786,430140 Arvorezinha,2,2,1001.06,949.64,0.0,0.0,51.42,0.0,0,500.53,500.53,6,3.0,0,0.0,2018-10-01 00:01:00,ARVOREZINHA,-28.8730493916397,-52.1795119395293,743.198864
14787,430160 Bagé,3,3,1577.38,1496.38,0.0,0.0,81.0,0.0,0,525.79,525.79,11,3.7,0,0.0,2018-10-01 00:01:00,BAGÉ,-31.3305018415475,-54.10708328517,209.095691
14788,430210 Bento Gonçalves,1,1,699.46,659.29,0.0,0.0,40.17,0.0,0,699.46,699.46,2,2.0,1,100.0,2018-10-01 00:01:00,BENTO GONÇALVES,-29.1674019331912,-51.5155603063239,629.117207
14789,430220 Boa Vista do Buricá,1,1,487.19,461.48,0.0,0.0,25.71,0.0,0,487.19,487.19,1,1.0,0,0.0,2018-10-01 00:01:00,BOA VISTA DO BURICÁ,-27.6715669967826,-54.1094812552698,283.023797
14790,430230 Bom Jesus,1,1,495.19,469.48,0.0,0.0,25.71,0.0,0,495.19,495.19,2,2.0,0,0.0,2018-10-01 00:01:00,BOM JESUS,-3.60606192809902,-57.9827904479371,25.719834
14791,430230 Bom Jesus,1,1,495.19,469.48,0.0,0.0,25.71,0.0,0,495.19,495.19,2,2.0,0,0.0,2018-10-01 00:01:00,BOM JESUS,-9.07094898367372,-44.3605250848238,299.871529
14792,430230 Bom Jesus,1,1,495.19,469.48,0.0,0.0,25.71,0.0,0,495.19,495.19,2,2.0,0,0.0,2018-10-01 00:01:00,BOM JESUS,-5.98631885234114,-35.5888032897951,106.23879
14793,430230 Bom Jesus,1,1,495.19,469.48,0.0,0.0,25.71,0.0,0,495.19,495.19,2,2.0,0,0.0,2018-10-01 00:01:00,BOM JESUS,-6.8179576511972,-38.6551428070451,320.70952
14794,430230 Bom Jesus,1,1,495.19,469.48,0.0,0.0,25.71,0.0,0,495.19,495.19,2,2.0,0,0.0,2018-10-01 00:01:00,BOM JESUS,-26.735923435578,-52.3930159598262,663.563154
14795,430230 Bom Jesus,1,1,495.19,469.48,0.0,0.0,25.71,0.0,0,495.19,495.19,2,2.0,0,0.0,2018-10-01 00:01:00,BOM JESUS,-28.6705776756427,-50.4333492699802,1054.352802
14796,430300 Cachoeira do Sul,13,13,6910.2,6564.36,0.0,0.0,345.84,0.0,0,531.55,531.55,42,3.2,0,0.0,2018-10-01 00:01:00,CACHOEIRA DO SUL,-30.0458199797274,-52.893412558482,74.065799
14797,430310 Cachoeirinha,9,9,4078.8,3861.5,0.0,0.0,217.3,0.0,0,453.2,453.2,26,2.9,0,0.0,2018-10-01 00:01:00,CACHOEIRINHA,-6.11324164650466,-47.914197778559,200.41262
14798,430310 Cachoeirinha,9,9,4078.8,3861.5,0.0,0.0,217.3,0.0,0,453.2,453.2,26,2.9,0,0.0,2018-10-01 00:01:00,CACHOEIRINHA,-8.48683107303865,-36.2359914117891,536.16776
14799,430310 Cachoeirinha,9,9,4078.8,3861.5,0.0,0.0,217.3,0.0,0,453.2,453.2,26,2.9,0,0.0,2018-10-01 00:01:00,CACHOEIRINHA,-20.1641061400453,-44.6118015991036,934.556579
14800,430310 Cachoeirinha,9,9,4078.8,3861.5,0.0,0.0,217.3,0.0,0,453.2,453.2,26,2.9,0,0.0,2018-10-01 00:01:00,CACHOEIRINHA,-29.9506294443447,-51.0936769542628,14.15533
14801,430330 Caibaté,1,1,479.19,453.48,0.0,0.0,25.71,0.0,0,479.19,479.19,2,2.0,0,0.0,2018-10-01 00:01:00,CAIBATÉ,-28.2910748191668,-54.6378867042087,289.088609
14802,430350 Camaquã,1,1,531.89,506.18,0.0,0.0,25.71,0.0,0,531.89,531.89,5,5.0,0,0.0,2018-10-01 00:01:00,CAMAQUÃ,-30.8507043892559,-51.8146009062211,38.31485
14803,430400 Campo Novo,1,1,495.19,469.48,0.0,0.0,25.71,0.0,0,495.19,495.19,2,2.0,0,0.0,2018-10-01 00:01:00,CAMPO NOVO,-27.6744926102172,-53.8028138686737,434.518782
14804,430440 Canela,5,5,3027.57,2840.97,0.0,0.0,186.6,0.0,0,605.51,605.51,32,6.4,0,0.0,2018-10-01 00:01:00,CANELA,-29.3579718504151,-50.8148673493636,819.953253
14805,430450 Canguçu,6,6,3003.14,2848.88,0.0,0.0,154.26,0.0,0,500.52,500.52,19,3.2,0,0.0,2018-10-01 00:01:00,CANGUÇU,-31.3938595243163,-52.6762858320724,405.975283
14806,430460 Canoas,17,17,9595.9,8956.86,0.0,0.0,639.04,0.0,0,564.46,564.46,44,2.6,0,0.0,2018-10-01 00:01:00,CANOAS,-9.44525138208584,-35.7996971436618,131.604421
14807,430460 Canoas,17,17,9595.9,8956.86,0.0,0.0,639.04,0.0,0,564.46,564.46,44,2.6,0,0.0,2018-10-01 00:01:00,CANOAS,-29.9186967064906,-51.1810297806876,19.399099
14808,430480 Carlos Barbosa,1,1,487.19,461.48,0.0,0.0,25.71,0.0,0,487.19,487.19,1,1.0,0,0.0,2018-10-01 00:01:00,CARLOS BARBOSA,-29.298296805874,-51.5038176299836,677.570319
14809,430510 Caxias do Sul,35,35,25563.33,23767.23,0.0,0.0,1796.1,0.0,0,730.38,730.38,169,4.8,0,0.0,2018-10-01 00:01:00,CAXIAS DO SUL,-29.1668990110621,-51.178860205883,782.366928
14810,430520 Cerro Largo,1,1,503.19,477.48,0.0,0.0,25.71,0.0,0,503.19,503.19,3,3.0,0,0.0,2018-10-01 00:01:00,CERRO LARGO,-28.1478408769518,-54.7399972398551,195.272762
14811,430580 Constantina,5,5,2758.9,2630.35,0.0,0.0,128.55,0.0,0,551.78,551.78,16,3.2,0,0.0,2018-10-01 00:01:00,CONSTANTINA,-27.730411086445,-52.9877388321137,456.012283
14812,430590 Coronel Bicaco,2,2,982.38,930.96,0.0,0.0,51.42,0.0,0,491.19,491.19,6,3.0,0,0.0,2018-10-01 00:01:00,CORONEL BICACO,-27.7178730196391,-53.7091281065014,452.745002
14813,430600 Crissiumal,7,7,3410.33,3230.36,0.0,0.0,179.97,0.0,0,487.19,487.19,8,1.1,0,0.0,2018-10-01 00:01:00,CRISSIUMAL,-27.4980122693927,-54.1000349061653,383.277081
14814,430650 Dom Feliciano,1,1,519.19,493.48,0.0,0.0,25.71,0.0,0,519.19,519.19,5,5.0,0,0.0,2018-10-01 00:01:00,DOM FELICIANO,-30.708598426315,-52.103933579678,120.742507
14815,430680 Encantado,2,2,998.38,946.96,0.0,0.0,51.42,0.0,0,499.19,499.19,5,2.5,0,0.0,2018-10-01 00:01:00,ENCANTADO,-29.2399172072227,-51.8730231343648,65.87837
14816,430690 Encruzilhada do Sul,4,4,1996.76,1893.92,0.0,0.0,102.84,0.0,0,499.19,499.19,10,2.5,0,0.0,2018-10-01 00:01:00,ENCRUZILHADA DO SUL,-30.5436573247692,-52.5220453898558,431.610629
14817,430700 Erechim,2,2,986.44,931.15,0.0,0.0,55.29,0.0,0,493.22,493.22,8,4.0,0,0.0,2018-10-01 00:01:00,ERECHIM,-27.633405810801,-52.2758768978871,797.448044
14818,430770 Esteio,5,5,2714.31,2547.06,0.0,0.0,167.25,0.0,0,542.86,542.86,25,5.0,0,0.0,2018-10-01 00:01:00,ESTEIO,-29.8521862954581,-51.143837339432,27.808668
14819,430790 Farroupilha,7,7,3574.53,3394.56,0.0,0.0,179.97,0.0,0,510.65,510.65,18,2.6,0,0.0,2018-10-01 00:01:00,FARROUPILHA,-29.2236791868351,-51.3483495737698,767.973469
14820,430830 Fontoura Xavier,2,2,1006.38,954.96,0.0,0.0,51.42,0.0,0,503.19,503.19,6,3.0,0,0.0,2018-10-01 00:01:00,FONTOURA XAVIER,-28.9821677891754,-52.3449531837753,764.786849
14821,430850 Frederico Westphalen,1,1,503.19,477.48,0.0,0.0,25.71,0.0,0,503.19,503.19,3,3.0,0,0.0,2018-10-01 00:01:00,FREDERICO WESTPHALEN,-27.358882412381,-53.4007767388514,544.36496
14822,430860 Garibaldi,2,2,583.15,545.82,0.0,0.0,37.33,0.0,0,291.57,291.57,3,1.5,0,0.0,2018-10-01 00:01:00,GARIBALDI,-29.2545491128245,-51.5295484587997,606.375498
14823,430890 Getúlio Vargas,7,7,3558.38,3378.41,0.0,0.0,179.97,0.0,0,508.34,508.34,16,2.3,0,0.0,2018-10-01 00:01:00,GETÚLIO VARGAS,-27.8759119305256,-52.249574123331,664.925906
14824,430900 Giruá,2,2,1019.05,967.63,0.0,0.0,51.42,0.0,0,509.52,509.52,7,3.5,0,0.0,2018-10-01 00:01:00,GIRUÁ,-28.0297443728968,-54.3508400776839,431.60027
14825,430910 Gramado,1,1,495.19,469.48,0.0,0.0,25.71,0.0,0,495.19,495.19,2,2.0,0,0.0,2018-10-01 00:01:00,GRAMADO,-29.3797375183577,-50.8719457002814,816.590057
14826,430920 Gravataí,6,6,23607.8,21183.94,0.0,0.0,2423.86,0.0,0,3934.63,3934.63,45,7.5,3,50.0,2018-10-01 00:01:00,GRAVATAÍ,-29.9455189133363,-50.9907929747741,20.652168
14827,430950 Guarani das Missões,2,2,998.38,946.96,0.0,0.0,51.42,0.0,0,499.19,499.19,5,2.5,0,0.0,2018-10-01 00:01:00,GUARANI DAS MISSÕES,-28.1417792573454,-54.5605559296609,269.026012
14828,431000 Ibirubá,6,6,2963.14,2808.88,0.0,0.0,154.26,0.0,0,493.86,493.86,11,1.8,0,0.0,2018-10-01 00:01:00,IBIRUBÁ,-28.627607782438,-53.0883540195233,401.930138
14829,431010 Igrejinha,1,1,581.89,556.18,0.0,0.0,25.71,0.0,0,581.89,581.89,7,7.0,0,0.0,2018-10-01 00:01:00,IGREJINHA,-29.5722204557553,-50.7987107333217,38.579935
14830,431050 Iraí,4,4,1980.76,1877.92,0.0,0.0,102.84,0.0,0,495.19,495.19,10,2.5,0,0.0,2018-10-01 00:01:00,IRAÍ,-27.1922819750184,-53.2642960185149,229.495684
