"Município";"Internações";"AIH_aprovadas";"Valor_total";"Valor_serviços_hospitalares";"Val_serv_hosp_-_compl_federal";"Val_serv_hosp_-_compl_gestor";"Valor_serviços_profissionais";"Val_serv_prof_-_compl_federal";"Val_serv_prof_-_compl_gestor";"Valor_médio_AIH";"Valor_médio_intern";"Dias_permanência";"Média_permanência";"Óbitos";"Taxa_mortalidade"
"150190 Bujaru";16;16;8051,04;7639,68;-;-;411,36;-;-;503,19;503,19;48;3,0;-;-
"150200 Cachoeira do Arari";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;3;3,0;-;-
"150230 Capitão Poço";6;6;3011,14;2856,88;-;-;154,26;-;-;501,86;501,86;22;3,7;-;-
"150240 Castanhal";6;6;3134,06;2972,06;-;-;162,00;-;-;522,34;522,34;32;5,3;-;-
"150270 Conceição do Araguaia";26;26;13042,94;12374,48;-;-;668,46;-;-;501,65;501,65;104;4,0;-;-
"150275 Concórdia do Pará";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"150277 Curionópolis";2;2;982,38;930,96;-;-;51,42;-;-;491,19;491,19;3;1,5;-;-
"150280 Curralinho";3;3;1501,57;1424,44;-;-;77,13;-;-;500,52;500,52;9;3,0;-;-
"150293 Dom Eliseu";5;5;2467,95;2339,40;-;-;128,55;-;-;493,59;493,59;9;1,8;-;-
"150300 Faro";1;1;487,19;461,48;-;-;25,71;-;-;487,19;487,19;4;4,0;-;-
"150309 Goianésia do Pará";4;4;2012,76;1909,92;-;-;102,84;-;-;503,19;503,19;20;5,0;-;-
"150310 Gurupá";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;2;2,0;-;-
"150330 Igarapé-Miri";11;11;5463,09;5180,28;-;-;282,81;-;-;496,64;496,64;24;2,2;-;-
"150345 Ipixuna do Pará";7;7;3410,33;3230,36;-;-;179,97;-;-;487,19;487,19;11;1,6;-;-
"150350 Irituia";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;3;3,0;-;-
"150360 Itaituba";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;2;2,0;-;-
"150370 Itupiranga";3;3;1437,57;1360,44;-;-;77,13;-;-;479,19;479,19;11;3,7;-;-
"150380 Jacundá";4;4;1916,76;1813,92;-;-;102,84;-;-;479,19;479,19;10;2,5;-;-
"150390 Juruti";1;1;503,19;477,48;-;-;25,71;-;-;503,19;503,19;3;3,0;-;-
"150405 Mãe do Rio";3;3;1477,57;1400,44;-;-;77,13;-;-;492,52;492,52;5;1,7;-;-
"150420 Marabá";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;2;2,0;-;-
"150442 Marituba";2;2;1030,38;978,96;-;-;51,42;-;-;515,19;515,19;9;4,5;-;-
"150450 Melgaço";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;6;3,0;-;-
"150460 Mocajuba";24;24;12116,56;11499,52;-;-;617,04;-;-;504,86;504,86;77;3,2;-;-
"150490 Muaná";5;5;2435,95;2307,40;-;-;128,55;-;-;487,19;487,19;10;2,0;-;-
"150495 Nova Esperança do Piriá";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;3;1,5;-;-
"150503 Novo Progresso";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"150520 Oeiras do Pará";4;4;1916,76;1813,92;-;-;102,84;-;-;479,19;479,19;9;2,3;-;-
"150530 Oriximiná";3;3;1477,57;1400,44;-;-;77,13;-;-;492,52;492,52;5;1,7;-;-
"150540 Ourém";1;1;503,19;477,48;-;-;25,71;-;-;503,19;503,19;3;3,0;-;-
"150543 Ourilândia do Norte";20;20;9687,80;9173,60;-;-;514,20;-;-;484,39;484,39;69;3,5;-;-
"150548 Pacajá";9;9;4400,71;4169,32;-;-;231,39;-;-;488,97;488,97;11;1,2;-;-
"150553 Parauapebas";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;8;8,0;-;-
"150563 Piçarra";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;4;2,0;-;-
"150565 Placas";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;2;2,0;-;-
"150570 Ponta de Pedras";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;2;2,0;-;-
"150590 Porto de Moz";9;9;4368,71;4137,32;-;-;231,39;-;-;485,41;485,41;17;1,9;-;-
"150613 Redenção";2;2;1093,61;989,55;-;-;104,06;-;-;546,80;546,80;8;4,0;-;-
"150618 Rondon do Pará";23;23;11197,37;10606,04;-;-;591,33;-;-;486,84;486,84;51;2,2;-;-
"150620 Salinópolis";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;10;10,0;-;-
"150640 Santa Cruz do Arari";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"150670 Santana do Araguaia";16;16;7667,04;7255,68;-;-;411,36;-;-;479,19;479,19;70;4,4;-;-
"150700 Santo Antônio do Tauá";119;119;57637,32;54564,04;-;-;3073,28;-;-;484,35;484,35;364;3,1;-;-
"150715 São Domingos do Araguaia";6;6;2972,14;2817,88;-;-;154,26;-;-;495,36;495,36;18;3,0;-;-
"150720 São Domingos do Capim";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"150730 São Félix do Xingu";4;4;1916,76;1813,92;-;-;102,84;-;-;479,19;479,19;12;3,0;-;-
"150745 São Geraldo do Araguaia";3;3;1509,57;1432,44;-;-;77,13;-;-;503,19;503,19;9;3,0;-;-
"150760 São Miguel do Guamá";2;2;1030,38;978,96;-;-;51,42;-;-;515,19;515,19;9;4,5;-;-
"150790 Soure";4;4;1916,76;1813,92;-;-;102,84;-;-;479,19;479,19;10;2,5;-;-
"150795 Tailândia";3;3;1445,57;1368,44;-;-;77,13;-;-;481,86;481,86;5;1,7;-;-
"150805 Trairão";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;3;3,0;-;-
"150808 Tucumã";28;28;13609,72;12889,84;-;-;719,88;-;-;486,06;486,06;60;2,1;-;-
"150810 Tucuruí";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;2;2,0;-;-
"150812 Ulianópolis";14;14;6940,66;6580,72;-;-;359,94;-;-;495,76;495,76;29;2,1;-;-
"150815 Uruará";11;11;5653,94;5062,74;-;-;591,20;-;-;513,99;513,99;20;1,8;-;-
"150830 Viseu";8;8;3985,52;3779,84;-;-;205,68;-;-;498,19;498,19;19;2,4;-;-
"160027 Laranjal do Jari";1;1;511,19;485,48;-;-;25,71;-;-;511,19;511,19;4;4,0;-;-
"160030 Macapá";10;10;5560,38;5152,27;-;-;408,11;-;-;556,04;556,04;58;5,8;-;-
"160060 Santana";1;1;553,87;528,16;-;-;25,71;-;-;553,87;553,87;7;7,0;-;-
"170070 Alvorada";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;4;2,0;-;-
"170100 Ananás";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;6;3,0;-;-
"170200 Araguaçu";3;3;1485,57;1408,44;-;-;77,13;-;-;495,19;495,19;5;1,7;-;-
"170210 Araguaína";4;4;2188,46;2076,63;-;-;111,83;-;-;547,12;547,12;19;4,8;-;-
"170220 Araguatins";1;1;865,91;793,69;-;-;72,22;-;-;865,91;865,91;1;1,0;-;-
"170255 Augustinópolis";2;2;1022,38;970,96;-;-;51,42;-;-;511,19;511,19;8;4,0;-;-
"170370 Brejinho de Nazaré";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"170950 Gurupi";3;3;1537,65;1460,52;-;-;77,13;-;-;512,55;512,55;7;2,3;-;-
"171190 Lagoa da Confusão";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;7;3,5;-;-
"171320 Miracema do Tocantins";6;6;2948,48;2794,22;-;-;154,26;-;-;491,41;491,41;10;1,7;-;-
"172100 Palmas";9;9;4487,06;4255,67;-;-;231,39;-;-;498,56;498,56;24;2,7;-;-
"171660 Peixe";3;3;1437,57;1360,44;-;-;77,13;-;-;479,19;479,19;7;2,3;-;-
"171820 Porto Nacional";3;3;1485,57;1408,44;-;-;77,13;-;-;495,19;495,19;6;2,0;-;-
"172120 Tocantinópolis";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;7;7,0;-;-
"172210 Xambioá";1;1;499,86;474,15;-;-;25,71;-;-;499,86;499,86;2;2,0;-;-
"210005 Açailândia";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;2;2,0;-;-
"210030 Aldeias Altas";24;24;12076,56;11459,52;-;-;617,04;-;-;503,19;503,19;72;3,0;-;-
"210047 Alto Alegre do Pindaré";6;6;2979,14;2824,88;-;-;154,26;-;-;496,52;496,52;13;2,2;-;-
"210083 Apicum-Açu";3;3;1437,57;1360,44;-;-;77,13;-;-;479,19;479,19;9;3,0;-;-
"210087 Araguanã";3;3;1437,57;1360,44;-;-;77,13;-;-;479,19;479,19;6;2,0;-;-
"210095 Arame";7;7;4172,94;3624,49;-;-;548,45;-;-;596,13;596,13;15;2,1;-;-
"210110 Axixá";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;3;3,0;-;-
"210120 Bacabal";2;2;990,38;938,96;-;-;51,42;-;-;495,19;495,19;8;4,0;-;-
"210130 Bacuri";2;2;990,38;938,96;-;-;51,42;-;-;495,19;495,19;4;2,0;-;-
"210140 Balsas";5;5;2873,53;2700,77;-;-;172,76;-;-;574,71;574,71;66;13,2;-;-
"210160 Barra do Corda";2;2;1085,61;981,55;-;-;104,06;-;-;542,80;542,80;3;1,5;-;-
"210177 Bela Vista do Maranhão";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;3;1,5;-;-
"210180 Benedito Leite";2;2;974,38;922,96;-;-;51,42;-;-;487,19;487,19;5;2,5;-;-
"210190 Bequimão";3;3;1485,57;1408,44;-;-;77,13;-;-;495,19;495,19;6;2,0;-;-
"210200 Bom Jardim";6;6;2875,14;2720,88;-;-;154,26;-;-;479,19;479,19;14;2,3;-;-
"210203 Bom Jesus das Selvas";5;5;2395,95;2267,40;-;-;128,55;-;-;479,19;479,19;10;2,0;-;-
"210210 Brejo";2;2;974,38;922,96;-;-;51,42;-;-;487,19;487,19;4;2,0;-;-
"210230 Buriti Bravo";6;6;2979,14;2824,88;-;-;154,26;-;-;496,52;496,52;13;2,2;-;-
"210270 Cantanhede";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;3;3,0;-;-
"210290 Carutapera";2;2;990,38;938,96;-;-;51,42;-;-;495,19;495,19;4;2,0;-;-
"210300 Caxias";1;1;507,89;482,18;-;-;25,71;-;-;507,89;507,89;2;2,0;-;-
"210320 Chapadinha";1;1;487,19;461,48;-;-;25,71;-;-;487,19;487,19;1;1,0;-;-
"210325 Cidelândia";1;1;487,19;461,48;-;-;25,71;-;-;487,19;487,19;2;2,0;-;-
"210340 Coelho Neto";3;3;1485,57;1408,44;-;-;77,13;-;-;495,19;495,19;6;2,0;-;-
"210350 Colinas";4;4;1924,76;1821,92;-;-;102,84;-;-;481,19;481,19;9;2,3;-;-
"210370 Cururupu";7;7;3354,33;3174,36;-;-;179,97;-;-;479,19;479,19;17;2,4;-;-
"210380 Dom Pedro";12;12;5862,28;5553,76;-;-;308,52;-;-;488,52;488,52;14;1,2;-;-
"210390 Duque Bacelar";19;19;9392,61;8904,12;-;-;488,49;-;-;494,35;494,35;38;2,0;-;-
"210400 Esperantinópolis";2;2;990,38;938,96;-;-;51,42;-;-;495,19;495,19;6;3,0;-;-
"210407 Feira Nova do Maranhão";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;2;2,0;-;-
"210409 Formosa da Serra Negra";4;4;1980,76;1877,92;-;-;102,84;-;-;495,19;495,19;8;2,0;-;-
"210410 Fortaleza dos Nogueiras";2;2;982,38;930,96;-;-;51,42;-;-;491,19;491,19;6;3,0;-;-
"210440 Gonçalves Dias";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"210450 Governador Archer";4;4;1948,76;1845,92;-;-;102,84;-;-;487,19;487,19;8;2,0;-;-
"210455 Governador Edison Lobão";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"210460 Governador Eugênio Barros";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;2;2,0;-;-
"210462 Governador Luiz Rocha";2;2;974,38;922,96;-;-;51,42;-;-;487,19;487,19;6;3,0;-;-
"210467 Governador Nunes Freire";12;12;5886,28;5577,76;-;-;308,52;-;-;490,52;490,52;18;1,5;-;-
"210490 Guimarães";2;2;668,86;601,28;-;-;67,58;-;-;334,43;334,43;7;3,5;-;-
"210500 Humberto de Campos";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;4;2,0;-;-
"210510 Icatu";11;11;5383,09;5100,28;-;-;282,81;-;-;489,37;489,37;21;1,9;-;-
"210520 Igarapé Grande";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;6;3,0;-;-
"210530 Imperatriz";2;2;1454,47;1372,09;-;-;82,38;-;-;727,24;727,24;15;7,5;1;50,00
"210535 Itaipava do Grajaú";2;2;1164,84;1008,14;-;-;156,70;-;-;582,42;582,42;1;0,5;-;-
"210540 Itapecuru Mirim";6;6;3059,54;2886,83;-;-;172,71;-;-;509,92;509,92;22;3,7;-;-
"210542 Itinga do Maranhão";4;4;1916,76;1813,92;-;-;102,84;-;-;479,19;479,19;8;2,0;-;-
"210545 Jatobá";2;2;688,26;638,45;-;-;49,81;-;-;344,13;344,13;4;2,0;-;-
"210550 João Lisboa";3;3;1461,57;1384,44;-;-;77,13;-;-;487,19;487,19;6;2,0;-;-
"210560 Joselândia";4;4;1762,47;1645,84;-;-;116,63;-;-;440,62;440,62;8;2,0;-;-
"210570 Lago da Pedra";26;26;12682,98;11937,18;-;-;745,80;-;-;487,81;487,81;33;1,3;1;3,85
"210580 Lago do Junco";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"210590 Lago Verde";5;5;2395,95;2267,40;-;-;128,55;-;-;479,19;479,19;15;3,0;-;-
"210600 Lima Campos";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;2;2,0;-;-
"210630 Magalhães de Almeida";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;3;3,0;-;-
"210640 Mata Roma";6;6;2923,14;2768,88;-;-;154,26;-;-;487,19;487,19;17;2,8;-;-
"210650 Matinha";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;5;5,0;-;-
"210670 Mirador";31;31;15014,89;14217,88;-;-;797,01;-;-;484,35;484,35;140;4,5;-;-
"210675 Miranda do Norte";2;2;990,38;938,96;-;-;51,42;-;-;495,19;495,19;5;2,5;-;-
"210680 Mirinzal";4;4;1916,76;1813,92;-;-;102,84;-;-;479,19;479,19;8;2,0;-;-
"210690 Monção";2;2;1046,13;994,71;-;-;51,42;-;-;523,07;523,07;7;3,5;-;-
"210700 Montes Altos";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"210710 Morros";8;8;4073,52;3867,84;-;-;205,68;-;-;509,19;509,19;30;3,8;-;-
"210720 Nina Rodrigues";2;2;990,38;938,96;-;-;51,42;-;-;495,19;495,19;6;3,0;-;-
"210725 Nova Colinas";4;4;1916,76;1813,92;-;-;102,84;-;-;479,19;479,19;8;2,0;-;-
"210745 Olinda Nova do Maranhão";4;4;1972,76;1869,92;-;-;102,84;-;-;493,19;493,19;7;1,8;-;-
"210760 Palmeirândia";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;5;2,5;-;-
"210770 Paraibano";5;5;2547,95;2419,40;-;-;128,55;-;-;509,59;509,59;19;3,8;-;-
"210790 Passagem Franca";12;12;5846,28;5537,76;-;-;308,52;-;-;487,19;487,19;26;2,2;-;-
"210800 Pastos Bons";3;3;1485,57;1408,44;-;-;77,13;-;-;495,19;495,19;9;3,0;-;-
"210805 Paulino Neves";4;4;1996,76;1893,92;-;-;102,84;-;-;499,19;499,19;10;2,5;-;-
"210810 Paulo Ramos";8;8;3897,52;3691,84;-;-;205,68;-;-;487,19;487,19;10;1,3;-;-
"210820 Pedreiras";18;18;8695,13;8218,56;-;-;476,57;-;-;483,06;483,06;32;1,8;-;-
"210830 Penalva";3;3;1461,57;1384,44;-;-;77,13;-;-;487,19;487,19;3;1,0;-;-
"210850 Pindaré-Mirim";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;4;2,0;-;-
"210860 Pinheiro";2;2;998,38;946,96;-;-;51,42;-;-;499,19;499,19;5;2,5;-;-
"210870 Pio XII";4;4;1916,76;1813,92;-;-;102,84;-;-;479,19;479,19;12;3,0;-;-
"210880 Pirapemas";7;7;3410,33;3230,36;-;-;179,97;-;-;487,19;487,19;14;2,0;-;-
"210890 Poção de Pedras";2;2;1070,38;1018,96;-;-;51,42;-;-;535,19;535,19;14;7,0;-;-
"210920 Presidente Juscelino";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"210930 Presidente Vargas";4;4;1980,76;1877,92;-;-;102,84;-;-;495,19;495,19;13;3,3;-;-
"210940 Primeira Cruz";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;5;2,5;-;-
"210950 Riachão";4;4;1916,76;1813,92;-;-;102,84;-;-;479,19;479,19;8;2,0;-;-
"210960 Rosário";8;8;3865,52;3659,84;-;-;205,68;-;-;483,19;483,19;24;3,0;-;-
"210980 Santa Helena";7;7;3553,56;3320,95;-;-;232,61;-;-;507,65;507,65;12;1,7;-;-
"210990 Santa Inês";2;2;665,02;612,60;-;-;52,42;-;-;332,51;332,51;6;3,0;-;-
"211000 Santa Luzia";2;2;1062,38;1010,96;-;-;51,42;-;-;531,19;531,19;14;7,0;-;-
"211010 Santa Quitéria do Maranhão";5;5;2475,95;2347,40;-;-;128,55;-;-;495,19;495,19;15;3,0;-;-
"211020 Santa Rita";28;28;13625,32;12905,44;-;-;719,88;-;-;486,62;486,62;62;2,2;-;-
"211023 Santana do Maranhão";1;1;496,87;467,47;-;-;29,40;-;-;496,87;496,87;3;3,0;-;-
"211027 Santo Amaro do Maranhão";1;1;504,87;475,47;-;-;29,40;-;-;504,87;504,87;3;3,0;-;-
"211040 São Benedito do Rio Preto";5;5;2395,95;2267,40;-;-;128,55;-;-;479,19;479,19;16;3,2;-;-
"211050 São Bento";11;11;5271,09;4988,28;-;-;282,81;-;-;479,19;479,19;23;2,1;-;-
"211065 São Domingos do Azeitão";6;6;2955,14;2800,88;-;-;154,26;-;-;492,52;492,52;12;2,0;-;-
"211100 São João Batista";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"211107 São João do Soter";10;10;5031,90;4774,80;-;-;257,10;-;-;503,19;503,19;30;3,0;-;-
"211110 São João dos Patos";2;2;966,38;914,96;-;-;51,42;-;-;483,19;483,19;3;1,5;-;-
"211125 São José dos Basílios";6;6;2971,14;2816,88;-;-;154,26;-;-;495,19;495,19;14;2,3;-;-
"211130 São Luís";5;5;2653,99;2498,53;-;-;155,46;-;-;530,80;530,80;29;5,8;-;-
"211140 São Luís Gonzaga do Maranhão";4;4;1916,76;1813,92;-;-;102,84;-;-;479,19;479,19;12;3,0;-;-
"211160 São Raimundo das Mangabeiras";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;3;3,0;-;-
"211163 São Raimundo do Doca Bezerra";4;4;1916,76;1813,92;-;-;102,84;-;-;479,19;479,19;4;1,0;-;-
"211170 São Vicente Ferrer";9;9;4023,19;3775,64;-;-;247,55;-;-;447,02;447,02;25;2,8;-;-
"211174 Senador Alexandre Costa";3;3;1469,57;1392,44;-;-;77,13;-;-;489,86;489,86;15;5,0;-;-
"211178 Serrano do Maranhão";11;11;5447,09;5164,28;-;-;282,81;-;-;495,19;495,19;22;2,0;-;-
"211190 Sucupira do Norte";8;8;3897,52;3691,84;-;-;205,68;-;-;487,19;487,19;16;2,0;-;-
"211210 Timbiras";7;7;3480,47;3300,50;-;-;179,97;-;-;497,21;497,21;13;1,9;-;-
"211220 Timon";1;1;515,21;489,50;-;-;25,71;-;-;515,21;515,21;3;3,0;1;100,00
"211223 Trizidela do Vale";10;10;4971,90;4714,80;-;-;257,10;-;-;497,19;497,19;28;2,8;-;-
"211227 Tufilândia";2;2;966,38;914,96;-;-;51,42;-;-;483,19;483,19;4;2,0;-;-
"211230 Tuntum";9;9;4456,71;4225,32;-;-;231,39;-;-;495,19;495,19;19;2,1;-;-
"211250 Tutóia";3;3;1464,93;1380,42;-;-;84,51;-;-;488,31;488,31;7;2,3;-;-
"211260 Urbano Santos";2;2;974,38;922,96;-;-;51,42;-;-;487,19;487,19;5;2,5;-;-
"211270 Vargem Grande";2;2;982,38;930,96;-;-;51,42;-;-;491,19;491,19;3;1,5;-;-
"211280 Viana";2;2;998,38;946,96;-;-;51,42;-;-;499,19;499,19;5;2,5;-;-
"211290 Vitória do Mearim";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;2;2,0;-;-
"211300 Vitorino Freire";4;4;1972,76;1869,92;-;-;102,84;-;-;493,19;493,19;7;1,8;-;-
"211400 Zé Doca";7;7;3378,33;3198,36;-;-;179,97;-;-;482,62;482,62;19;2,7;-;-
