"Município";"Internações";"AIH_aprovadas";"Valor_total";"Valor_serviços_hospitalares";"Val_serv_hosp_-_compl_federal";"Val_serv_hosp_-_compl_gestor";"Valor_serviços_profissionais";"Val_serv_prof_-_compl_federal";"Val_serv_prof_-_compl_gestor";"Valor_médio_AIH";"Valor_médio_intern";"Dias_permanência";"Média_permanência";"Óbitos";"Taxa_mortalidade"
"130090 Canutama";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;6;3,0;-;-
"130130 Codajás";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;12;6,0;-;-
"130140 Eirunepé";1;1;487,19;461,48;-;-;25,71;-;-;487,19;487,19;2;2,0;-;-
"130165 Guajará";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;2;2,0;-;-
"130170 Humaitá";1;1;487,19;461,48;-;-;25,71;-;-;487,19;487,19;3;3,0;-;-
"130250 Manacapuru";1;1;487,19;461,48;-;-;25,71;-;-;487,19;487,19;1;1,0;-;-
"130260 Manaus";42;42;32132,32;29506,68;-;-;2625,64;-;-;765,06;765,06;148;3,5;1;2,38
"130270 Manicoré";1;1;503,19;477,48;-;-;25,71;-;-;503,19;503,19;3;3,0;-;-
"130290 Maués";4;4;1956,76;1853,92;-;-;102,84;-;-;489,19;489,19;8;2,0;-;-
"130340 Parintins";1;1;177,07;152,97;-;-;24,10;-;-;177,07;177,07;10;10,0;-;-
"130390 São Paulo de Olivença";2;2;1164,84;1008,14;-;-;156,70;-;-;582,42;582,42;5;2,5;-;-
"140010 Boa Vista";2;2;1149,47;1089,04;-;-;60,43;-;-;574,74;574,74;9;4,5;-;-
"140015 Bonfim";1;1;55,27;43,65;-;-;11,62;-;-;55,27;55,27;1;1,0;-;-
"140023 Caroebe";1;1;55,27;43,65;-;-;11,62;-;-;55,27;55,27;1;1,0;-;-
"140030 Mucajaí";1;1;527,19;501,48;-;-;25,71;-;-;527,19;527,19;6;6,0;-;-
"140050 São João da Baliza";1;1;503,19;477,48;-;-;25,71;-;-;503,19;503,19;3;3,0;-;-
"150010 Abaetetuba";9;9;4560,71;4329,32;-;-;231,39;-;-;506,75;506,75;31;3,4;-;-
"150050 Almeirim";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;6;3,0;-;-
"150060 Altamira";1;1;511,19;485,48;-;-;25,71;-;-;511,19;511,19;4;4,0;-;-
"150070 Anajás";3;3;1477,57;1400,44;-;-;77,13;-;-;492,52;492,52;7;2,3;-;-
"150080 Ananindeua";38;38;18681,22;17704,24;-;-;976,98;-;-;491,61;491,61;133;3,5;-;-
"150085 Anapu";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;2;2,0;-;-
"150090 Augusto Corrêa";10;10;4935,90;4678,80;-;-;257,10;-;-;493,59;493,59;31;3,1;-;-
"150095 Aurora do Pará";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;3;3,0;-;-
"150120 Baião";6;6;2971,14;2816,88;-;-;154,26;-;-;495,19;495,19;12;2,0;-;-
"150130 Barcarena";1;1;511,19;485,48;-;-;25,71;-;-;511,19;511,19;6;6,0;-;-
"150140 Belém";50;50;26353,51;24729,23;-;-;1624,28;-;-;527,07;527,07;174;3,5;-;-
"150157 Bom Jesus do Tocantins";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;4;2,0;-;-
"150172 Brasil Novo";9;9;4392,71;4161,32;-;-;231,39;-;-;488,08;488,08;20;2,2;-;-
"150180 Breves";2;2;1030,38;978,96;-;-;51,42;-;-;515,19;515,19;9;4,5;-;-
"150190 Bujaru";26;26;12938,94;12270,48;-;-;668,46;-;-;497,65;497,65;78;3,0;-;-
"150220 Capanema";1;1;527,19;501,48;-;-;25,71;-;-;527,19;527,19;6;6,0;-;-
"150240 Castanhal";9;9;5199,91;4910,47;-;-;289,44;-;-;577,77;577,77;59;6,6;-;-
"150250 Chaves";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;3;3,0;-;-
"150270 Conceição do Araguaia";12;12;6014,28;5705,76;-;-;308,52;-;-;501,19;501,19;33;2,8;-;-
"150275 Concórdia do Pará";5;5;2475,95;2347,40;-;-;128,55;-;-;495,19;495,19;15;3,0;-;-
"150277 Curionópolis";3;3;1461,57;1384,44;-;-;77,13;-;-;487,19;487,19;3;1,0;-;-
"150280 Curralinho";3;3;1501,57;1424,44;-;-;77,13;-;-;500,52;500,52;11;3,7;-;-
"150293 Dom Eliseu";3;3;1517,57;1440,44;-;-;77,13;-;-;505,86;505,86;10;3,3;-;-
"150295 Eldorado do Carajás";3;3;1469,57;1392,44;-;-;77,13;-;-;489,86;489,86;6;2,0;-;-
"150307 Garrafão do Norte";4;4;1964,76;1861,92;-;-;102,84;-;-;491,19;491,19;12;3,0;-;-
"150309 Goianésia do Pará";4;4;2012,76;1909,92;-;-;102,84;-;-;503,19;503,19;18;4,5;-;-
"150330 Igarapé-Miri";9;9;4464,71;4233,32;-;-;231,39;-;-;496,08;496,08;19;2,1;-;-
"150345 Ipixuna do Pará";2;2;982,38;930,96;-;-;51,42;-;-;491,19;491,19;5;2,5;-;-
"150370 Itupiranga";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"150375 Jacareacanga";1;1;487,19;461,48;-;-;25,71;-;-;487,19;487,19;2;2,0;-;-
"150380 Jacundá";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;4;2,0;-;-
"150390 Juruti";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;2;2,0;-;-
"150420 Marabá";4;4;1982,10;1879,26;-;-;102,84;-;-;495,52;495,52;8;2,0;-;-
"150442 Marituba";3;3;1579,64;1494,77;-;-;84,87;-;-;526,55;526,55;17;5,7;-;-
"150450 Melgaço";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"150460 Mocajuba";8;8;4033,52;3827,84;-;-;205,68;-;-;504,19;504,19;25;3,1;-;-
"150480 Monte Alegre";1;1;503,19;477,48;-;-;25,71;-;-;503,19;503,19;3;3,0;-;-
"150490 Muaná";5;5;2435,95;2307,40;-;-;128,55;-;-;487,19;487,19;18;3,6;-;-
"150503 Novo Progresso";1;1;487,19;461,48;-;-;25,71;-;-;487,19;487,19;2;2,0;-;-
"150506 Novo Repartimento";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;2;2,0;-;-
"150510 Óbidos";5;5;2483,95;2355,40;-;-;128,55;-;-;496,79;496,79;13;2,6;-;-
"150520 Oeiras do Pará";7;7;3354,33;3174,36;-;-;179,97;-;-;479,19;479,19;18;2,6;-;-
"150530 Oriximiná";2;2;1005,73;954,31;-;-;51,42;-;-;502,87;502,87;3;1,5;1;50,00
"150543 Ourilândia do Norte";12;12;5822,28;5513,76;-;-;308,52;-;-;485,19;485,19;31;2,6;-;-
"150548 Pacajá";6;6;2979,14;2824,88;-;-;154,26;-;-;496,52;496,52;13;2,2;-;-
"150563 Piçarra";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;4;2,0;-;-
"150565 Placas";2;2;550,46;513,13;-;-;37,33;-;-;275,23;275,23;3;1,5;-;-
"150580 Portel";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"150590 Porto de Moz";12;12;5830,28;5521,76;-;-;308,52;-;-;485,86;485,86;24;2,0;-;-
"150616 Rio Maria";3;3;1453,57;1376,44;-;-;77,13;-;-;484,52;484,52;23;7,7;-;-
"150618 Rondon do Pará";24;24;11828,56;11211,52;-;-;617,04;-;-;492,86;492,86;56;2,3;-;-
"150619 Rurópolis";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;4;2,0;-;-
"150620 Salinópolis";2;2;1014,38;962,96;-;-;51,42;-;-;507,19;507,19;7;3,5;-;-
"150640 Santa Cruz do Arari";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"150660 Santa Maria do Pará";2;2;720,26;670,45;-;-;49,81;-;-;360,13;360,13;8;4,0;-;-
"150670 Santana do Araguaia";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;9;4,5;-;-
"150700 Santo Antônio do Tauá";90;90;43500,81;41173,12;-;-;2327,69;-;-;483,34;483,34;406;4,5;-;-
"150715 São Domingos do Araguaia";3;3;1437,57;1360,44;-;-;77,13;-;-;479,19;479,19;6;2,0;-;-
"150720 São Domingos do Capim";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;3;3,0;-;-
"150730 São Félix do Xingu";59;59;28440,21;26923,32;-;-;1516,89;-;-;482,04;482,04;116;2,0;-;-
"150770 São Sebastião da Boa Vista";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"150790 Soure";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"150795 Tailândia";1;1;543,19;517,48;-;-;25,71;-;-;543,19;543,19;10;10,0;-;-
"150803 Tracuateua";3;3;1501,57;1424,44;-;-;77,13;-;-;500,52;500,52;8;2,7;-;-
"150808 Tucumã";43;43;20941,17;19835,64;-;-;1105,53;-;-;487,00;487,00;88;2,0;-;-
"150810 Tucuruí";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;3;3,0;-;-
"150812 Ulianópolis";14;14;6964,66;6604,72;-;-;359,94;-;-;497,48;497,48;33;2,4;-;-
"150830 Viseu";10;10;4879,90;4622,80;-;-;257,10;-;-;487,99;487,99;20;2,0;-;-
"160020 Calçoene";4;4;1916,76;1813,92;-;-;102,84;-;-;479,19;479,19;4;1,0;-;-
"160027 Laranjal do Jari";3;3;1501,57;1424,44;-;-;77,13;-;-;500,52;500,52;8;2,7;-;-
"160030 Macapá";8;8;5742,03;5274,90;-;-;467,13;-;-;717,75;717,75;69;8,6;-;-
"160060 Santana";1;1;586,56;560,85;-;-;25,71;-;-;586,56;586,56;7;7,0;-;-
"170210 Araguaína";1;1;487,19;461,48;-;-;25,71;-;-;487,19;487,19;1;1,0;-;-
"170950 Gurupi";1;1;517,23;491,52;-;-;25,71;-;-;517,23;517,23;2;2,0;-;-
"171320 Miracema do Tocantins";8;8;3868,20;3662,52;-;-;205,68;-;-;483,52;483,52;43;5,4;-;-
"171420 Natividade";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"172100 Palmas";7;7;3563,48;3383,51;-;-;179,97;-;-;509,07;509,07;24;3,4;-;-
"171610 Paraíso do Tocantins";1;1;511,19;485,48;-;-;25,71;-;-;511,19;511,19;4;4,0;-;-
"171620 Paranã";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;3;3,0;-;-
"171820 Porto Nacional";5;5;2467,30;2338,75;-;-;128,55;-;-;493,46;493,46;19;3,8;-;-
"210005 Açailândia";2;2;974,40;884,31;-;-;90,09;-;-;487,20;487,20;5;2,5;-;-
"210010 Afonso Cunha";10;10;5031,90;4774,80;-;-;257,10;-;-;503,19;503,19;30;3,0;-;-
"210030 Aldeias Altas";13;13;6541,47;6207,24;-;-;334,23;-;-;503,19;503,19;39;3,0;-;-
"210043 Alto Alegre do Maranhão";2;2;998,38;946,96;-;-;51,42;-;-;499,19;499,19;5;2,5;-;-
"210047 Alto Alegre do Pindaré";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;2;2,0;-;-
"210060 Amarante do Maranhão";8;8;4025,52;3819,84;-;-;205,68;-;-;503,19;503,19;31;3,9;-;-
"210080 Anapurus";2;2;974,38;922,96;-;-;51,42;-;-;487,19;487,19;2;1,0;-;-
"210083 Apicum-Açu";3;3;1461,57;1384,44;-;-;77,13;-;-;487,19;487,19;9;3,0;-;-
"210090 Araioses";1;1;52,22;41,34;-;-;10,88;-;-;52,22;52,22;1;1,0;-;-
"210095 Arame";4;4;2075,99;1920,51;-;-;155,48;-;-;519,00;519,00;7;1,8;-;-
"210110 Axixá";2;2;974,38;922,96;-;-;51,42;-;-;487,19;487,19;4;2,0;-;-
"210120 Bacabal";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;2;2,0;-;-
"210130 Bacuri";2;2;990,38;938,96;-;-;51,42;-;-;495,19;495,19;4;2,0;-;-
"210140 Balsas";3;3;1637,29;1476,16;-;-;161,13;-;-;545,76;545,76;12;4,0;-;-
"210177 Bela Vista do Maranhão";4;4;1916,76;1813,92;-;-;102,84;-;-;479,19;479,19;8;2,0;-;-
"210190 Bequimão";5;5;2475,95;2347,40;-;-;128,55;-;-;495,19;495,19;11;2,2;-;-
"210200 Bom Jardim";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;3;3,0;-;-
"210230 Buriti Bravo";2;2;990,38;938,96;-;-;51,42;-;-;495,19;495,19;4;2,0;-;-
"210232 Buriticupu";2;2;1061,61;957,55;-;-;104,06;-;-;530,80;530,80;4;2,0;-;-
"210240 Cajapió";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;2;2,0;-;-
"210270 Cantanhede";12;12;5966,28;5657,76;-;-;308,52;-;-;497,19;497,19;35;2,9;-;-
"210290 Carutapera";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;2;2,0;-;-
"210300 Caxias";1;1;620,79;595,08;-;-;25,71;-;-;620,79;620,79;5;5,0;-;-
"210325 Cidelândia";3;3;1461,57;1384,44;-;-;77,13;-;-;487,19;487,19;7;2,3;-;-
"210340 Coelho Neto";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;2;2,0;-;-
"210350 Colinas";4;4;1924,76;1821,92;-;-;102,84;-;-;481,19;481,19;7;1,8;-;-
"210380 Dom Pedro";16;16;7803,04;7391,68;-;-;411,36;-;-;487,69;487,69;17;1,1;-;-
"210390 Duque Bacelar";45;45;22051,55;20894,60;-;-;1156,95;-;-;490,03;490,03;63;1,4;-;-
"210409 Formosa da Serra Negra";4;4;1980,76;1877,92;-;-;102,84;-;-;495,19;495,19;8;2,0;-;-
"210410 Fortaleza dos Nogueiras";2;2;1006,38;954,96;-;-;51,42;-;-;503,19;503,19;6;3,0;-;-
"210440 Gonçalves Dias";11;11;5335,09;5052,28;-;-;282,81;-;-;485,01;485,01;22;2,0;-;-
"210460 Governador Eugênio Barros";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;2;2,0;-;-
"210467 Governador Nunes Freire";2;2;990,38;938,96;-;-;51,42;-;-;495,19;495,19;4;2,0;-;-
"210490 Guimarães";3;3;1437,57;1360,44;-;-;77,13;-;-;479,19;479,19;7;2,3;-;-
"210500 Humberto de Campos";3;3;1437,57;1360,44;-;-;77,13;-;-;479,19;479,19;6;2,0;-;-
"210510 Icatu";4;4;1948,76;1845,92;-;-;102,84;-;-;487,19;487,19;6;1,5;-;-
"210520 Igarapé Grande";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;3;3,0;-;-
"210530 Imperatriz";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;2;2,0;-;-
"210535 Itaipava do Grajaú";1;1;487,19;461,48;-;-;25,71;-;-;487,19;487,19;1;1,0;-;-
"210540 Itapecuru Mirim";2;2;1109,61;1005,55;-;-;104,06;-;-;554,80;554,80;6;3,0;-;-
"210542 Itinga do Maranhão";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"210550 João Lisboa";3;3;1461,57;1384,44;-;-;77,13;-;-;487,19;487,19;8;2,7;-;-
"210560 Joselândia";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;5;2,5;-;-
"210570 Lago da Pedra";10;10;4871,90;4614,80;-;-;257,10;-;-;487,19;487,19;10;1,0;-;-
"210580 Lago do Junco";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;3;3,0;-;-
"210600 Lima Campos";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;2;2,0;-;-
"210640 Mata Roma";7;7;3522,33;3342,36;-;-;179,97;-;-;503,19;503,19;21;3,0;-;-
"210650 Matinha";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;4;2,0;-;-
"210670 Mirador";15;15;7267,85;6882,20;-;-;385,65;-;-;484,52;484,52;67;4,5;-;-
"210700 Montes Altos";3;3;1437,57;1360,44;-;-;77,13;-;-;479,19;479,19;6;2,0;-;-
"210710 Morros";8;8;3993,52;3787,84;-;-;205,68;-;-;499,19;499,19;23;2,9;-;-
"210720 Nina Rodrigues";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;2;2,0;-;-
"210745 Olinda Nova do Maranhão";4;4;1980,76;1877,92;-;-;102,84;-;-;495,19;495,19;8;2,0;-;-
"210760 Palmeirândia";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;3;3,0;-;-
"210770 Paraibano";1;1;487,19;461,48;-;-;25,71;-;-;487,19;487,19;2;2,0;-;-
"210790 Passagem Franca";15;15;7063,60;6627,47;-;-;436,13;-;-;470,91;470,91;43;2,9;-;-
"210800 Pastos Bons";2;2;982,38;930,96;-;-;51,42;-;-;491,19;491,19;5;2,5;-;-
"210820 Pedreiras";29;29;14232,51;13486,92;-;-;745,59;-;-;490,78;490,78;56;1,9;-;-
"210830 Penalva";5;5;2459,95;2331,40;-;-;128,55;-;-;491,99;491,99;8;1,6;-;-
"210850 Pindaré-Mirim";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"210860 Pinheiro";4;4;2020,76;1917,92;-;-;102,84;-;-;505,19;505,19;13;3,3;-;-
"210870 Pio XII";5;5;2395,95;2267,40;-;-;128,55;-;-;479,19;479,19;15;3,0;-;-
"210880 Pirapemas";4;4;1948,76;1845,92;-;-;102,84;-;-;487,19;487,19;7;1,8;-;-
"210927 Presidente Sarney";9;9;4312,71;4081,32;-;-;231,39;-;-;479,19;479,19;19;2,1;-;-
"210940 Primeira Cruz";4;4;1988,76;1885,92;-;-;102,84;-;-;497,19;497,19;12;3,0;-;-
"210960 Rosário";16;16;7787,04;7375,68;-;-;411,36;-;-;486,69;486,69;46;2,9;-;-
"210980 Santa Helena";1;1;487,19;461,48;-;-;25,71;-;-;487,19;487,19;1;1,0;-;-
"210990 Santa Inês";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;1;1,0;-;-
"211000 Santa Luzia";2;2;1006,38;954,96;-;-;51,42;-;-;503,19;503,19;6;3,0;-;-
"211010 Santa Quitéria do Maranhão";5;5;2475,95;2347,40;-;-;128,55;-;-;495,19;495,19;16;3,2;-;-
"211020 Santa Rita";17;17;8154,23;7717,16;-;-;437,07;-;-;479,66;479,66;51;3,0;-;-
"211027 Santo Amaro do Maranhão";2;2;1001,74;942,94;-;-;58,80;-;-;500,87;500,87;5;2,5;-;-
"211040 São Benedito do Rio Preto";4;4;1988,76;1885,92;-;-;102,84;-;-;497,19;497,19;12;3,0;-;-
"211050 São Bento";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;6;3,0;-;-
"211065 São Domingos do Azeitão";2;2;998,38;946,96;-;-;51,42;-;-;499,19;499,19;5;2,5;-;-
"211070 São Domingos do Maranhão";1;1;503,19;477,48;-;-;25,71;-;-;503,19;503,19;3;3,0;-;-
"211100 São João Batista";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"211102 São João do Carú";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"211107 São João do Soter";5;5;2223,89;2094,54;-;-;129,35;-;-;444,78;444,78;15;3,0;-;-
"211110 São João dos Patos";1;1;487,19;461,48;-;-;25,71;-;-;487,19;487,19;1;1,0;-;-
"211120 São José de Ribamar";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;3;3,0;-;-
"211130 São Luís";1;1;659,25;633,54;-;-;25,71;-;-;659,25;659,25;25;25,0;-;-
"211140 São Luís Gonzaga do Maranhão";5;5;2395,95;2267,40;-;-;128,55;-;-;479,19;479,19;15;3,0;-;-
"211163 São Raimundo do Doca Bezerra";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;1;1,0;-;-
"211180 Sítio Novo";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;4;4,0;-;-
"211190 Sucupira do Norte";8;8;3913,52;3707,84;-;-;205,68;-;-;489,19;489,19;16;2,0;-;-
"211210 Timbiras";2;2;990,38;938,96;-;-;51,42;-;-;495,19;495,19;4;2,0;-;-
"211220 Timon";6;6;3083,14;2928,88;-;-;154,26;-;-;513,86;513,86;30;5,0;-;-
"211223 Trizidela do Vale";4;4;1948,76;1845,92;-;-;102,84;-;-;487,19;487,19;10;2,5;-;-
"211227 Tufilândia";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;5;2,5;-;-
"211230 Tuntum";15;15;7427,85;7042,20;-;-;385,65;-;-;495,19;495,19;30;2,0;-;-
"211250 Tutóia";1;1;488,87;459,47;-;-;29,40;-;-;488,87;488,87;3;3,0;-;-
"211285 Vila Nova dos Martírios";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;4;2,0;-;-
"211300 Vitorino Freire";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;2;2,0;-;-
"211400 Zé Doca";9;9;4344,71;4113,32;-;-;231,39;-;-;482,75;482,75;24;2,7;-;-
"220020 Água Branca";1;1;487,19;461,48;-;-;25,71;-;-;487,19;487,19;4;4,0;-;-
"220040 Altos";29;29;13920,51;13174,92;-;-;745,59;-;-;480,02;480,02;30;1,0;-;-
"220050 Amarante";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;1;1,0;-;-
"220150 Batalha";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"220190 Bom Jesus";2;2;974,38;922,96;-;-;51,42;-;-;487,19;487,19;5;2,5;-;-
"220220 Campo Maior";11;11;5640,29;5357,48;-;-;282,81;-;-;512,75;512,75;28;2,5;-;-
"220260 Castelo do Piauí";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;6;6,0;-;-
"220320 Curimatá";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"220350 Elesbão Veloso";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;6;3,0;-;-
"220390 Floriano";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;2;2,0;-;-
"220430 Fronteiras";15;15;7187,85;6802,20;-;-;385,65;-;-;479,19;479,19;28;1,9;-;-
"220510 Itaueira";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;3;3,0;-;-
"220520 Jaicós";7;7;3402,33;3222,36;-;-;179,97;-;-;486,05;486,05;12;1,7;-;-
"220550 José de Freitas";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;3;3,0;-;-
"220570 Luís Correia";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;2;2,0;-;-
"220580 Luzilândia";4;4;1940,76;1837,92;-;-;102,84;-;-;485,19;485,19;10;2,5;-;-
"220620 Miguel Alves";3;3;1437,57;1360,44;-;-;77,13;-;-;479,19;479,19;9;3,0;-;-
"220650 Monsenhor Hipólito";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"220700 Oeiras";29;29;14160,93;13388,25;-;-;772,68;-;-;488,31;488,31;48;1,7;-;-
"220760 Parnaguá";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;6;3,0;-;-
"220770 Parnaíba";9;9;4228,77;3988,84;-;-;239,93;-;-;469,86;469,86;40;4,4;-;-
"220780 Paulistana";1;1;487,19;461,48;-;-;25,71;-;-;487,19;487,19;1;1,0;-;-
"220800 Picos";8;8;3833,52;3627,84;-;-;205,68;-;-;479,19;479,19;16;2,0;-;-
"220850 Porto";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"220880 Regeneração";5;5;2407,95;2279,40;-;-;128,55;-;-;481,59;481,59;7;1,4;-;-
"221030 São Julião";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;1;1,0;-;-
"221060 São Raimundo Nonato";28;28;13520,55;12748,03;-;-;772,52;-;-;482,88;482,88;56;2,0;-;-
"221080 Simplício Mendes";2;2;1006,38;954,96;-;-;51,42;-;-;503,19;503,19;8;4,0;-;-
"221100 Teresina";7;7;3558,63;3378,66;-;-;179,97;-;-;508,38;508,38;38;5,4;-;-
"221110 União";2;2;974,38;922,96;-;-;51,42;-;-;487,19;487,19;2;1,0;-;-
"221170 Wall Ferraz";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;2;1,0;-;-
"230020 Acaraú";1;1;503,19;477,48;-;-;25,71;-;-;503,19;503,19;3;3,0;-;-
