"Município";"Internações";"AIH_aprovadas";"Valor_total";"Valor_serviços_hospitalares";"Val_serv_hosp_-_compl_federal";"Val_serv_hosp_-_compl_gestor";"Valor_serviços_profissionais";"Val_serv_prof_-_compl_federal";"Val_serv_prof_-_compl_gestor";"Valor_médio_AIH";"Valor_médio_intern";"Dias_permanência";"Média_permanência";"Óbitos";"Taxa_mortalidade"
"150240 Castanhal";7;7;3643,85;3456,14;-;-;187,71;-;-;520,55;520,55;28;4,0;-;-
"150270 Conceição do Araguaia";20;20;9983,80;9469,60;-;-;514,20;-;-;499,19;499,19;50;2,5;-;-
"150277 Curionópolis";1;1;487,19;461,48;-;-;25,71;-;-;487,19;487,19;1;1,0;-;-
"150280 Curralinho";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;2;2,0;-;-
"150293 Dom Eliseu";4;4;1948,76;1845,92;-;-;102,84;-;-;487,19;487,19;3;0,8;-;-
"150295 Eldorado do Carajás";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;2;2,0;-;-
"150300 Faro";1;1;487,19;461,48;-;-;25,71;-;-;487,19;487,19;3;3,0;-;-
"150307 Garrafão do Norte";1;1;503,19;477,48;-;-;25,71;-;-;503,19;503,19;3;3,0;-;-
"150309 Goianésia do Pará";3;3;1509,57;1432,44;-;-;77,13;-;-;503,19;503,19;15;5,0;-;-
"150310 Gurupá";5;5;2467,95;2339,40;-;-;128,55;-;-;493,59;493,59;11;2,2;-;-
"150330 Igarapé-Miri";8;8;3961,52;3755,84;-;-;205,68;-;-;495,19;495,19;16;2,0;-;-
"150345 Ipixuna do Pará";2;2;998,38;946,96;-;-;51,42;-;-;499,19;499,19;5;2,5;-;-
"150380 Jacundá";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"150390 Juruti";2;2;982,38;930,96;-;-;51,42;-;-;491,19;491,19;6;3,0;-;-
"150400 Limoeiro do Ajuru";11;11;5772,01;5278,64;-;-;493,37;-;-;524,73;524,73;36;3,3;-;-
"150405 Mãe do Rio";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"150442 Marituba";1;1;527,19;501,48;-;-;25,71;-;-;527,19;527,19;6;6,0;-;-
"150450 Melgaço";4;4;1916,76;1813,92;-;-;102,84;-;-;479,19;479,19;12;3,0;-;-
"150460 Mocajuba";7;7;3522,33;3342,36;-;-;179,97;-;-;503,19;503,19;21;3,0;-;-
"150490 Muaná";8;8;3897,52;3691,84;-;-;205,68;-;-;487,19;487,19;19;2,4;-;-
"150495 Nova Esperança do Piriá";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;1;1,0;-;-
"150510 Óbidos";8;8;4001,52;3795,84;-;-;205,68;-;-;500,19;500,19;328;41,0;-;-
"150520 Oeiras do Pará";5;5;2395,95;2267,40;-;-;128,55;-;-;479,19;479,19;15;3,0;-;-
"150530 Oriximiná";1;1;615,76;537,41;-;-;78,35;-;-;615,76;615,76;3;3,0;-;-
"150540 Ourém";1;1;503,19;477,48;-;-;25,71;-;-;503,19;503,19;3;3,0;-;-
"150543 Ourilândia do Norte";3;3;1461,57;1384,44;-;-;77,13;-;-;487,19;487,19;6;2,0;-;-
"150548 Pacajá";3;3;1469,57;1392,44;-;-;77,13;-;-;489,86;489,86;4;1,3;-;-
"150563 Piçarra";4;4;1916,76;1813,92;-;-;102,84;-;-;479,19;479,19;8;2,0;-;-
"150565 Placas";2;2;558,46;521,13;-;-;37,33;-;-;279,23;279,23;4;2,0;-;-
"150570 Ponta de Pedras";1;1;511,19;485,48;-;-;25,71;-;-;511,19;511,19;4;4,0;-;-
"150590 Porto de Moz";4;4;1924,76;1821,92;-;-;102,84;-;-;481,19;481,19;8;2,0;-;-
"150600 Prainha";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;2;2,0;-;-
"150616 Rio Maria";1;1;487,19;461,48;-;-;25,71;-;-;487,19;487,19;6;6,0;-;-
"150618 Rondon do Pará";24;24;11796,56;11179,52;-;-;617,04;-;-;491,52;491,52;53;2,2;-;-
"150619 Rurópolis";1;1;582,42;504,07;-;-;78,35;-;-;582,42;582,42;4;4,0;-;-
"150640 Santa Cruz do Arari";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;4;2,0;-;-
"150660 Santa Maria do Pará";2;2;571,41;534,82;-;-;36,59;-;-;285,71;285,71;6;3,0;-;-
"150670 Santana do Araguaia";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;10;5,0;-;-
"150700 Santo Antônio do Tauá";96;96;46730,24;44262,08;-;-;2468,16;-;-;486,77;486,77;408;4,3;-;-
"150715 São Domingos do Araguaia";4;4;2013,76;1910,92;-;-;102,84;-;-;503,44;503,44;9;2,3;-;-
"150750 São João do Araguaia";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"150760 São Miguel do Guamá";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;2;2,0;-;-
"150770 São Sebastião da Boa Vista";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;4;2,0;-;-
"150790 Soure";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;3;3,0;-;-
"150795 Tailândia";3;3;1501,57;1424,44;-;-;77,13;-;-;500,52;500,52;14;4,7;-;-
"150800 Tomé-Açu";1;1;503,19;477,48;-;-;25,71;-;-;503,19;503,19;3;3,0;-;-
"150803 Tracuateua";1;1;503,19;477,48;-;-;25,71;-;-;503,19;503,19;3;3,0;-;-
"150805 Trairão";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"150808 Tucumã";30;30;14711,70;13940,40;-;-;771,30;-;-;490,39;490,39;68;2,3;-;-
"150812 Ulianópolis";9;9;4456,71;4225,32;-;-;231,39;-;-;495,19;495,19;18;2,0;-;-
"150815 Uruará";14;14;6948,66;6588,72;-;-;359,94;-;-;496,33;496,33;30;2,1;-;-
"150830 Viseu";4;4;1988,76;1885,92;-;-;102,84;-;-;497,19;497,19;10;2,5;-;-
"150840 Xinguara";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;2;2,0;-;-
"160020 Calçoene";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;1;1,0;-;-
"160027 Laranjal do Jari";4;4;2036,76;1933,92;-;-;102,84;-;-;509,19;509,19;15;3,8;-;-
"160030 Macapá";10;10;5200,75;4935,91;-;-;264,84;-;-;520,07;520,07;45;4,5;-;-
"160060 Santana";2;2;991,07;939,65;-;-;51,42;-;-;495,53;495,53;8;4,0;-;-
"170210 Araguaína";3;3;1469,57;1392,44;-;-;77,13;-;-;489,86;489,86;6;2,0;-;-
"170950 Gurupi";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"172100 Palmas";2;2;1030,13;978,71;-;-;51,42;-;-;515,07;515,07;7;3,5;-;-
"171650 Pedro Afonso";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;4;4,0;-;-
"171820 Porto Nacional";2;2;688,26;638,45;-;-;49,81;-;-;344,13;344,13;4;2,0;-;-
"172210 Xambioá";3;3;1512,25;1435,12;-;-;77,13;-;-;504,08;504,08;7;2,3;-;-
"210005 Açailândia";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;2;2,0;-;-
"210010 Afonso Cunha";7;7;3522,33;3342,36;-;-;179,97;-;-;503,19;503,19;21;3,0;-;-
"210030 Aldeias Altas";18;18;9057,42;8594,64;-;-;462,78;-;-;503,19;503,19;54;3,0;-;-
"210047 Alto Alegre do Pindaré";3;3;1469,57;1392,44;-;-;77,13;-;-;489,86;489,86;4;1,3;-;-
"210060 Amarante do Maranhão";4;4;2004,76;1901,92;-;-;102,84;-;-;501,19;501,19;11;2,8;-;-
"210080 Anapurus";1;1;487,19;461,48;-;-;25,71;-;-;487,19;487,19;1;1,0;-;-
"210083 Apicum-Açu";3;3;1485,57;1408,44;-;-;77,13;-;-;495,19;495,19;9;3,0;-;-
"210090 Araioses";1;1;52,22;41,34;-;-;10,88;-;-;52,22;52,22;1;1,0;-;-
"210095 Arame";7;7;4156,94;3608,49;-;-;548,45;-;-;593,85;593,85;14;2,0;-;-
"210110 Axixá";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"210140 Balsas";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;4;4,0;-;-
"210170 Barreirinhas";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;2;2,0;-;-
"210177 Bela Vista do Maranhão";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;4;2,0;-;-
"210190 Bequimão";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;2;2,0;-;-
"210230 Buriti Bravo";2;2;990,38;938,96;-;-;51,42;-;-;495,19;495,19;4;2,0;-;-
"210240 Cajapió";2;2;990,38;938,96;-;-;51,42;-;-;495,19;495,19;4;2,0;-;-
"210270 Cantanhede";3;3;1485,57;1408,44;-;-;77,13;-;-;495,19;495,19;9;3,0;-;-
"210290 Carutapera";2;2;1022,38;970,96;-;-;51,42;-;-;511,19;511,19;8;4,0;-;-
"210310 Cedral";2;2;771,81;705,14;-;-;66,67;-;-;385,90;385,90;4;2,0;-;-
"210325 Cidelândia";1;1;487,19;461,48;-;-;25,71;-;-;487,19;487,19;1;1,0;-;-
"210350 Colinas";2;2;974,38;922,96;-;-;51,42;-;-;487,19;487,19;4;2,0;-;-
"210370 Cururupu";5;5;2403,95;2275,40;-;-;128,55;-;-;480,79;480,79;22;4,4;-;-
"210380 Dom Pedro";9;9;4100,65;3868,46;-;-;232,19;-;-;455,63;455,63;10;1,1;-;-
"210407 Feira Nova do Maranhão";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"210408 Fernando Falcão";1;1;487,19;461,48;-;-;25,71;-;-;487,19;487,19;1;1,0;-;-
"210409 Formosa da Serra Negra";1;1;519,19;493,48;-;-;25,71;-;-;519,19;519,19;5;5,0;-;-
"210467 Governador Nunes Freire";4;4;1980,76;1877,92;-;-;102,84;-;-;495,19;495,19;8;2,0;-;-
"210480 Grajaú";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"210490 Guimarães";5;5;2395,95;2267,40;-;-;128,55;-;-;479,19;479,19;12;2,4;-;-
"210500 Humberto de Campos";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;4;2,0;-;-
"210510 Icatu";4;4;1964,76;1861,92;-;-;102,84;-;-;491,19;491,19;8;2,0;-;-
"210530 Imperatriz";3;3;1485,57;1408,44;-;-;77,13;-;-;495,19;495,19;6;2,0;-;-
"210535 Itaipava do Grajaú";1;1;582,42;504,07;-;-;78,35;-;-;582,42;582,42;-;-;-;-
"210540 Itapecuru Mirim";2;2;1016,06;960,95;-;-;55,11;-;-;508,03;508,03;7;3,5;-;-
"210542 Itinga do Maranhão";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"210547 Jenipapo dos Vieiras";1;1;582,42;504,07;-;-;78,35;-;-;582,42;582,42;1;1,0;-;-
"210550 João Lisboa";3;3;1461,57;1384,44;-;-;77,13;-;-;487,19;487,19;8;2,7;-;-
"210570 Lago da Pedra";48;48;23409,14;22136,39;-;-;1272,75;-;-;487,69;487,69;53;1,1;-;-
"210600 Lima Campos";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;2;2,0;-;-
"210640 Mata Roma";1;1;503,19;477,48;-;-;25,71;-;-;503,19;503,19;3;3,0;-;-
"210670 Mirador";5;5;2419,95;2291,40;-;-;128,55;-;-;483,99;483,99;20;4,0;-;-
"210690 Monção";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;2;2,0;-;-
"210710 Morros";8;8;4001,52;3795,84;-;-;205,68;-;-;500,19;500,19;24;3,0;-;-
"210720 Nina Rodrigues";3;3;1453,57;1376,44;-;-;77,13;-;-;484,52;484,52;9;3,0;-;-
"210745 Olinda Nova do Maranhão";4;4;1980,76;1877,92;-;-;102,84;-;-;495,19;495,19;8;2,0;-;-
"210750 Paço do Lumiar";1;1;503,19;477,48;-;-;25,71;-;-;503,19;503,19;3;3,0;-;-
"210760 Palmeirândia";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;4;2,0;-;-
"210770 Paraibano";2;2;667,53;617,96;-;-;49,57;-;-;333,76;333,76;4;2,0;-;-
"210780 Parnarama";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;2;2,0;-;-
"210790 Passagem Franca";10;10;4911,90;4654,80;-;-;257,10;-;-;491,19;491,19;25;2,5;-;-
"210805 Paulino Neves";2;2;998,38;946,96;-;-;51,42;-;-;499,19;499,19;5;2,5;-;-
"210810 Paulo Ramos";6;6;2931,14;2776,88;-;-;154,26;-;-;488,52;488,52;8;1,3;-;-
"210820 Pedreiras";18;18;8476,29;8013,00;-;-;463,29;-;-;470,90;470,90;31;1,7;-;-
"210830 Penalva";3;3;1493,57;1416,44;-;-;77,13;-;-;497,86;497,86;7;2,3;-;-
"210850 Pindaré-Mirim";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;6;3,0;-;-
"210860 Pinheiro";4;4;1996,76;1893,92;-;-;102,84;-;-;499,19;499,19;11;2,8;-;-
"210870 Pio XII";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;6;3,0;-;-
"210880 Pirapemas";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;2;2,0;-;-
"210890 Poção de Pedras";1;1;503,19;477,48;-;-;25,71;-;-;503,19;503,19;3;3,0;-;-
"210927 Presidente Sarney";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;5;2,5;-;-
"210940 Primeira Cruz";2;2;982,38;930,96;-;-;51,42;-;-;491,19;491,19;6;3,0;-;-
"210960 Rosário";8;8;3905,52;3699,84;-;-;205,68;-;-;488,19;488,19;24;3,0;-;-
"210970 Sambaíba";1;1;503,19;477,48;-;-;25,71;-;-;503,19;503,19;3;3,0;-;-
"210980 Santa Helena";1;1;511,19;485,48;-;-;25,71;-;-;511,19;511,19;4;4,0;-;-
"211010 Santa Quitéria do Maranhão";2;2;990,38;938,96;-;-;51,42;-;-;495,19;495,19;6;3,0;-;-
"211020 Santa Rita";6;6;2875,14;2720,88;-;-;154,26;-;-;479,19;479,19;12;2,0;-;-
"211027 Santo Amaro do Maranhão";3;3;1485,57;1408,44;-;-;77,13;-;-;495,19;495,19;6;2,0;-;-
"211050 São Bento";7;7;3354,33;3174,36;-;-;179,97;-;-;479,19;479,19;20;2,9;-;-
"211065 São Domingos do Azeitão";6;6;2995,14;2840,88;-;-;154,26;-;-;499,19;499,19;15;2,5;-;-
"211070 São Domingos do Maranhão";1;1;503,19;477,48;-;-;25,71;-;-;503,19;503,19;3;3,0;-;-
"211100 São João Batista";10;10;4791,90;4534,80;-;-;257,10;-;-;479,19;479,19;21;2,1;-;-
"211107 São João do Soter";5;5;2515,95;2387,40;-;-;128,55;-;-;503,19;503,19;17;3,4;-;-
"211110 São João dos Patos";2;2;982,38;930,96;-;-;51,42;-;-;491,19;491,19;3;1,5;-;-
"211130 São Luís";5;5;3510,09;3167,90;-;-;342,19;-;-;702,02;702,02;51;10,2;-;-
"211140 São Luís Gonzaga do Maranhão";14;14;6732,66;6372,72;-;-;359,94;-;-;480,90;480,90;42;3,0;-;-
"211157 São Pedro dos Crentes";3;3;1437,57;1360,44;-;-;77,13;-;-;479,19;479,19;14;4,7;-;-
"211160 São Raimundo das Mangabeiras";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;3;3,0;-;-
"211170 São Vicente Ferrer";21;21;10062,99;9523,08;-;-;539,91;-;-;479,19;479,19;49;2,3;-;-
"211190 Sucupira do Norte";5;5;2443,95;2315,40;-;-;128,55;-;-;488,79;488,79;10;2,0;-;-
"211200 Tasso Fragoso";2;2;998,38;946,96;-;-;51,42;-;-;499,19;499,19;6;3,0;-;-
"211210 Timbiras";2;2;550,46;513,13;-;-;37,33;-;-;275,23;275,23;3;1,5;-;-
"211223 Trizidela do Vale";7;7;3434,33;3254,36;-;-;179,97;-;-;490,62;490,62;14;2,0;-;-
"211230 Tuntum";30;30;14855,70;14084,40;-;-;771,30;-;-;495,19;495,19;60;2,0;-;-
"211250 Tutóia";1;1;488,87;459,47;-;-;29,40;-;-;488,87;488,87;2;2,0;-;-
"211270 Vargem Grande";1;1;487,19;461,48;-;-;25,71;-;-;487,19;487,19;-;-;-;-
"211280 Viana";4;4;2020,76;1917,92;-;-;102,84;-;-;505,19;505,19;14;3,5;-;-
"211300 Vitorino Freire";4;4;1655,40;1551,56;-;-;103,84;-;-;413,85;413,85;7;1,8;-;-
"211400 Zé Doca";5;5;2435,95;2307,40;-;-;128,55;-;-;487,19;487,19;10;2,0;-;-
"220040 Altos";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;3;1,5;-;-
"220050 Amarante";2;2;982,38;930,96;-;-;51,42;-;-;491,19;491,19;4;2,0;-;-
"220100 Arraial";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;3;3,0;-;-
"220150 Batalha";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"220220 Campo Maior";17;17;8627,83;8190,76;-;-;437,07;-;-;507,52;507,52;41;2,4;-;-
"220230 Canto do Buriti";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;4;2,0;-;-
"220320 Curimatá";2;2;974,38;922,96;-;-;51,42;-;-;487,19;487,19;4;2,0;-;-
"220350 Elesbão Veloso";2;2;1006,38;954,96;-;-;51,42;-;-;503,19;503,19;8;4,0;-;-
"220370 Esperantina";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;2;2,0;-;-
"220430 Fronteiras";13;13;6229,47;5895,24;-;-;334,23;-;-;479,19;479,19;36;2,8;-;-
"220520 Jaicós";14;14;6772,66;6412,72;-;-;359,94;-;-;483,76;483,76;28;2,0;-;-
"220570 Luís Correia";2;2;998,38;946,96;-;-;51,42;-;-;499,19;499,19;5;2,5;-;-
"220580 Luzilândia";7;7;3474,33;3294,36;-;-;179,97;-;-;496,33;496,33;19;2,7;-;-
"220620 Miguel Alves";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;6;3,0;-;-
"220650 Monsenhor Hipólito";3;3;1540,80;1411,03;-;-;129,77;-;-;513,60;513,60;6;2,0;-;-
"220700 Oeiras";14;14;6716,66;6356,72;-;-;359,94;-;-;479,76;479,76;14;1,0;-;-
"220760 Parnaguá";21;21;10062,99;9523,08;-;-;539,91;-;-;479,19;479,19;62;3,0;-;-
"220770 Parnaíba";7;7;3679,03;3499,06;-;-;179,97;-;-;525,58;525,58;28;4,0;-;-
"220790 Pedro II";4;4;1940,76;1837,92;-;-;102,84;-;-;485,19;485,19;16;4,0;-;-
"220800 Picos";16;16;7667,04;7255,68;-;-;411,36;-;-;479,19;479,19;32;2,0;-;-
"220830 Piracuruca";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;6;6,0;-;-
"220880 Regeneração";1;1;487,19;461,48;-;-;25,71;-;-;487,19;487,19;1;1,0;-;-
"221060 São Raimundo Nonato";26;26;12506,94;11838,48;-;-;668,46;-;-;481,04;481,04;52;2,0;-;-
"221080 Simplício Mendes";2;2;974,38;922,96;-;-;51,42;-;-;487,19;487,19;4;2,0;-;-
"221100 Teresina";7;7;5226,20;4819,61;-;-;406,59;-;-;746,60;746,60;42;6,0;-;-
"221130 Valença do Piauí";4;4;1948,76;1845,92;-;-;102,84;-;-;487,19;487,19;8;2,0;-;-
"221170 Wall Ferraz";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;2;1,0;-;-
"230020 Acaraú";4;4;1964,76;1861,92;-;-;102,84;-;-;491,19;491,19;9;2,3;-;-
"230130 Araripe";1;1;715,61;662,81;-;-;52,80;-;-;715,61;715,61;12;12,0;-;-
"230170 Aurora";25;25;12259,75;11617,00;-;-;642,75;-;-;490,39;490,39;56;2,2;-;-
"230190 Barbalha";4;4;4138,04;3946,98;-;-;191,06;-;-;1034,51;1034,51;32;8,0;-;-
"230210 Baturité";1;1;487,19;461,48;-;-;25,71;-;-;487,19;487,19;1;1,0;-;-
"230250 Brejo Santo";6;6;2946,83;2792,57;-;-;154,26;-;-;491,14;491,14;15;2,5;-;-
"230270 Campos Sales";1;1;503,19;477,48;-;-;25,71;-;-;503,19;503,19;3;3,0;-;-
"230280 Canindé";2;2;1082,44;1027,15;-;-;55,29;-;-;541,22;541,22;13;6,5;-;-
"230370 Caucaia";2;2;982,38;930,96;-;-;51,42;-;-;491,19;491,19;8;4,0;-;-
"230410 Crateús";6;6;2961,09;2806,83;-;-;154,26;-;-;493,52;493,52;8;1,3;-;-
"230430 Farias Brito";1;1;487,19;461,48;-;-;25,71;-;-;487,19;487,19;3;3,0;-;-
"230440 Fortaleza";162;162;85657,55;81169,22;-;-;4488,33;-;-;528,75;528,75;595;3,7;2;1,23
"230560 Independência";1;1;487,19;461,48;-;-;25,71;-;-;487,19;487,19;4;4,0;-;-
"230580 Ipu";3;3;1469,57;1392,44;-;-;77,13;-;-;489,86;489,86;4;1,3;-;-
"230590 Ipueiras";4;4;1956,76;1853,92;-;-;102,84;-;-;489,19;489,19;9;2,3;-;-
"230640 Itapipoca";1;1;583,31;549,86;-;-;33,45;-;-;583,31;583,31;8;8,0;-;-
