"Município";"Internações";"AIH_aprovadas";"Valor_total";"Valor_serviços_hospitalares";"Val_serv_hosp_-_compl_federal";"Val_serv_hosp_-_compl_gestor";"Valor_serviços_profissionais";"Val_serv_prof_-_compl_federal";"Val_serv_prof_-_compl_gestor";"Valor_médio_AIH";"Valor_médio_intern";"Dias_permanência";"Média_permanência";"Óbitos";"Taxa_mortalidade"
"150420 Marabá";1;1;503,19;477,48;-;-;25,71;-;-;503,19;503,19;3;3,0;-;-
"150442 Marituba";1;1;519,19;493,48;-;-;25,71;-;-;519,19;519,19;5;5,0;-;-
"150445 Medicilândia";2;2;966,38;914,96;-;-;51,42;-;-;483,19;483,19;4;2,0;-;-
"150450 Melgaço";5;5;2395,95;2267,40;-;-;128,55;-;-;479,19;479,19;13;2,6;-;-
"150460 Mocajuba";2;2;1054,38;1002,96;-;-;51,42;-;-;527,19;527,19;12;6,0;-;-
"150490 Muaná";3;3;1461,57;1384,44;-;-;77,13;-;-;487,19;487,19;10;3,3;-;-
"150503 Novo Progresso";3;3;1453,57;1376,44;-;-;77,13;-;-;484,52;484,52;6;2,0;-;-
"150510 Óbidos";2;2;1006,38;954,96;-;-;51,42;-;-;503,19;503,19;11;5,5;-;-
"150520 Oeiras do Pará";10;10;4791,90;4534,80;-;-;257,10;-;-;479,19;479,19;25;2,5;-;-
"150530 Oriximiná";4;4;1977,43;1874,59;-;-;102,84;-;-;494,36;494,36;8;2,0;-;-
"150543 Ourilândia do Norte";16;16;7755,04;7343,68;-;-;411,36;-;-;484,69;484,69;35;2,2;-;-
"150548 Pacajá";4;4;1988,76;1885,92;-;-;102,84;-;-;497,19;497,19;9;2,3;-;-
"150563 Piçarra";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"150565 Placas";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"150580 Portel";17;17;8146,23;7709,16;-;-;437,07;-;-;479,19;479,19;56;3,3;-;-
"150590 Porto de Moz";7;7;3410,33;3230,36;-;-;179,97;-;-;487,19;487,19;18;2,6;-;-
"150600 Prainha";2;2;974,38;922,96;-;-;51,42;-;-;487,19;487,19;4;2,0;-;-
"150616 Rio Maria";3;3;1461,57;1384,44;-;-;77,13;-;-;487,19;487,19;11;3,7;-;-
"150618 Rondon do Pará";20;20;9767,80;9253,60;-;-;514,20;-;-;488,39;488,39;44;2,2;-;-
"150620 Salinópolis";1;1;519,19;493,48;-;-;25,71;-;-;519,19;519,19;5;5,0;-;-
"150640 Santa Cruz do Arari";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;3;3,0;-;-
"150660 Santa Maria do Pará";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;2;2,0;-;-
"150670 Santana do Araguaia";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;8;4,0;-;-
"150680 Santarém";3;3;1042,60;980,30;-;-;62,30;-;-;347,53;347,53;8;2,7;-;-
"150700 Santo Antônio do Tauá";108;108;52520,52;49743,84;-;-;2776,68;-;-;486,30;486,30;342;3,2;-;-
"150715 São Domingos do Araguaia";12;12;5750,28;5441,76;-;-;308,52;-;-;479,19;479,19;24;2,0;-;-
"150720 São Domingos do Capim";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"150730 São Félix do Xingu";14;14;6772,66;6412,72;-;-;359,94;-;-;483,76;483,76;45;3,2;-;-
"150750 São João do Araguaia";4;4;1916,76;1813,92;-;-;102,84;-;-;479,19;479,19;8;2,0;-;-
"150770 São Sebastião da Boa Vista";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"150790 Soure";4;4;1916,76;1813,92;-;-;102,84;-;-;479,19;479,19;7;1,8;-;-
"150795 Tailândia";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;3;3,0;1;100,00
"150797 Terra Santa";1;1;511,19;485,48;-;-;25,71;-;-;511,19;511,19;5;5,0;-;-
"150800 Tomé-Açu";1;1;503,19;477,48;-;-;25,71;-;-;503,19;503,19;3;3,0;-;-
"150805 Trairão";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"150808 Tucumã";34;34;16596,46;15722,32;-;-;874,14;-;-;488,13;488,13;69;2,0;-;-
"150810 Tucuruí";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;4;4,0;-;-
"150812 Ulianópolis";9;9;4440,71;4209,32;-;-;231,39;-;-;493,41;493,41;17;1,9;-;-
"150815 Uruará";5;5;2483,95;2355,40;-;-;128,55;-;-;496,79;496,79;15;3,0;-;-
"150830 Viseu";4;4;2004,76;1901,92;-;-;102,84;-;-;501,19;501,19;11;2,8;-;-
"160027 Laranjal do Jari";4;4;2004,76;1901,92;-;-;102,84;-;-;501,19;501,19;15;3,8;-;-
"160030 Macapá";6;6;3167,88;2967,18;-;-;200,70;-;-;527,98;527,98;41;6,8;-;-
"170210 Araguaína";2;2;1012,73;961,31;-;-;51,42;-;-;506,37;506,37;6;3,0;-;-
"170220 Araguatins";1;1;865,91;793,69;-;-;72,22;-;-;865,91;865,91;3;3,0;-;-
"170230 Arapoema";1;1;487,19;461,48;-;-;25,71;-;-;487,19;487,19;6;6,0;-;-
"170240 Arraias";3;3;1437,57;1360,44;-;-;77,13;-;-;479,19;479,19;3;1,0;-;-
"170930 Guaraí";1;1;493,20;467,49;-;-;25,71;-;-;493,20;493,20;2;2,0;-;-
"171190 Lagoa da Confusão";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;6;3,0;-;-
"171320 Miracema do Tocantins";4;4;2036,11;1933,27;-;-;102,84;-;-;509,03;509,03;15;3,8;-;-
"172100 Palmas";4;4;2326,06;2223,22;-;-;102,84;-;-;581,51;581,51;24;6,0;-;-
"171610 Paraíso do Tocantins";2;2;982,38;930,96;-;-;51,42;-;-;491,19;491,19;6;3,0;-;-
"171650 Pedro Afonso";2;2;966,38;914,96;-;-;51,42;-;-;483,19;483,19;9;4,5;-;-
"171660 Peixe";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"171750 Pium";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;2;2,0;-;-
"171820 Porto Nacional";3;3;1557,48;1480,35;-;-;77,13;-;-;519,16;519,16;34;11,3;2;66,67
"172120 Tocantinópolis";2;2;982,38;930,96;-;-;51,42;-;-;491,19;491,19;4;2,0;-;-
"172210 Xambioá";4;4;1972,14;1869,30;-;-;102,84;-;-;493,04;493,04;14;3,5;-;-
"210005 Açailândia";2;2;990,38;938,96;-;-;51,42;-;-;495,19;495,19;4;2,0;-;-
"210010 Afonso Cunha";7;7;3522,33;3342,36;-;-;179,97;-;-;503,19;503,19;21;3,0;-;-
"210030 Aldeias Altas";26;26;13082,94;12414,48;-;-;668,46;-;-;503,19;503,19;78;3,0;-;-
"210043 Alto Alegre do Maranhão";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;2;2,0;-;-
"210047 Alto Alegre do Pindaré";3;3;1493,57;1416,44;-;-;77,13;-;-;497,86;497,86;7;2,3;-;-
"210060 Amarante do Maranhão";1;1;503,19;477,48;-;-;25,71;-;-;503,19;503,19;3;3,0;-;-
"210070 Anajatuba";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;2;2,0;-;-
"210087 Araguanã";2;2;960,06;904,95;-;-;55,11;-;-;480,03;480,03;4;2,0;-;-
"210090 Araioses";2;2;112,44;90,68;-;-;21,76;-;-;56,22;56,22;3;1,5;-;-
"210095 Arame";6;6;2979,14;2824,88;-;-;154,26;-;-;496,52;496,52;13;2,2;-;-
"210100 Arari";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;3;3,0;-;-
"210110 Axixá";2;2;974,38;922,96;-;-;51,42;-;-;487,19;487,19;5;2,5;-;-
"210120 Bacabal";1;1;487,19;461,48;-;-;25,71;-;-;487,19;487,19;1;1,0;-;-
"210130 Bacuri";5;5;2483,95;2355,40;-;-;128,55;-;-;496,79;496,79;11;2,2;-;-
"210140 Balsas";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"210150 Barão de Grajaú";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"210190 Bequimão";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"210200 Bom Jardim";7;7;3354,33;3174,36;-;-;179,97;-;-;479,19;479,19;21;3,0;-;-
"210203 Bom Jesus das Selvas";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;4;2,0;-;-
"210230 Buriti Bravo";10;10;4943,90;4686,80;-;-;257,10;-;-;494,39;494,39;19;1,9;-;-
"210232 Buriticupu";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"210270 Cantanhede";11;11;5287,09;5004,28;-;-;282,81;-;-;480,64;480,64;26;2,4;-;-
"210280 Carolina";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;6;3,0;-;-
"210290 Carutapera";6;6;3011,14;2856,88;-;-;154,26;-;-;501,86;501,86;17;2,8;-;-
"210310 Cedral";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"210350 Colinas";9;9;4328,71;4097,32;-;-;231,39;-;-;480,97;480,97;31;3,4;-;-
"210370 Cururupu";11;11;5271,09;4988,28;-;-;282,81;-;-;479,19;479,19;35;3,2;-;-
"210380 Dom Pedro";17;17;8346,23;7909,16;-;-;437,07;-;-;490,95;490,95;26;1,5;-;-
"210390 Duque Bacelar";47;47;22897,93;21689,56;-;-;1208,37;-;-;487,19;487,19;47;1,0;-;-
"210409 Formosa da Serra Negra";3;3;1485,57;1408,44;-;-;77,13;-;-;495,19;495,19;6;2,0;-;-
"210410 Fortaleza dos Nogueiras";3;3;1437,57;1360,44;-;-;77,13;-;-;479,19;479,19;9;3,0;-;-
"210420 Fortuna";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"210440 Gonçalves Dias";3;3;1469,57;1392,44;-;-;77,13;-;-;489,86;489,86;6;2,0;-;-
"210450 Governador Archer";5;5;2411,95;2283,40;-;-;128,55;-;-;482,39;482,39;10;2,0;-;-
"210460 Governador Eugênio Barros";5;5;2467,95;2339,40;-;-;128,55;-;-;493,59;493,59;11;2,2;-;-
"210462 Governador Luiz Rocha";2;2;974,38;922,96;-;-;51,42;-;-;487,19;487,19;5;2,5;-;-
"210465 Governador Newton Bello";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;2;2,0;-;-
"210467 Governador Nunes Freire";13;13;6430,47;6096,24;-;-;334,23;-;-;494,65;494,65;27;2,1;-;-
"210480 Grajaú";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;4;2,0;-;-
"210490 Guimarães";13;13;5650,43;5283,88;-;-;366,55;-;-;434,65;434,65;38;2,9;-;-
"210500 Humberto de Campos";6;6;2875,14;2720,88;-;-;154,26;-;-;479,19;479,19;43;7,2;-;-
"210510 Icatu";14;14;6844,66;6484,72;-;-;359,94;-;-;488,90;488,90;23;1,6;-;-
"210530 Imperatriz";5;5;2483,95;2355,40;-;-;128,55;-;-;496,79;496,79;10;2,0;-;-
"210540 Itapecuru Mirim";7;7;3699,24;3462,94;-;-;236,30;-;-;528,46;528,46;30;4,3;-;-
"210542 Itinga do Maranhão";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;4;2,0;-;-
"210547 Jenipapo dos Vieiras";1;1;487,19;461,48;-;-;25,71;-;-;487,19;487,19;1;1,0;-;-
"210550 João Lisboa";2;2;974,38;922,96;-;-;51,42;-;-;487,19;487,19;5;2,5;-;-
"210560 Joselândia";3;3;1437,57;1360,44;-;-;77,13;-;-;479,19;479,19;6;2,0;-;-
"210570 Lago da Pedra";38;38;18473,22;17496,24;-;-;976,98;-;-;486,14;486,14;39;1,0;-;-
"210600 Lima Campos";1;1;592,19;566,48;-;-;25,71;-;-;592,19;592,19;2;2,0;-;-
"210660 Matões";1;1;487,19;461,48;-;-;25,71;-;-;487,19;487,19;1;1,0;-;-
"210670 Mirador";26;26;12424,65;11742,40;-;-;682,25;-;-;477,87;477,87;143;5,5;-;-
"210680 Mirinzal";4;4;1980,76;1877,92;-;-;102,84;-;-;495,19;495,19;8;2,0;-;-
"210700 Montes Altos";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;4;2,0;-;-
"210710 Morros";6;6;3035,14;2880,88;-;-;154,26;-;-;505,86;505,86;20;3,3;-;-
"210745 Olinda Nova do Maranhão";4;4;1972,76;1869,92;-;-;102,84;-;-;493,19;493,19;9;2,3;-;-
"210760 Palmeirândia";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;6;3,0;-;-
"210770 Paraibano";3;3;1485,57;1408,44;-;-;77,13;-;-;495,19;495,19;8;2,7;-;-
"210790 Passagem Franca";14;14;6860,66;6500,72;-;-;359,94;-;-;490,05;490,05;37;2,6;-;-
"210800 Pastos Bons";3;3;1485,57;1408,44;-;-;77,13;-;-;495,19;495,19;9;3,0;-;-
"210805 Paulino Neves";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;2;2,0;-;-
"210810 Paulo Ramos";14;14;6836,66;6476,72;-;-;359,94;-;-;488,33;488,33;18;1,3;-;-
"210820 Pedreiras";27;27;13257,36;12510,55;-;-;746,81;-;-;491,01;491,01;44;1,6;-;-
"210830 Penalva";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;2;2,0;-;-
"210840 Peri Mirim";3;3;1469,57;1392,44;-;-;77,13;-;-;489,86;489,86;3;1,0;-;-
"210860 Pinheiro";4;4;1988,76;1885,92;-;-;102,84;-;-;497,19;497,19;10;2,5;-;-
"210870 Pio XII";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;3;3,0;-;-
"210880 Pirapemas";7;7;3214,20;3033,72;-;-;180,48;-;-;459,17;459,17;21;3,0;-;-
"210890 Poção de Pedras";4;4;1980,76;1877,92;-;-;102,84;-;-;495,19;495,19;8;2,0;-;-
"210910 Presidente Dutra";1;1;512,45;486,74;-;-;25,71;-;-;512,45;512,45;4;4,0;-;-
"210920 Presidente Juscelino";4;4;1916,76;1813,92;-;-;102,84;-;-;479,19;479,19;8;2,0;-;-
"210927 Presidente Sarney";8;8;3833,52;3627,84;-;-;205,68;-;-;479,19;479,19;19;2,4;-;-
"210940 Primeira Cruz";2;2;982,38;930,96;-;-;51,42;-;-;491,19;491,19;6;3,0;-;-
"210950 Riachão";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;4;2,0;-;-
"210960 Rosário";10;10;4879,90;4622,80;-;-;257,10;-;-;487,99;487,99;28;2,8;-;-
"210990 Santa Inês";3;3;1518,91;1441,78;-;-;77,13;-;-;506,30;506,30;10;3,3;-;-
"211000 Santa Luzia";3;3;1509,57;1432,44;-;-;77,13;-;-;503,19;503,19;9;3,0;-;-
"211010 Santa Quitéria do Maranhão";7;7;3145,13;2958,85;-;-;186,28;-;-;449,30;449,30;21;3,0;-;-
"211020 Santa Rita";11;11;5359,09;5076,28;-;-;282,81;-;-;487,19;487,19;22;2,0;-;-
"211040 São Benedito do Rio Preto";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;3;3,0;-;-
"211050 São Bento";6;6;2875,14;2720,88;-;-;154,26;-;-;479,19;479,19;15;2,5;-;-
"211065 São Domingos do Azeitão";8;8;4009,52;3803,84;-;-;205,68;-;-;501,19;501,19;22;2,8;-;-
"211070 São Domingos do Maranhão";2;2;1109,61;1005,55;-;-;104,06;-;-;554,80;554,80;6;3,0;-;-
"211100 São João Batista";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"211102 São João do Carú";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;2;2,0;-;-
"211107 São João do Soter";4;4;2012,76;1909,92;-;-;102,84;-;-;503,19;503,19;12;3,0;-;-
"211110 São João dos Patos";1;1;487,19;461,48;-;-;25,71;-;-;487,19;487,19;1;1,0;-;-
"211120 São José de Ribamar";1;1;622,42;544,07;-;-;78,35;-;-;622,42;622,42;5;5,0;-;-
"211125 São José dos Basílios";5;5;2475,95;2347,40;-;-;128,55;-;-;495,19;495,19;14;2,8;-;-
"211130 São Luís";4;4;14846,11;13069,56;-;-;1776,55;-;-;3711,53;3711,53;34;8,5;-;-
"211140 São Luís Gonzaga do Maranhão";5;5;2443,95;2315,40;-;-;128,55;-;-;488,79;488,79;15;3,0;-;-
"211160 São Raimundo das Mangabeiras";2;2;990,38;938,96;-;-;51,42;-;-;495,19;495,19;6;3,0;-;-
"211170 São Vicente Ferrer";17;17;7856,71;7403,48;-;-;453,23;-;-;462,16;462,16;42;2,5;-;-
"211178 Serrano do Maranhão";8;8;3961,52;3755,84;-;-;205,68;-;-;495,19;495,19;16;2,0;-;-
"211190 Sucupira do Norte";13;13;6349,47;6015,24;-;-;334,23;-;-;488,42;488,42;27;2,1;-;-
"211200 Tasso Fragoso";3;3;1509,57;1432,44;-;-;77,13;-;-;503,19;503,19;9;3,0;-;-
"211210 Timbiras";2;2;990,38;938,96;-;-;51,42;-;-;495,19;495,19;4;2,0;-;-
"211220 Timon";2;2;974,38;922,96;-;-;51,42;-;-;487,19;487,19;3;1,5;-;-
"211223 Trizidela do Vale";6;6;2939,14;2784,88;-;-;154,26;-;-;489,86;489,86;15;2,5;-;-
"211230 Tuntum";19;19;9368,61;8880,12;-;-;488,49;-;-;493,08;493,08;45;2,4;-;-
"211250 Tutóia";1;1;488,87;459,47;-;-;29,40;-;-;488,87;488,87;2;2,0;-;-
"211260 Urbano Santos";1;1;487,19;461,48;-;-;25,71;-;-;487,19;487,19;3;3,0;-;-
"211270 Vargem Grande";2;2;966,38;914,96;-;-;51,42;-;-;483,19;483,19;6;3,0;-;-
"211290 Vitória do Mearim";3;3;1485,57;1408,44;-;-;77,13;-;-;495,19;495,19;6;2,0;-;-
"211300 Vitorino Freire";5;5;2467,95;2339,40;-;-;128,55;-;-;493,59;493,59;9;1,8;-;-
"211400 Zé Doca";7;7;3402,33;3222,36;-;-;179,97;-;-;486,05;486,05;23;3,3;-;-
"220010 Agricolândia";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;1;1,0;-;-
"220020 Água Branca";1;1;487,19;461,48;-;-;25,71;-;-;487,19;487,19;3;3,0;-;-
"220040 Altos";24;24;11516,56;10899,52;-;-;617,04;-;-;479,86;479,86;31;1,3;-;-
"220120 Barras";2;2;992,06;936,95;-;-;55,11;-;-;496,03;496,03;6;3,0;-;-
