"Município";"Internações";"AIH_aprovadas";"Valor_total";"Valor_serviços_hospitalares";"Val_serv_hosp_-_compl_federal";"Val_serv_hosp_-_compl_gestor";"Valor_serviços_profissionais";"Val_serv_prof_-_compl_federal";"Val_serv_prof_-_compl_gestor";"Valor_médio_AIH";"Valor_médio_intern";"Dias_permanência";"Média_permanência";"Óbitos";"Taxa_mortalidade"
"150095 Aurora do Pará";3;3;1461,57;1384,44;-;-;77,13;-;-;487,19;487,19;10;3,3;-;-
"150120 Baião";6;6;2979,14;2824,88;-;-;154,26;-;-;496,52;496,52;13;2,2;-;-
"150130 Barcarena";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;2;2,0;-;-
"150140 Belém";149;149;81111,84;76898,95;-;-;4212,89;-;-;544,37;544,37;580;3,9;1;0,67
"150170 Bragança";3;3;6271,12;5515,99;-;-;755,13;-;-;2090,37;2090,37;15;5,0;-;-
"150172 Brasil Novo";9;9;4432,71;4201,32;-;-;231,39;-;-;492,52;492,52;21;2,3;-;-
"150180 Breves";10;10;5182,36;4819,98;-;-;362,38;-;-;518,24;518,24;23;2,3;-;-
"150190 Bujaru";7;7;3522,33;3342,36;-;-;179,97;-;-;503,19;503,19;21;3,0;-;-
"150200 Cachoeira do Arari";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;3;3,0;-;-
"150230 Capitão Poço";7;7;3426,33;3246,36;-;-;179,97;-;-;489,48;489,48;26;3,7;-;-
"150240 Castanhal";2;2;995,08;943,66;-;-;51,42;-;-;497,54;497,54;8;4,0;-;-
"150270 Conceição do Araguaia";33;33;16644,50;15743,43;-;-;901,07;-;-;504,38;504,38;121;3,7;-;-
"150275 Concórdia do Pará";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;2;2,0;-;-
"150276 Cumaru do Norte";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;4;2,0;-;-
"150277 Curionópolis";4;4;1972,76;1869,92;-;-;102,84;-;-;493,19;493,19;7;1,8;-;-
"150280 Curralinho";2;2;982,38;930,96;-;-;51,42;-;-;491,19;491,19;4;2,0;-;-
"150293 Dom Eliseu";2;2;982,38;930,96;-;-;51,42;-;-;491,19;491,19;3;1,5;-;-
"150295 Eldorado do Carajás";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"150309 Goianésia do Pará";8;8;4001,52;3795,84;-;-;205,68;-;-;500,19;500,19;42;5,3;-;-
"150310 Gurupá";3;3;1477,57;1400,44;-;-;77,13;-;-;492,52;492,52;6;2,0;-;-
"150330 Igarapé-Miri";11;11;5487,09;5204,28;-;-;282,81;-;-;498,83;498,83;27;2,5;-;-
"150345 Ipixuna do Pará";4;4;2052,76;1949,92;-;-;102,84;-;-;513,19;513,19;17;4,3;-;-
"150350 Irituia";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;3;3,0;-;-
"150360 Itaituba";2;2;974,38;922,96;-;-;51,42;-;-;487,19;487,19;4;2,0;-;-
"150380 Jacundá";3;3;1437,57;1360,44;-;-;77,13;-;-;479,19;479,19;9;3,0;-;-
"150400 Limoeiro do Ajuru";11;11;5359,09;5076,28;-;-;282,81;-;-;487,19;487,19;22;2,0;-;-
"150405 Mãe do Rio";2;2;982,38;930,96;-;-;51,42;-;-;491,19;491,19;6;3,0;-;-
"150420 Marabá";2;2;1931,82;1744,80;-;-;187,02;-;-;965,91;965,91;11;5,5;-;-
"150430 Maracanã";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;3;3,0;-;-
"150445 Medicilândia";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;2;1,0;-;-
"150450 Melgaço";3;3;1437,57;1360,44;-;-;77,13;-;-;479,19;479,19;6;2,0;-;-
"150460 Mocajuba";5;5;2515,95;2387,40;-;-;128,55;-;-;503,19;503,19;15;3,0;-;-
"150470 Moju";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;2;2,0;-;-
"150490 Muaná";1;1;487,19;461,48;-;-;25,71;-;-;487,19;487,19;2;2,0;-;-
"150503 Novo Progresso";1;1;487,19;461,48;-;-;25,71;-;-;487,19;487,19;2;2,0;-;-
"150506 Novo Repartimento";1;1;503,19;477,48;-;-;25,71;-;-;503,19;503,19;3;3,0;-;-
"150510 Óbidos";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;6;3,0;-;-
"150520 Oeiras do Pará";10;10;4791,90;4534,80;-;-;257,10;-;-;479,19;479,19;23;2,3;-;-
"150530 Oriximiná";3;3;1474,24;1397,11;-;-;77,13;-;-;491,41;491,41;8;2,7;-;-
"150543 Ourilândia do Norte";40;40;19375,60;18347,20;-;-;1028,40;-;-;484,39;484,39;84;2,1;-;-
"150548 Pacajá";4;4;1980,76;1877,92;-;-;102,84;-;-;495,19;495,19;8;2,0;-;-
"150549 Palestina do Pará";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"150550 Paragominas";1;1;700,99;675,28;-;-;25,71;-;-;700,99;700,99;20;20,0;-;-
"150563 Piçarra";5;5;2395,95;2267,40;-;-;128,55;-;-;479,19;479,19;10;2,0;-;-
"150565 Placas";4;4;1129,87;1055,95;-;-;73,92;-;-;282,47;282,47;9;2,3;-;-
"150570 Ponta de Pedras";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;5;2,5;-;-
"150580 Portel";9;9;4312,71;4081,32;-;-;231,39;-;-;479,19;479,19;23;2,6;-;-
"150590 Porto de Moz";4;4;1948,76;1845,92;-;-;102,84;-;-;487,19;487,19;9;2,3;-;-
"150600 Prainha";1;1;487,19;461,48;-;-;25,71;-;-;487,19;487,19;1;1,0;-;-
"150616 Rio Maria";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"150618 Rondon do Pará";20;20;9727,80;9213,60;-;-;514,20;-;-;486,39;486,39;45;2,3;-;-
"150619 Rurópolis";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;1;1,0;-;-
"150640 Santa Cruz do Arari";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"150660 Santa Maria do Pará";1;1;47,27;35,65;-;-;11,62;-;-;47,27;47,27;-;-;-;-
"150670 Santana do Araguaia";7;7;3354,33;3174,36;-;-;179,97;-;-;479,19;479,19;31;4,4;-;-
"150700 Santo Antônio do Tauá";80;80;39103,20;37046,40;-;-;2056,80;-;-;488,79;488,79;254;3,2;-;-
"150715 São Domingos do Araguaia";14;14;6708,66;6348,72;-;-;359,94;-;-;479,19;479,19;33;2,4;-;-
"150730 São Félix do Xingu";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"150745 São Geraldo do Araguaia";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"150750 São João do Araguaia";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"150770 São Sebastião da Boa Vista";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"150790 Soure";4;4;1916,76;1813,92;-;-;102,84;-;-;479,19;479,19;8;2,0;-;-
"150795 Tailândia";2;2;974,38;922,96;-;-;51,42;-;-;487,19;487,19;4;2,0;-;-
"150797 Terra Santa";2;2;1014,38;962,96;-;-;51,42;-;-;507,19;507,19;7;3,5;-;-
"150803 Tracuateua";5;5;2539,95;2411,40;-;-;128,55;-;-;507,99;507,99;18;3,6;-;-
"150808 Tucumã";61;61;29831,59;28263,28;-;-;1568,31;-;-;489,04;489,04;126;2,1;-;-
"150812 Ulianópolis";16;16;7971,04;7559,68;-;-;411,36;-;-;498,19;498,19;38;2,4;-;-
"150815 Uruará";12;12;5838,28;5529,76;-;-;308,52;-;-;486,52;486,52;20;1,7;-;-
"150820 Vigia";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;7;3,5;-;-
"150830 Viseu";3;3;1469,57;1392,44;-;-;77,13;-;-;489,86;489,86;6;2,0;-;-
"160027 Laranjal do Jari";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;2;2,0;-;-
"160030 Macapá";7;7;3914,87;3638,16;-;-;276,71;-;-;559,27;559,27;62;8,9;-;-
"160060 Santana";2;2;1114,28;1010,22;-;-;104,06;-;-;557,14;557,14;8;4,0;-;-
"170100 Ananás";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;4;4,0;-;-
"170200 Araguaçu";2;2;990,38;938,96;-;-;51,42;-;-;495,19;495,19;5;2,5;-;-
"170210 Araguaína";1;1;646,89;612,19;-;-;34,70;-;-;646,89;646,89;8;8,0;-;-
"170220 Araguatins";3;3;2597,73;2381,07;-;-;216,66;-;-;865,91;865,91;3;1,0;-;-
"170230 Arapoema";1;1;487,19;461,48;-;-;25,71;-;-;487,19;487,19;2;2,0;-;-
"170550 Colinas do Tocantins";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"170930 Guaraí";1;1;499,86;474,15;-;-;25,71;-;-;499,86;499,86;2;2,0;-;-
"170950 Gurupi";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;2;2,0;-;-
"171050 Itacajá";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;4;2,0;-;-
"171190 Lagoa da Confusão";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;5;2,5;-;-
"171320 Miracema do Tocantins";11;11;5416,43;5133,62;-;-;282,81;-;-;492,40;492,40;23;2,1;-;-
"172100 Palmas";4;4;2130,76;2027,92;-;-;102,84;-;-;532,69;532,69;15;3,8;-;-
"171610 Paraíso do Tocantins";3;3;1477,57;1400,44;-;-;77,13;-;-;492,52;492,52;5;1,7;-;-
"171650 Pedro Afonso";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;3;3,0;-;-
"171660 Peixe";5;5;2395,95;2267,40;-;-;128,55;-;-;479,19;479,19;20;4,0;-;-
"171820 Porto Nacional";3;3;1502,91;1425,78;-;-;77,13;-;-;500,97;500,97;7;2,3;-;-
"172120 Tocantinópolis";6;6;3051,14;2896,88;-;-;154,26;-;-;508,52;508,52;23;3,8;-;-
"210005 Açailândia";5;5;2714,41;2480,58;-;-;233,83;-;-;542,88;542,88;14;2,8;-;-
"210010 Afonso Cunha";15;15;7595,85;7210,20;-;-;385,65;-;-;506,39;506,39;55;3,7;-;-
"210020 Alcântara";2;2;990,38;938,96;-;-;51,42;-;-;495,19;495,19;4;2,0;-;-
"210030 Aldeias Altas";29;29;14592,51;13846,92;-;-;745,59;-;-;503,19;503,19;87;3,0;-;-
"210043 Alto Alegre do Maranhão";2;2;1148,33;1096,91;-;-;51,42;-;-;574,16;574,16;19;9,5;-;-
"210047 Alto Alegre do Pindaré";4;4;1988,76;1885,92;-;-;102,84;-;-;497,19;497,19;9;2,3;-;-
"210060 Amarante do Maranhão";7;7;3546,33;3366,36;-;-;179,97;-;-;506,62;506,62;26;3,7;-;-
"210070 Anajatuba";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;2;2,0;-;-
"210083 Apicum-Açu";3;3;1509,57;1432,44;-;-;77,13;-;-;503,19;503,19;9;3,0;-;-
"210087 Araguanã";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;4;2,0;-;-
"210095 Arame";7;7;4061,71;3565,90;-;-;495,81;-;-;580,24;580,24;11;1,6;-;-
"210110 Axixá";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;6;3,0;-;-
"210120 Bacabal";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;2;2,0;-;-
"210130 Bacuri";4;4;1996,76;1893,92;-;-;102,84;-;-;499,19;499,19;10;2,5;-;-
"210140 Balsas";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;7;3,5;-;-
"210160 Barra do Corda";3;3;1485,57;1408,44;-;-;77,13;-;-;495,19;495,19;6;2,0;-;-
"210190 Bequimão";2;2;990,38;938,96;-;-;51,42;-;-;495,19;495,19;4;2,0;-;-
"210193 Bernardo do Mearim";1;1;527,19;501,48;-;-;25,71;-;-;527,19;527,19;9;9,0;-;-
"210200 Bom Jardim";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;6;3,0;-;-
"210203 Bom Jesus das Selvas";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;4;2,0;-;-
"210210 Brejo";7;7;3410,33;3230,36;-;-;179,97;-;-;487,19;487,19;14;2,0;-;-
"210230 Buriti Bravo";6;6;2987,14;2832,88;-;-;154,26;-;-;497,86;497,86;14;2,3;-;-
"210240 Cajapió";2;2;990,38;938,96;-;-;51,42;-;-;495,19;495,19;4;2,0;-;-
"210270 Cantanhede";8;8;3857,52;3651,84;-;-;205,68;-;-;482,19;482,19;24;3,0;-;-
"210290 Carutapera";2;2;990,38;938,96;-;-;51,42;-;-;495,19;495,19;4;2,0;-;-
"210300 Caxias";1;1;533,29;507,58;-;-;25,71;-;-;533,29;533,29;2;2,0;-;-
"210310 Cedral";3;3;1437,57;1360,44;-;-;77,13;-;-;479,19;479,19;7;2,3;-;-
"210340 Coelho Neto";1;1;487,19;461,48;-;-;25,71;-;-;487,19;487,19;1;1,0;-;-
"210350 Colinas";5;5;2411,95;2283,40;-;-;128,55;-;-;482,39;482,39;11;2,2;-;-
"210370 Cururupu";11;11;5271,09;4988,28;-;-;282,81;-;-;479,19;479,19;33;3,0;-;-
"210380 Dom Pedro";13;13;6373,47;6039,24;-;-;334,23;-;-;490,27;490,27;18;1,4;-;-
"210390 Duque Bacelar";44;44;21508,36;20377,12;-;-;1131,24;-;-;488,83;488,83;53;1,2;-;-
"210400 Esperantinópolis";2;2;966,38;914,96;-;-;51,42;-;-;483,19;483,19;2;1,0;-;-
"210407 Feira Nova do Maranhão";2;2;974,38;922,96;-;-;51,42;-;-;487,19;487,19;4;2,0;-;-
"210408 Fernando Falcão";1;1;582,42;504,07;-;-;78,35;-;-;582,42;582,42;2;2,0;-;-
"210409 Formosa da Serra Negra";2;2;990,38;938,96;-;-;51,42;-;-;495,19;495,19;4;2,0;-;-
"210410 Fortaleza dos Nogueiras";1;1;503,19;477,48;-;-;25,71;-;-;503,19;503,19;3;3,0;-;-
"210440 Gonçalves Dias";3;3;1453,57;1376,44;-;-;77,13;-;-;484,52;484,52;6;2,0;-;-
"210450 Governador Archer";2;2;974,38;922,96;-;-;51,42;-;-;487,19;487,19;4;2,0;-;-
"210460 Governador Eugênio Barros";3;3;1469,57;1392,44;-;-;77,13;-;-;489,86;489,86;6;2,0;-;-
"210462 Governador Luiz Rocha";1;1;487,19;461,48;-;-;25,71;-;-;487,19;487,19;3;3,0;-;-
"210465 Governador Newton Bello";2;2;998,38;946,96;-;-;51,42;-;-;499,19;499,19;5;2,5;-;-
"210467 Governador Nunes Freire";7;7;3612,80;3432,83;-;-;179,97;-;-;516,11;516,11;27;3,9;-;-
"210480 Grajaú";3;3;1437,57;1360,44;-;-;77,13;-;-;479,19;479,19;9;3,0;-;-
"210490 Guimarães";17;17;3649,14;2955,88;-;-;693,26;-;-;214,66;214,66;44;2,6;-;-
"210500 Humberto de Campos";4;4;1762,47;1645,84;-;-;116,63;-;-;440,62;440,62;8;2,0;-;-
"210510 Icatu";9;9;4424,71;4193,32;-;-;231,39;-;-;491,63;491,63;15;1,7;-;-
"210520 Igarapé Grande";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;5;2,5;-;-
"210530 Imperatriz";5;5;2539,95;2411,40;-;-;128,55;-;-;507,99;507,99;18;3,6;-;-
"210535 Itaipava do Grajaú";1;1;590,42;512,07;-;-;78,35;-;-;590,42;590,42;1;1,0;-;-
"210540 Itapecuru Mirim";5;5;2568,99;2429,37;-;-;139,62;-;-;513,80;513,80;21;4,2;-;-
"210542 Itinga do Maranhão";4;4;1916,76;1813,92;-;-;102,84;-;-;479,19;479,19;8;2,0;-;-
"210550 João Lisboa";2;2;974,38;922,96;-;-;51,42;-;-;487,19;487,19;4;2,0;-;-
"210560 Joselândia";9;9;4312,71;4081,32;-;-;231,39;-;-;479,19;479,19;21;2,3;-;-
"210570 Lago da Pedra";34;34;16675,69;15748,91;-;-;926,78;-;-;490,46;490,46;35;1,0;-;-
"210580 Lago do Junco";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;3;3,0;-;-
"210590 Lago Verde";3;3;1437,57;1360,44;-;-;77,13;-;-;479,19;479,19;9;3,0;-;-
"210630 Magalhães de Almeida";3;3;1485,57;1408,44;-;-;77,13;-;-;495,19;495,19;9;3,0;-;-
"210660 Matões";1;1;487,19;461,48;-;-;25,71;-;-;487,19;487,19;1;1,0;-;-
"210670 Mirador";19;19;9192,61;8704,12;-;-;488,49;-;-;483,82;483,82;68;3,6;-;-
"210675 Miranda do Norte";2;2;1006,38;954,96;-;-;51,42;-;-;503,19;503,19;6;3,0;-;-
"210680 Mirinzal";2;2;991,38;939,96;-;-;51,42;-;-;495,69;495,69;4;2,0;-;-
"210700 Montes Altos";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"210720 Nina Rodrigues";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;3;3,0;-;-
"210725 Nova Colinas";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;4;2,0;-;-
"210745 Olinda Nova do Maranhão";12;12;5950,28;5641,76;-;-;308,52;-;-;495,86;495,86;25;2,1;-;-
"210760 Palmeirândia";3;3;1437,57;1360,44;-;-;77,13;-;-;479,19;479,19;6;2,0;-;-
"210790 Passagem Franca";18;18;8864,65;8349,23;-;-;515,42;-;-;492,48;492,48;109;6,1;-;-
"210800 Pastos Bons";2;2;1006,38;954,96;-;-;51,42;-;-;503,19;503,19;6;3,0;-;-
"210805 Paulino Neves";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;2;2,0;-;-
"210810 Paulo Ramos";11;11;5407,09;5124,28;-;-;282,81;-;-;491,55;491,55;17;1,5;-;-
"210820 Pedreiras";37;37;18154,03;17202,76;-;-;951,27;-;-;490,65;490,65;72;1,9;-;-
"210825 Pedro do Rosário";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;3;3,0;-;-
"210830 Penalva";6;6;2955,14;2800,88;-;-;154,26;-;-;492,52;492,52;10;1,7;-;-
"210840 Peri Mirim";2;2;1014,38;962,96;-;-;51,42;-;-;507,19;507,19;7;3,5;-;-
"210850 Pindaré-Mirim";2;2;974,38;922,96;-;-;51,42;-;-;487,19;487,19;5;2,5;-;-
"210860 Pinheiro";5;5;2677,39;2548,84;-;-;128,55;-;-;535,48;535,48;23;4,6;-;-
"210870 Pio XII";4;4;1916,76;1813,92;-;-;102,84;-;-;479,19;479,19;12;3,0;-;-
"210880 Pirapemas";5;5;2443,95;2315,40;-;-;128,55;-;-;488,79;488,79;11;2,2;-;-
"210890 Poção de Pedras";3;3;1485,57;1408,44;-;-;77,13;-;-;495,19;495,19;6;2,0;-;-
"210927 Presidente Sarney";5;5;2106,43;1961,72;-;-;144,71;-;-;421,29;421,29;13;2,6;-;-
"210940 Primeira Cruz";3;3;1509,57;1432,44;-;-;77,13;-;-;503,19;503,19;9;3,0;-;-
"210950 Riachão";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"210960 Rosário";9;9;4344,71;4113,32;-;-;231,39;-;-;482,75;482,75;26;2,9;-;-
"211000 Santa Luzia";5;5;2515,95;2387,40;-;-;128,55;-;-;503,19;503,19;18;3,6;-;-
"211010 Santa Quitéria do Maranhão";2;2;990,38;938,96;-;-;51,42;-;-;495,19;495,19;6;3,0;-;-
"211020 Santa Rita";13;13;6333,47;5999,24;-;-;334,23;-;-;487,19;487,19;29;2,2;-;-
"211027 Santo Amaro do Maranhão";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;2;2,0;-;-
"211040 São Benedito do Rio Preto";2;2;974,38;922,96;-;-;51,42;-;-;487,19;487,19;5;2,5;-;-
"211050 São Bento";7;7;3356,01;3172,35;-;-;183,66;-;-;479,43;479,43;15;2,1;-;-
"211065 São Domingos do Azeitão";5;5;2475,95;2347,40;-;-;128,55;-;-;495,19;495,19;10;2,0;-;-
"211070 São Domingos do Maranhão";6;6;3019,14;2864,88;-;-;154,26;-;-;503,19;503,19;18;3,0;-;-
"211090 São Francisco do Maranhão";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;3;1,5;-;-
"211100 São João Batista";6;6;2875,14;2720,88;-;-;154,26;-;-;479,19;479,19;14;2,3;-;-
"211107 São João do Soter";5;5;2515,95;2387,40;-;-;128,55;-;-;503,19;503,19;15;3,0;-;-
"211125 São José dos Basílios";4;4;1980,76;1877,92;-;-;102,84;-;-;495,19;495,19;44;11,0;-;-
"211130 São Luís";2;2;1642,89;1525,68;-;-;117,21;-;-;821,45;821,45;27;13,5;-;-
"211140 São Luís Gonzaga do Maranhão";6;6;2891,14;2736,88;-;-;154,26;-;-;481,86;481,86;17;2,8;-;-
"211150 São Mateus do Maranhão";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;2;2,0;-;-
"211170 São Vicente Ferrer";20;20;9649,78;9107,33;-;-;542,45;-;-;482,49;482,49;48;2,4;-;-
"211178 Serrano do Maranhão";10;10;4951,90;4694,80;-;-;257,10;-;-;495,19;495,19;20;2,0;-;-
"211180 Sítio Novo";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"211190 Sucupira do Norte";21;21;10222,99;9683,08;-;-;539,91;-;-;486,81;486,81;42;2,0;-;-
"211200 Tasso Fragoso";2;2;1006,38;954,96;-;-;51,42;-;-;503,19;503,19;6;3,0;-;-
"211210 Timbiras";9;9;4290,54;4073,24;-;-;217,30;-;-;476,73;476,73;27;3,0;-;-
"211223 Trizidela do Vale";5;5;2451,95;2323,40;-;-;128,55;-;-;490,39;490,39;11;2,2;-;-
"211227 Tufilândia";1;1;487,19;461,48;-;-;25,71;-;-;487,19;487,19;3;3,0;-;-
"211230 Tuntum";24;24;11892,56;11275,52;-;-;617,04;-;-;495,52;495,52;49;2,0;-;-
"211250 Tutóia";1;1;487,19;461,48;-;-;25,71;-;-;487,19;487,19;2;2,0;-;-
"211260 Urbano Santos";3;3;1461,57;1384,44;-;-;77,13;-;-;487,19;487,19;9;3,0;-;-
"211285 Vila Nova dos Martírios";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;4;2,0;-;-
"211290 Vitória do Mearim";2;2;1101,61;997,55;-;-;104,06;-;-;550,80;550,80;5;2,5;-;-
"211300 Vitorino Freire";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;2;2,0;-;-
