"Município";"Internações";"AIH_aprovadas";"Valor_total";"Valor_serviços_hospitalares";"Val_serv_hosp_-_compl_federal";"Val_serv_hosp_-_compl_gestor";"Valor_serviços_profissionais";"Val_serv_prof_-_compl_federal";"Val_serv_prof_-_compl_gestor";"Valor_médio_AIH";"Valor_médio_intern";"Dias_permanência";"Média_permanência";"Óbitos";"Taxa_mortalidade"
"150600 Prainha";1;1;487,19;461,48;-;-;25,71;-;-;487,19;487,19;2;2,0;-;-
"150618 Rondon do Pará";14;14;6812,66;6452,72;-;-;359,94;-;-;486,62;486,62;39;2,8;-;-
"150620 Salinópolis";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;6;6,0;-;-
"150640 Santa Cruz do Arari";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;5;2,5;-;-
"150660 Santa Maria do Pará";5;5;1137,14;1051,60;-;-;85,54;-;-;227,43;227,43;6;1,2;-;-
"150670 Santana do Araguaia";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;4;4,0;-;-
"150700 Santo Antônio do Tauá";101;101;49110,19;46513,48;-;-;2596,71;-;-;486,24;486,24;401;4,0;-;-
"150715 São Domingos do Araguaia";2;2;1055,38;1003,96;-;-;51,42;-;-;527,69;527,69;4;2,0;-;-
"150730 São Félix do Xingu";21;21;10062,99;9523,08;-;-;539,91;-;-;479,19;479,19;51;2,4;-;-
"150760 São Miguel do Guamá";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;2;2,0;-;-
"150770 São Sebastião da Boa Vista";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;4;2,0;-;-
"150790 Soure";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;4;4,0;-;-
"150797 Terra Santa";1;1;503,19;477,48;-;-;25,71;-;-;503,19;503,19;3;3,0;-;-
"150803 Tracuateua";1;1;503,19;477,48;-;-;25,71;-;-;503,19;503,19;3;3,0;-;-
"150805 Trairão";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"150808 Tucumã";27;27;13106,13;12411,96;-;-;694,17;-;-;485,41;485,41;56;2,1;-;-
"150812 Ulianópolis";13;13;6445,47;6111,24;-;-;334,23;-;-;495,81;495,81;27;2,1;-;-
"150815 Uruará";12;12;6019,83;5537,42;-;-;482,41;-;-;501,65;501,65;28;2,3;-;-
"150820 Vigia";1;1;503,19;477,48;-;-;25,71;-;-;503,19;503,19;3;3,0;-;-
"150830 Viseu";2;2;1030,38;978,96;-;-;51,42;-;-;515,19;515,19;9;4,5;-;-
"150840 Xinguara";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;3;3,0;-;-
"160027 Laranjal do Jari";2;2;982,38;930,96;-;-;51,42;-;-;491,19;491,19;3;1,5;-;-
"160030 Macapá";17;17;10744,70;10063,67;-;-;681,03;-;-;632,04;632,04;122;7,2;-;-
"170210 Araguaína";1;1;487,19;461,48;-;-;25,71;-;-;487,19;487,19;2;2,0;-;-
"170230 Arapoema";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"170550 Colinas do Tocantins";2;2;1036,33;984,91;-;-;51,42;-;-;518,16;518,16;7;3,5;-;-
"170950 Gurupi";1;1;506,21;480,50;-;-;25,71;-;-;506,21;506,21;2;2,0;-;-
"171050 Itacajá";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;3;3,0;-;-
"171320 Miracema do Tocantins";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;2;1,0;-;-
"172100 Palmas";6;6;3138,39;2984,13;-;-;154,26;-;-;523,06;523,06;27;4,5;-;-
"171620 Paranã";2;2;1164,84;1008,14;-;-;156,70;-;-;582,42;582,42;7;3,5;-;-
"171660 Peixe";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;4;2,0;-;-
"171820 Porto Nacional";5;5;2498,16;2369,61;-;-;128,55;-;-;499,63;499,63;11;2,2;-;-
"172120 Tocantinópolis";1;1;503,19;477,48;-;-;25,71;-;-;503,19;503,19;3;3,0;-;-
"210005 Açailândia";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;-;-;-;-
"210010 Afonso Cunha";7;7;3522,33;3342,36;-;-;179,97;-;-;503,19;503,19;21;3,0;-;-
"210030 Aldeias Altas";28;28;14065,32;13345,44;-;-;719,88;-;-;502,33;502,33;84;3,0;-;-
"210047 Alto Alegre do Pindaré";2;2;1006,38;954,96;-;-;51,42;-;-;503,19;503,19;6;3,0;-;-
"210050 Alto Parnaíba";2;2;990,38;938,96;-;-;51,42;-;-;495,19;495,19;4;2,0;-;-
"210060 Amarante do Maranhão";2;2;1030,38;978,96;-;-;51,42;-;-;515,19;515,19;9;4,5;-;-
"210080 Anapurus";1;1;487,19;461,48;-;-;25,71;-;-;487,19;487,19;1;1,0;-;-
"210083 Apicum-Açu";4;4;1964,76;1861,92;-;-;102,84;-;-;491,19;491,19;12;3,0;-;-
"210090 Araioses";2;2;107,49;84,99;-;-;22,50;-;-;53,75;53,75;2;1,0;-;-
"210095 Arame";7;7;4488,43;3946,11;-;-;542,32;-;-;641,20;641,20;18;2,6;-;-
"210110 Axixá";1;1;503,19;477,48;-;-;25,71;-;-;503,19;503,19;3;3,0;-;-
"210120 Bacabal";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;2;2,0;-;-
"210130 Bacuri";7;7;3482,33;3302,36;-;-;179,97;-;-;497,48;497,48;16;2,3;-;-
"210140 Balsas";4;4;1972,76;1869,92;-;-;102,84;-;-;493,19;493,19;17;4,3;-;-
"210177 Bela Vista do Maranhão";3;3;1437,57;1360,44;-;-;77,13;-;-;479,19;479,19;6;2,0;-;-
"210190 Bequimão";3;3;1485,57;1408,44;-;-;77,13;-;-;495,19;495,19;6;2,0;-;-
"210230 Buriti Bravo";4;4;1972,76;1869,92;-;-;102,84;-;-;493,19;493,19;7;1,8;-;-
"210232 Buriticupu";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"210270 Cantanhede";6;6;2995,14;2840,88;-;-;154,26;-;-;499,19;499,19;18;3,0;-;-
"210280 Carolina";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;3;3,0;-;-
"210300 Caxias";3;3;1918,12;1840,99;-;-;77,13;-;-;639,37;639,37;17;5,7;-;-
"210310 Cedral";3;3;1437,57;1360,44;-;-;77,13;-;-;479,19;479,19;6;2,0;-;-
"210350 Colinas";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;2;1,0;-;-
"210370 Cururupu";5;5;2395,95;2267,40;-;-;128,55;-;-;479,19;479,19;24;4,8;-;-
"210380 Dom Pedro";12;12;5846,28;5537,76;-;-;308,52;-;-;487,19;487,19;12;1,0;-;-
"210390 Duque Bacelar";36;36;17818,84;16893,28;-;-;925,56;-;-;494,97;494,97;71;2,0;-;-
"210409 Formosa da Serra Negra";3;3;1485,57;1408,44;-;-;77,13;-;-;495,19;495,19;6;2,0;-;-
"210440 Gonçalves Dias";4;4;1948,76;1845,92;-;-;102,84;-;-;487,19;487,19;8;2,0;-;-
"210460 Governador Eugênio Barros";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"210465 Governador Newton Bello";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;2;2,0;-;-
"210467 Governador Nunes Freire";3;3;1493,57;1416,44;-;-;77,13;-;-;497,86;497,86;7;2,3;-;-
"210490 Guimarães";9;9;4312,71;4081,32;-;-;231,39;-;-;479,19;479,19;24;2,7;-;-
"210500 Humberto de Campos";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"210510 Icatu";7;7;3426,33;3246,36;-;-;179,97;-;-;489,48;489,48;12;1,7;-;-
"210535 Itaipava do Grajaú";3;3;1787,26;1552,21;-;-;235,05;-;-;595,75;595,75;5;1,7;-;-
"210540 Itapecuru Mirim";1;1;488,87;459,47;-;-;29,40;-;-;488,87;488,87;32;32,0;-;-
"210542 Itinga do Maranhão";5;5;2395,95;2267,40;-;-;128,55;-;-;479,19;479,19;10;2,0;-;-
"210550 João Lisboa";5;5;2435,95;2307,40;-;-;128,55;-;-;487,19;487,19;22;4,4;-;-
"210560 Joselândia";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;1;1,0;-;-
"210570 Lago da Pedra";54;54;26316,26;24927,92;-;-;1388,34;-;-;487,34;487,34;56;1,0;-;-
"210600 Lima Campos";1;1;592,19;566,48;-;-;25,71;-;-;592,19;592,19;2;2,0;-;-
"210640 Mata Roma";4;4;2012,76;1909,92;-;-;102,84;-;-;503,19;503,19;12;3,0;-;-
"210650 Matinha";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;3;3,0;-;-
"210660 Matões";1;1;487,19;461,48;-;-;25,71;-;-;487,19;487,19;1;1,0;-;-
"210670 Mirador";19;19;9327,84;8786,71;-;-;541,13;-;-;490,94;490,94;83;4,4;-;-
"210690 Monção";1;1;566,69;540,98;-;-;25,71;-;-;566,69;566,69;3;3,0;-;-
"210710 Morros";5;5;2523,95;2395,40;-;-;128,55;-;-;504,79;504,79;16;3,2;-;-
"210720 Nina Rodrigues";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;2;2,0;-;-
"210745 Olinda Nova do Maranhão";8;8;3961,52;3755,84;-;-;205,68;-;-;495,19;495,19;16;2,0;-;-
"210770 Paraibano";1;1;487,19;461,48;-;-;25,71;-;-;487,19;487,19;2;2,0;-;-
"210790 Passagem Franca";14;14;6844,66;6484,72;-;-;359,94;-;-;488,90;488,90;39;2,8;-;-
"210800 Pastos Bons";4;4;1988,76;1885,92;-;-;102,84;-;-;497,19;497,19;12;3,0;-;-
"210810 Paulo Ramos";8;8;3953,52;3747,84;-;-;205,68;-;-;494,19;494,19;15;1,9;-;-
"210820 Pedreiras";18;18;8737,42;8274,64;-;-;462,78;-;-;485,41;485,41;25;1,4;-;-
"210825 Pedro do Rosário";6;6;2875,14;2720,88;-;-;154,26;-;-;479,19;479,19;14;2,3;-;-
"210830 Penalva";4;4;1964,76;1861,92;-;-;102,84;-;-;491,19;491,19;7;1,8;-;-
"210850 Pindaré-Mirim";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;12;12,0;-;-
"210860 Pinheiro";2;2;1038,38;986,96;-;-;51,42;-;-;519,19;519,19;11;5,5;-;-
"210870 Pio XII";3;3;1453,57;1376,44;-;-;77,13;-;-;484,52;484,52;9;3,0;-;-
"210890 Poção de Pedras";2;2;990,38;938,96;-;-;51,42;-;-;495,19;495,19;4;2,0;-;-
"210927 Presidente Sarney";10;10;4791,90;4534,80;-;-;257,10;-;-;479,19;479,19;25;2,5;-;-
"210940 Primeira Cruz";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;3;3,0;-;-
"210960 Rosário";15;15;7299,85;6914,20;-;-;385,65;-;-;486,66;486,66;43;2,9;-;-
"210990 Santa Inês";4;4;1964,93;1817,88;-;-;147,05;-;-;491,23;491,23;9;2,3;-;-
"211000 Santa Luzia";2;2;1014,38;962,96;-;-;51,42;-;-;507,19;507,19;7;3,5;-;-
"211010 Santa Quitéria do Maranhão";2;2;990,38;938,96;-;-;51,42;-;-;495,19;495,19;6;3,0;-;-
"211020 Santa Rita";17;17;8146,23;7709,16;-;-;437,07;-;-;479,19;479,19;38;2,2;-;-
"211027 Santo Amaro do Maranhão";1;1;496,87;467,47;-;-;29,40;-;-;496,87;496,87;2;2,0;-;-
"211040 São Benedito do Rio Preto";7;7;3378,33;3198,36;-;-;179,97;-;-;482,62;482,62;21;3,0;-;-
"211050 São Bento";4;4;1916,76;1813,92;-;-;102,84;-;-;479,19;479,19;12;3,0;-;-
"211065 São Domingos do Azeitão";5;5;2443,95;2315,40;-;-;128,55;-;-;488,79;488,79;10;2,0;-;-
"211090 São Francisco do Maranhão";3;3;1485,57;1408,44;-;-;77,13;-;-;495,19;495,19;6;2,0;-;-
"211100 São João Batista";4;4;1916,76;1813,92;-;-;102,84;-;-;479,19;479,19;11;2,8;-;-
"211102 São João do Carú";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"211110 São João dos Patos";1;1;487,19;461,48;-;-;25,71;-;-;487,19;487,19;1;1,0;-;-
"211125 São José dos Basílios";2;2;990,38;938,96;-;-;51,42;-;-;495,19;495,19;5;2,5;-;-
"211130 São Luís";7;7;4728,71;4405,55;-;-;323,16;-;-;675,53;675,53;88;12,6;-;-
"211140 São Luís Gonzaga do Maranhão";5;5;2395,95;2267,40;-;-;128,55;-;-;479,19;479,19;15;3,0;-;-
"211157 São Pedro dos Crentes";3;3;1437,57;1360,44;-;-;77,13;-;-;479,19;479,19;10;3,3;-;-
"211160 São Raimundo das Mangabeiras";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;3;3,0;-;-
"211170 São Vicente Ferrer";9;9;4312,71;4081,32;-;-;231,39;-;-;479,19;479,19;20;2,2;-;-
"211180 Sítio Novo";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;6;3,0;-;-
"211190 Sucupira do Norte";4;4;1964,76;1861,92;-;-;102,84;-;-;491,19;491,19;8;2,0;-;-
"211210 Timbiras";9;9;4496,71;4265,32;-;-;231,39;-;-;499,63;499,63;23;2,6;-;-
"211223 Trizidela do Vale";10;10;4887,90;4630,80;-;-;257,10;-;-;488,79;488,79;20;2,0;-;-
"211230 Tuntum";25;25;12387,75;11745,00;-;-;642,75;-;-;495,51;495,51;52;2,1;-;-
"211260 Urbano Santos";1;1;487,19;461,48;-;-;25,71;-;-;487,19;487,19;3;3,0;-;-
"211300 Vitorino Freire";2;2;982,38;930,96;-;-;51,42;-;-;491,19;491,19;4;2,0;-;-
"211400 Zé Doca";6;6;2891,14;2736,88;-;-;154,26;-;-;481,86;481,86;40;6,7;-;-
"220010 Agricolândia";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;1;1,0;-;-
"220025 Alagoinha do Piauí";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;4;2,0;-;-
"220040 Altos";21;21;9964,70;9411,00;-;-;553,70;-;-;474,51;474,51;26;1,2;-;-
"220050 Amarante";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;3;3,0;-;-
"220180 Bocaina";4;4;1916,76;1813,92;-;-;102,84;-;-;479,19;479,19;12;3,0;-;-
"220190 Bom Jesus";2;2;970,38;918,96;-;-;51,42;-;-;485,19;485,19;6;3,0;-;-
"220220 Campo Maior";24;24;12181,96;11564,92;-;-;617,04;-;-;507,58;507,58;64;2,7;-;-
"220230 Canto do Buriti";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"220320 Curimatá";3;3;1485,57;1408,44;-;-;77,13;-;-;495,19;495,19;6;2,0;-;-
"220350 Elesbão Veloso";2;2;982,38;930,96;-;-;51,42;-;-;491,19;491,19;8;4,0;-;-
"220370 Esperantina";1;1;511,19;485,48;-;-;25,71;-;-;511,19;511,19;4;4,0;-;-
"220390 Floriano";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;2;2,0;-;-
"220430 Fronteiras";10;10;4791,90;4534,80;-;-;257,10;-;-;479,19;479,19;30;3,0;-;-
"220450 Guadalupe";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;3;3,0;-;-
"220520 Jaicós";8;8;3849,52;3643,84;-;-;205,68;-;-;481,19;481,19;16;2,0;-;-
"220570 Luís Correia";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;2;2,0;-;-
"220580 Luzilândia";3;3;1477,57;1400,44;-;-;77,13;-;-;492,52;492,52;7;2,3;-;-
"220620 Miguel Alves";7;7;3354,33;3174,36;-;-;179,97;-;-;479,19;479,19;56;8,0;-;-
"220650 Monsenhor Hipólito";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;4;2,0;-;-
"220700 Oeiras";12;12;5334,36;5039,93;-;-;294,43;-;-;444,53;444,53;33;2,8;-;-
"220760 Parnaguá";23;23;11021,37;10430,04;-;-;591,33;-;-;479,19;479,19;69;3,0;-;-
"220770 Parnaíba";12;12;6059,12;5746,73;-;-;312,39;-;-;504,93;504,93;55;4,6;1;8,33
"220780 Paulistana";2;2;966,38;914,96;-;-;51,42;-;-;483,19;483,19;5;2,5;-;-
"220790 Pedro II";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;10;5,0;-;-
"220800 Picos";15;15;7187,85;6802,20;-;-;385,65;-;-;479,19;479,19;31;2,1;-;-
"220880 Regeneração";3;3;1445,57;1368,44;-;-;77,13;-;-;481,86;481,86;4;1,3;-;-
"220960 São Félix do Piauí";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;1;1,0;-;-
"221000 São João do Piauí";1;1;503,19;477,48;-;-;25,71;-;-;503,19;503,19;3;3,0;-;-
"221060 São Raimundo Nonato";28;28;13505,32;12785,44;-;-;719,88;-;-;482,33;482,33;54;1,9;-;-
"221080 Simplício Mendes";3;3;1481,57;1404,44;-;-;77,13;-;-;493,86;493,86;9;3,0;-;-
"221100 Teresina";8;8;3733,46;3526,98;-;-;206,48;-;-;466,68;466,68;29;3,6;-;-
"221170 Wall Ferraz";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;2;1,0;-;-
"230170 Aurora";31;31;15078,89;14281,88;-;-;797,01;-;-;486,42;486,42;74;2,4;-;-
"230190 Barbalha";9;9;6640,59;6307,38;-;-;333,21;-;-;737,84;737,84;38;4,2;-;-
"230210 Baturité";1;1;511,19;485,48;-;-;25,71;-;-;511,19;511,19;4;4,0;-;-
"230250 Brejo Santo";9;9;4499,39;4268,00;-;-;231,39;-;-;499,93;499,93;21;2,3;-;-
"230280 Canindé";2;2;998,38;946,96;-;-;51,42;-;-;499,19;499,19;5;2,5;-;-
"230340 Carnaubal";1;1;503,19;477,48;-;-;25,71;-;-;503,19;503,19;3;3,0;-;-
"230365 Catunda";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;1;1,0;-;-
"230410 Crateús";13;13;6493,47;6159,24;-;-;334,23;-;-;499,50;499,50;39;3,0;-;-
"230425 Cruz";2;2;1022,38;970,96;-;-;51,42;-;-;511,19;511,19;8;4,0;-;-
"230430 Farias Brito";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"230440 Fortaleza";250;250;129800,55;122765,55;-;-;7035,00;-;-;519,20;519,20;799;3,2;1;0,40
"230500 Guaraciaba do Norte";4;4;1916,76;1813,92;-;-;102,84;-;-;479,19;479,19;15;3,8;-;-
"230550 Iguatu";1;1;487,19;461,48;-;-;25,71;-;-;487,19;487,19;1;1,0;-;-
"230560 Independência";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"230580 Ipu";2;2;974,38;922,96;-;-;51,42;-;-;487,19;487,19;2;1,0;-;-
"230630 Itapagé";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;2;2,0;-;-
