"Município";"Internações";"AIH_aprovadas";"Valor_total";"Valor_serviços_hospitalares";"Val_serv_hosp_-_compl_federal";"Val_serv_hosp_-_compl_gestor";"Valor_serviços_profissionais";"Val_serv_prof_-_compl_federal";"Val_serv_prof_-_compl_gestor";"Valor_médio_AIH";"Valor_médio_intern";"Dias_permanência";"Média_permanência";"Óbitos";"Taxa_mortalidade"
"211190 Sucupira do Norte";11;11;5383,09;5100,28;-;-;282,81;-;-;489,37;489,37;22;2,0;-;-
"211200 Tasso Fragoso";2;2;998,38;946,96;-;-;51,42;-;-;499,19;499,19;6;3,0;-;-
"211210 Timbiras";9;9;4032,79;3815,49;-;-;217,30;-;-;448,09;448,09;19;2,1;-;-
"211220 Timon";3;3;1445,57;1368,44;-;-;77,13;-;-;481,86;481,86;4;1,3;-;-
"211223 Trizidela do Vale";6;6;2923,14;2768,88;-;-;154,26;-;-;487,19;487,19;13;2,2;-;-
"211230 Tuntum";12;12;5942,28;5633,76;-;-;308,52;-;-;495,19;495,19;24;2,0;-;-
"211250 Tutóia";1;1;511,19;485,48;-;-;25,71;-;-;511,19;511,19;5;5,0;-;-
"211260 Urbano Santos";1;1;487,19;461,48;-;-;25,71;-;-;487,19;487,19;3;3,0;-;-
"211270 Vargem Grande";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;6;3,0;-;-
"211300 Vitorino Freire";7;7;3434,33;3254,36;-;-;179,97;-;-;490,62;490,62;10;1,4;-;-
"211400 Zé Doca";3;3;1453,57;1376,44;-;-;77,13;-;-;484,52;484,52;6;2,0;-;-
"220010 Agricolândia";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;1;1,0;-;-
"220030 Alto Longá";1;1;731,46;691,29;-;-;40,17;-;-;731,46;731,46;4;4,0;-;-
"220040 Altos";19;19;9152,61;8664,12;-;-;488,49;-;-;481,72;481,72;31;1,6;-;-
"220050 Amarante";2;2;974,38;922,96;-;-;51,42;-;-;487,19;487,19;4;2,0;-;-
"220150 Batalha";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;3;3,0;-;-
"220160 Beneditinos";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;7;7,0;-;-
"220190 Bom Jesus";8;8;3893,52;3687,84;-;-;205,68;-;-;486,69;486,69;22;2,8;-;-
"220220 Campo Maior";16;16;8067,44;7656,08;-;-;411,36;-;-;504,21;504,21;47;2,9;-;-
"220320 Curimatá";4;4;1972,76;1869,92;-;-;102,84;-;-;493,19;493,19;9;2,3;-;-
"220370 Esperantina";2;2;990,38;938,96;-;-;51,42;-;-;495,19;495,19;4;2,0;-;-
"220390 Floriano";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;6;6,0;-;-
"220430 Fronteiras";31;31;14854,89;14057,88;-;-;797,01;-;-;479,19;479,19;71;2,3;-;-
"220470 Inhuma";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"220520 Jaicós";12;12;5790,28;5481,76;-;-;308,52;-;-;482,52;482,52;24;2,0;-;-
"220550 José de Freitas";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;17;8,5;-;-
"220580 Luzilândia";8;8;3945,52;3739,84;-;-;205,68;-;-;493,19;493,19;19;2,4;-;-
"220620 Miguel Alves";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"220650 Monsenhor Hipólito";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"220700 Oeiras";24;24;11580,56;10963,52;-;-;617,04;-;-;482,52;482,52;48;2,0;-;-
"220760 Parnaguá";8;8;3833,52;3627,84;-;-;205,68;-;-;479,19;479,19;24;3,0;-;-
"220770 Parnaíba";12;12;5982,28;5673,76;-;-;308,52;-;-;498,52;498,52;35;2,9;-;-
"220780 Paulistana";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"220790 Pedro II";5;5;2395,95;2267,40;-;-;128,55;-;-;479,19;479,19;25;5,0;-;-
"220800 Picos";4;4;1916,76;1813,92;-;-;102,84;-;-;479,19;479,19;8;2,0;-;-
"220850 Porto";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;3;3,0;-;-
"220880 Regeneração";4;4;1924,76;1821,92;-;-;102,84;-;-;481,19;481,19;6;1,5;-;-
"220990 São João da Serra";2;2;974,38;922,96;-;-;51,42;-;-;487,19;487,19;4;2,0;-;-
"221000 São João do Piauí";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;2;2,0;-;-
"221060 São Raimundo Nonato";65;65;31198,54;29446,88;-;-;1751,66;-;-;479,98;479,98;132;2,0;-;-
"221070 Simões";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;3;3,0;-;-
"221100 Teresina";8;8;4153,52;3947,84;-;-;205,68;-;-;519,19;519,19;44;5,5;1;12,50
"221110 União";4;4;1956,76;1853,92;-;-;102,84;-;-;489,19;489,19;5;1,3;-;-
"221120 Uruçuí";1;1;503,19;477,48;-;-;25,71;-;-;503,19;503,19;3;3,0;-;-
"221170 Wall Ferraz";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;2;1,0;-;-
"230020 Acaraú";7;7;3482,33;3302,36;-;-;179,97;-;-;497,48;497,48;18;2,6;-;-
"230060 Altaneira";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"230070 Alto Santo";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"230170 Aurora";8;8;3869,58;3660,03;-;-;209,55;-;-;483,70;483,70;22;2,8;-;-
"230190 Barbalha";9;9;8125,55;7708,75;-;-;416,80;-;-;902,84;902,84;59;6,6;-;-
"230230 Bela Cruz";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;2;2,0;-;-
"230240 Boa Viagem";1;1;503,19;477,48;-;-;25,71;-;-;503,19;503,19;3;3,0;-;-
"230250 Brejo Santo";20;20;9908,47;9394,27;-;-;514,20;-;-;495,42;495,42;48;2,4;-;-
"230260 Camocim";4;4;2043,11;1940,27;-;-;102,84;-;-;510,78;510,78;15;3,8;1;25,00
"230280 Canindé";6;6;3271,44;3097,83;-;-;173,61;-;-;545,24;545,24;37;6,2;-;-
"230340 Carnaubal";2;2;974,38;922,96;-;-;51,42;-;-;487,19;487,19;2;1,0;-;-
"230370 Caucaia";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;6;6,0;-;-
"230410 Crateús";17;17;8306,23;7869,16;-;-;437,07;-;-;488,60;488,60;22;1,3;-;-
"230420 Crato";2;2;966,38;914,96;-;-;51,42;-;-;483,19;483,19;2;1,0;-;-
"230423 Croatá";2;2;966,38;914,96;-;-;51,42;-;-;483,19;483,19;3;1,5;-;-
"230425 Cruz";2;2;1058,44;1003,15;-;-;55,29;-;-;529,22;529,22;10;5,0;-;-
"230426 Deputado Irapuan Pinheiro";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;4;4,0;-;-
"230440 Fortaleza";207;207;110870,90;104641,57;-;-;6229,33;-;-;535,61;535,61;710;3,4;-;-
"230500 Guaraciaba do Norte";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;7;7,0;-;-
"230520 Hidrolândia";1;1;487,19;461,48;-;-;25,71;-;-;487,19;487,19;2;2,0;-;-
"230550 Iguatu";3;3;1493,57;1416,44;-;-;77,13;-;-;497,86;497,86;7;2,3;-;-
"230640 Itapipoca";1;1;555,25;525,67;-;-;29,58;-;-;555,25;555,25;7;7,0;-;-
"230655 Itarema";1;1;487,19;461,48;-;-;25,71;-;-;487,19;487,19;1;1,0;-;-
"230730 Juazeiro do Norte";10;10;5390,88;5118,30;-;-;272,58;-;-;539,09;539,09;53;5,3;-;-
"230750 Lavras da Mangabeira";4;4;1980,76;1877,92;-;-;102,84;-;-;495,19;495,19;10;2,5;-;-
"230760 Limoeiro do Norte";4;4;1086,82;1013,64;-;-;73,18;-;-;271,70;271,70;5;1,3;-;-
"230765 Maracanaú";3;3;1599,60;1522,47;-;-;77,13;-;-;533,20;533,20;16;5,3;-;-
"230810 Mauriti";2;2;1006,38;954,96;-;-;51,42;-;-;503,19;503,19;8;4,0;-;-
"230840 Missão Velha";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;8;4,0;-;-
"230850 Mombaça";1;1;499,86;474,15;-;-;25,71;-;-;499,86;499,86;2;2,0;-;-
"230900 Mucambo";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;5;5,0;-;-
"230930 Nova Russas";3;3;1453,57;1376,44;-;-;77,13;-;-;484,52;484,52;9;3,0;-;-
"230940 Novo Oriente";3;3;1437,57;1360,44;-;-;77,13;-;-;479,19;479,19;11;3,7;-;-
"231050 Pedra Branca";2;2;1030,38;978,96;-;-;51,42;-;-;515,19;515,19;11;5,5;-;-
"231090 Piquet Carneiro";1;1;598,42;520,07;-;-;78,35;-;-;598,42;598,42;2;2,0;-;-
"231100 Poranga";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;3;3,0;-;-
"231130 Quixadá";6;6;3064,50;2910,24;-;-;154,26;-;-;510,75;510,75;19;3,2;-;-
"231150 Quixeré";1;1;487,19;461,48;-;-;25,71;-;-;487,19;487,19;3;3,0;-;-
"231160 Redenção";2;2;974,38;922,96;-;-;51,42;-;-;487,19;487,19;4;2,0;-;-
"231180 Russas";16;16;7988,45;7577,09;-;-;411,36;-;-;499,28;499,28;33;2,1;-;-
"231290 Sobral";4;4;7036,91;6243,22;-;-;793,69;-;-;1759,23;1759,23;25;6,3;-;-
"231330 Tauá";3;3;1477,57;1400,44;-;-;77,13;-;-;492,52;492,52;5;1,7;-;-
"231340 Tianguá";1;1;649,32;612,00;-;-;37,32;-;-;649,32;649,32;9;9,0;-;-
"231395 Varjota";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"231410 Viçosa do Ceará";1;1;511,19;485,48;-;-;25,71;-;-;511,19;511,19;4;4,0;-;-
"240050 Alexandria";4;4;1940,76;1837,92;-;-;102,84;-;-;485,19;485,19;4;1,0;-;-
"240070 Alto do Rodrigues";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"240220 Canguaretama";1;1;487,19;461,48;-;-;25,71;-;-;487,19;487,19;2;2,0;-;-
"240520 Janduís";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"240560 Jardim de Piranhas";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"240740 Martins";1;1;177,07;152,97;-;-;24,10;-;-;177,07;177,07;2;2,0;-;-
"240800 Mossoró";1;1;519,19;493,48;-;-;25,71;-;-;519,19;519,19;6;6,0;-;-
"240810 Natal";21;21;11301,92;10731,05;-;-;570,87;-;-;538,19;538,19;104;5,0;-;-
"240940 Pau dos Ferros";36;36;18338,84;17413,28;-;-;925,56;-;-;509,41;509,41;136;3,8;-;-
"241200 São Gonçalo do Amarante";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;2;2,0;-;-
"241330 Serra de São Bento";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;4;2,0;-;-
"250010 Água Branca";1;1;487,19;461,48;-;-;25,71;-;-;487,19;487,19;2;2,0;-;-
"250040 Alagoa Nova";1;1;519,19;493,48;-;-;25,71;-;-;519,19;519,19;5;5,0;-;-
"250320 Cabedelo";2;2;1069,88;1018,46;-;-;51,42;-;-;534,94;534,94;6;3,0;-;-
"250400 Campina Grande";23;23;18544,31;17108,42;-;-;1435,89;-;-;806,27;806,27;122;5,3;-;-
"250510 Cuité";3;3;1501,57;1424,44;-;-;77,13;-;-;500,52;500,52;8;2,7;-;-
"250600 Esperança";2;2;998,38;946,96;-;-;51,42;-;-;499,19;499,19;7;3,5;-;-
"250630 Guarabira";2;2;2403,01;2105,18;-;-;297,83;-;-;1201,50;1201,50;11;5,5;-;-
"250680 Ingá";54;54;25876,26;24487,92;-;-;1388,34;-;-;479,19;479,19;134;2,5;-;-
"250750 João Pessoa";15;15;18026,82;16164,40;-;-;1862,42;-;-;1201,79;1201,79;67;4,5;-;-
"250970 Monteiro";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;6;6,0;-;-
"251080 Patos";2;2;982,38;930,96;-;-;51,42;-;-;491,19;491,19;3;1,5;-;-
"251090 Paulista";1;1;642,41;594,77;-;-;47,64;-;-;642,41;642,41;3;3,0;-;-
"251130 Piancó";2;2;990,38;938,96;-;-;51,42;-;-;495,19;495,19;4;2,0;-;-
"251250 Queimadas";2;2;1068,23;1016,81;-;-;51,42;-;-;534,12;534,12;5;2,5;-;-
"251450 São José de Piranhas";2;2;990,38;938,96;-;-;51,42;-;-;495,19;495,19;4;2,0;-;-
"251540 São Vicente do Seridó";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"251600 Solânea";26;26;12708,28;12039,82;-;-;668,46;-;-;488,78;488,78;59;2,3;-;-
"251630 Sumé";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"251690 Uiraúna";17;17;8322,23;7885,16;-;-;437,07;-;-;489,54;489,54;34;2,0;-;-
"260010 Afogados da Ingazeira";2;2;990,38;938,96;-;-;51,42;-;-;495,19;495,19;4;2,0;-;-
"260020 Afrânio";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;3;3,0;-;-
"260030 Agrestina";3;3;1501,57;1424,44;-;-;77,13;-;-;500,52;500,52;8;2,7;-;-
"260110 Araripina";2;2;998,38;946,96;-;-;51,42;-;-;499,19;499,19;5;2,5;-;-
"260120 Arcoverde";6;6;3009,49;2855,23;-;-;154,26;-;-;501,58;501,58;16;2,7;-;-
"260160 Belém do São Francisco";1;1;177,07;152,97;-;-;24,10;-;-;177,07;177,07;5;5,0;-;-
"260210 Bom Conselho";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;1;1,0;-;-
"260240 Brejão";1;1;512,87;483,47;-;-;29,40;-;-;512,87;512,87;4;4,0;-;-
"260280 Buíque";9;9;4416,71;4185,32;-;-;231,39;-;-;490,75;490,75;24;2,7;-;-
"260290 Cabo de Santo Agostinho";11;11;5615,50;5332,69;-;-;282,81;-;-;510,50;510,50;28;2,5;-;-
"260300 Cabrobó";1;1;519,19;493,48;-;-;25,71;-;-;519,19;519,19;5;5,0;-;-
"260410 Caruaru";8;8;21004,40;18531,02;-;-;2473,38;-;-;2625,55;2625,55;57;7,1;1;12,50
"260510 Custódia";1;1;503,19;477,48;-;-;25,71;-;-;503,19;503,19;3;3,0;-;-
"260530 Exu";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;2;2,0;-;-
"260570 Floresta";1;1;487,19;461,48;-;-;25,71;-;-;487,19;487,19;2;2,0;-;-
"260600 Garanhuns";5;5;2655,88;2474,69;-;-;181,19;-;-;531,18;531,18;18;3,6;-;-
"260620 Goiana";3;3;1453,57;1376,44;-;-;77,13;-;-;484,52;484,52;4;1,3;-;-
"260700 Inajá";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"260790 Jaboatão dos Guararapes";12;12;6022,28;5713,76;-;-;308,52;-;-;501,86;501,86;41;3,4;-;-
"260880 Lajedo";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;2;2,0;-;-
"260890 Limoeiro";1;1;177,07;152,97;-;-;24,10;-;-;177,07;177,07;5;5,0;-;-
"260950 Nazaré da Mata";3;3;1501,57;1424,44;-;-;77,13;-;-;500,52;500,52;8;2,7;-;-
"261070 Paulista";1;1;794,40;768,69;-;-;25,71;-;-;794,40;794,40;5;5,0;-;-
"261090 Pesqueira";8;8;4001,52;3795,84;-;-;205,68;-;-;500,19;500,19;21;2,6;-;-
"261100 Petrolândia";1;1;503,19;477,48;-;-;25,71;-;-;503,19;503,19;3;3,0;-;-
"261110 Petrolina";25;25;8910,39;8380,36;-;-;530,03;-;-;356,42;356,42;51;2,0;-;-
"261130 Pombos";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;2;2,0;-;-
"261160 Recife";183;183;141981,33;130759,72;-;-;11221,61;-;-;775,85;775,85;732;4,0;-;-
"261220 Salgueiro";3;3;13489,87;11921,14;-;-;1568,73;-;-;4496,62;4496,62;26;8,7;-;-
"261260 Santa Maria da Boa Vista";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"261350 São José do Belmonte";1;1;511,19;485,48;-;-;25,71;-;-;511,19;511,19;4;4,0;-;-
"261360 São José do Egito";1;1;487,19;461,48;-;-;25,71;-;-;487,19;487,19;1;1,0;-;-
"261390 Serra Talhada";10;10;5031,90;4774,80;-;-;257,10;-;-;503,19;503,19;30;3,0;-;-
"261450 Surubim";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;5;5,0;-;-
"261570 Triunfo";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;4;2,0;-;-
"261580 Tupanatinga";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"261640 Vitória de Santo Antão";1;1;195,13;168,62;-;-;26,51;-;-;195,13;195,13;2;2,0;-;-
"270030 Arapiraca";3;3;5936,65;5433,37;-;-;503,28;-;-;1978,88;1978,88;21;7,0;-;-
"270170 Capela";1;1;519,19;493,48;-;-;25,71;-;-;519,19;519,19;5;5,0;-;-
"270230 Coruripe";2;2;1290,92;1204,67;-;-;86,25;-;-;645,46;645,46;19;9,5;-;-
"270380 Joaquim Gomes";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"270400 Junqueiro";2;2;982,38;930,96;-;-;51,42;-;-;491,19;491,19;5;2,5;-;-
"270430 Maceió";5;5;3219,19;3064,94;-;-;154,25;-;-;643,84;643,84;29;5,8;-;-
"270510 Matriz de Camaragibe";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;3;3,0;-;-
"270630 Palmeira dos Índios";3;3;1910,65;1763,86;-;-;146,79;-;-;636,88;636,88;35;11,7;-;-
"270640 Pão de Açúcar";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;3;3,0;-;-
"270670 Penedo";3;3;1485,57;1408,44;-;-;77,13;-;-;495,19;495,19;7;2,3;-;-
"270690 Pilar";8;8;3881,52;3675,84;-;-;205,68;-;-;485,19;485,19;15;1,9;-;-
"270710 Piranhas";1;1;503,19;477,48;-;-;25,71;-;-;503,19;503,19;3;3,0;-;-
"270770 Rio Largo";2;2;1093,61;989,55;-;-;104,06;-;-;546,80;546,80;4;2,0;-;-
"270800 Santana do Ipanema";3;3;1517,57;1440,44;-;-;77,13;-;-;505,86;505,86;10;3,3;-;-
"270830 São José da Laje";3;3;1437,57;1360,44;-;-;77,13;-;-;479,19;479,19;9;3,0;-;-
"270860 São Miguel dos Campos";2;2;1007,78;956,36;-;-;51,42;-;-;503,89;503,89;3;1,5;-;-
"270915 Teotônio Vilela";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;8;4,0;-;-
"280020 Aquidabã";17;17;8226,23;7789,16;-;-;437,07;-;-;483,90;483,90;34;2,0;-;-
"280030 Aracaju";58;58;32578,36;30729,12;-;-;1849,24;-;-;561,70;561,70;253;4,4;-;-
"280130 Capela";6;6;2475,22;2335,05;-;-;140,17;-;-;412,54;412,54;12;2,0;-;-
"280210 Estância";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;8;8,0;-;-
"280290 Itabaiana";3;3;1437,57;1360,44;-;-;77,13;-;-;479,19;479,19;7;2,3;-;-
"280350 Lagarto";1;1;511,19;485,48;-;-;25,71;-;-;511,19;511,19;5;5,0;-;-
"280450 Nossa Senhora da Glória";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;32;32,0;-;-
"280570 Propriá";1;1;487,19;461,48;-;-;25,71;-;-;487,19;487,19;14;14,0;-;-
"280590 Riachuelo";16;16;7899,04;7487,68;-;-;411,36;-;-;493,69;493,69;41;2,6;-;-
"290020 Abaré";3;3;1453,57;1376,44;-;-;77,13;-;-;484,52;484,52;8;2,7;-;-
"290070 Alagoinhas";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;2;2,0;-;-
"290080 Alcobaça";2;2;974,38;922,96;-;-;51,42;-;-;487,19;487,19;2;1,0;-;-
"290115 América Dourada";4;4;1980,76;1877,92;-;-;102,84;-;-;495,19;495,19;9;2,3;-;-
"290120 Anagé";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;3;3,0;-;-
"290130 Andaraí";1;1;527,19;501,48;-;-;25,71;-;-;527,19;527,19;6;6,0;-;-
"290160 Antas";7;7;3450,33;3270,36;-;-;179,97;-;-;492,90;492,90;18;2,6;-;-
"290240 Aurelino Leal";6;6;2875,14;2720,88;-;-;154,26;-;-;479,19;479,19;14;2,3;-;-
"290250 Baianópolis";5;5;2443,95;2315,40;-;-;128,55;-;-;488,79;488,79;11;2,2;-;-
"290260 Baixa Grande";6;6;2939,14;2784,88;-;-;154,26;-;-;489,86;489,86;11;1,8;-;-
"290270 Barra";4;4;1964,76;1861,92;-;-;102,84;-;-;491,19;491,19;9;2,3;-;-
"290280 Barra da Estiva";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;2;2,0;-;-
"290323 Barro Alto";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"290340 Belmonte";2;2;998,38;946,96;-;-;51,42;-;-;499,19;499,19;5;2,5;-;-
"290390 Bom Jesus da Lapa";3;3;1437,57;1360,44;-;-;77,13;-;-;479,19;479,19;9;3,0;-;-
"290395 Bom Jesus da Serra";3;3;1485,57;1408,44;-;-;77,13;-;-;495,19;495,19;6;2,0;-;-
"290400 Boninal";4;4;1988,76;1885,92;-;-;102,84;-;-;497,19;497,19;13;3,3;-;-
"290405 Bonito";4;4;1916,76;1813,92;-;-;102,84;-;-;479,19;479,19;12;3,0;-;-
"290410 Boquira";2;2;990,38;938,96;-;-;51,42;-;-;495,19;495,19;4;2,0;-;-
"290430 Brejões";6;6;2915,14;2760,88;-;-;154,26;-;-;485,86;485,86;16;2,7;-;-
"290440 Brejolândia";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;1;1,0;-;-
"290475 Buritirama";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;6;3,0;-;-
"290480 Caatiba";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;3;3,0;-;-
"290500 Caculé";2;2;990,38;938,96;-;-;51,42;-;-;495,19;495,19;4;2,0;-;-
"290560 Camacan";13;13;6229,47;5895,24;-;-;334,23;-;-;479,19;479,19;39;3,0;1;7,69
"290570 Camaçari";1;1;67,97;56,35;-;-;11,62;-;-;67,97;67,97;2;2,0;-;-
"290610 Canápolis";2;2;990,38;938,96;-;-;51,42;-;-;495,19;495,19;4;2,0;-;-
"290630 Canavieiras";2;2;1006,38;954,96;-;-;51,42;-;-;503,19;503,19;6;3,0;-;-
"290650 Candeias";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;3;3,0;-;-
"290670 Cândido Sales";5;5;2411,95;2283,40;-;-;128,55;-;-;482,39;482,39;10;2,0;1;20,00
"290680 Cansanção";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;2;1,0;-;-
"290682 Canudos";3;3;1493,57;1416,44;-;-;77,13;-;-;497,86;497,86;7;2,3;-;-
"290710 Carinhanha";16;16;7947,04;7535,68;-;-;411,36;-;-;496,69;496,69;36;2,3;1;6,25
"290720 Casa Nova";2;2;974,38;922,96;-;-;51,42;-;-;487,19;487,19;4;2,0;-;-
"290730 Castro Alves";3;3;1461,57;1384,44;-;-;77,13;-;-;487,19;487,19;3;1,0;-;-
"290760 Central";9;9;4456,71;4225,32;-;-;231,39;-;-;495,19;495,19;28;3,1;-;-
"290790 Cipó";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;2;2,0;-;-
"290810 Cocos";15;15;7187,85;6802,20;-;-;385,65;-;-;479,19;479,19;45;3,0;-;-
"290830 Conceição do Almeida";3;3;1453,57;1376,44;-;-;77,13;-;-;484,52;484,52;6;2,0;-;-
"290840 Conceição do Coité";7;7;3666,33;3486,36;-;-;179,97;-;-;523,76;523,76;45;6,4;-;-
"290950 Cravolândia";16;16;7755,04;7343,68;-;-;411,36;-;-;484,69;484,69;48;3,0;-;-
"290970 Cristópolis";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;6;3,0;-;-
"290980 Cruz das Almas";2;2;96,76;76,94;-;-;19,82;-;-;48,38;48,38;-;-;-;-
"291040 Encruzilhada";37;37;18258,03;17306,76;-;-;951,27;-;-;493,46;493,46;113;3,1;-;-
"291050 Entre Rios";1;1;519,19;493,48;-;-;25,71;-;-;519,19;519,19;6;6,0;-;-
"291070 Euclides da Cunha";2;2;982,38;930,96;-;-;51,42;-;-;491,19;491,19;3;1,5;-;-
"291072 Eunápolis";4;4;1956,76;1853,92;-;-;102,84;-;-;489,19;489,19;5;1,3;-;-
"291080 Feira de Santana";1;1;16609,86;14617,95;-;-;1991,91;-;-;16609,86;16609,86;29;29,0;-;-
"291120 Gandu";4;4;1924,76;1821,92;-;-;102,84;-;-;481,19;481,19;6;1,5;-;-
"291170 Guanambi";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;3;3,0;-;-
"291230 Ibicuí";2;2;966,38;914,96;-;-;51,42;-;-;483,19;483,19;3;1,5;-;-
"291270 Ibirapitanga";11;11;5332,52;5034,46;-;-;298,06;-;-;484,77;484,77;31;2,8;-;-
"291290 Ibirataia";13;13;6381,47;6047,24;-;-;334,23;-;-;490,88;490,88;38;2,9;-;-
"291300 Ibitiara";10;10;4887,90;4630,80;-;-;257,10;-;-;488,79;488,79;29;2,9;-;-
"291310 Ibititá";13;13;6229,47;5895,24;-;-;334,23;-;-;479,19;479,19;24;1,8;-;-
"291320 Ibotirama";2;2;107,49;84,99;-;-;22,50;-;-;53,75;53,75;1;0,5;1;50,00
"291345 Igrapiúna";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;6;3,0;-;-
"291350 Iguaí";6;6;2947,14;2792,88;-;-;154,26;-;-;491,19;491,19;14;2,3;-;-
"291360 Ilhéus";2;2;858,24;801,20;-;-;57,04;-;-;429,12;429,12;4;2,0;1;50,00
"291370 Inhambupe";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;3;3,0;-;-
"291390 Ipiaú";25;25;12051,75;11409,00;-;-;642,75;-;-;482,07;482,07;48;1,9;-;-
"291420 Irajuba";4;4;1980,76;1877,92;-;-;102,84;-;-;495,19;495,19;8;2,0;-;-
"291430 Iramaia";3;3;1509,57;1432,44;-;-;77,13;-;-;503,19;503,19;9;3,0;-;-
"291440 Iraquara";30;30;14375,70;13604,40;-;-;771,30;-;-;479,19;479,19;42;1,4;-;-
"291465 Itabela";1;1;487,19;461,48;-;-;25,71;-;-;487,19;487,19;1;1,0;-;-
"291470 Itaberaba";2;2;974,38;922,96;-;-;51,42;-;-;487,19;487,19;9;4,5;-;-
"291480 Itabuna";11;11;5463,09;5180,28;-;-;282,81;-;-;496,64;496,64;24;2,2;-;-
"291510 Itagi";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"291535 Itaguaçu da Bahia";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"291550 Itajuípe";16;16;7667,04;7255,68;-;-;411,36;-;-;479,19;479,19;46;2,9;-;-
"291600 Itanhém";3;3;1493,57;1416,44;-;-;77,13;-;-;497,86;497,86;11;3,7;-;-
"291630 Itapebi";4;4;1916,76;1813,92;-;-;102,84;-;-;479,19;479,19;8;2,0;-;-
