"Município";"Internações";"AIH_aprovadas";"Valor_total";"Valor_serviços_hospitalares";"Val_serv_hosp_-_compl_federal";"Val_serv_hosp_-_compl_gestor";"Valor_serviços_profissionais";"Val_serv_prof_-_compl_federal";"Val_serv_prof_-_compl_gestor";"Valor_médio_AIH";"Valor_médio_intern";"Dias_permanência";"Média_permanência";"Óbitos";"Taxa_mortalidade"
"211170 São Vicente Ferrer";25;25;11825,46;11168,92;-;-;656,54;-;-;473,02;473,02;57;2,3;-;-
"211178 Serrano do Maranhão";8;8;3961,52;3755,84;-;-;205,68;-;-;495,19;495,19;16;2,0;-;-
"211180 Sítio Novo";1;1;519,19;493,48;-;-;25,71;-;-;519,19;519,19;5;5,0;-;-
"211190 Sucupira do Norte";19;19;9391,84;8850,71;-;-;541,13;-;-;494,31;494,31;39;2,1;-;-
"211195 Sucupira do Riachão";2;2;974,38;922,96;-;-;51,42;-;-;487,19;487,19;3;1,5;-;-
"211200 Tasso Fragoso";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;3;3,0;-;-
"211210 Timbiras";7;7;2602,49;2450,70;-;-;151,79;-;-;371,78;371,78;14;2,0;-;-
"211220 Timon";3;3;1765,57;1688,44;-;-;77,13;-;-;588,52;588,52;44;14,7;1;33,33
"211223 Trizidela do Vale";6;6;2931,14;2776,88;-;-;154,26;-;-;488,52;488,52;13;2,2;-;-
"211227 Tufilândia";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;4;2,0;-;-
"211230 Tuntum";22;22;10886,18;10320,56;-;-;565,62;-;-;494,83;494,83;47;2,1;-;-
"211250 Tutóia";1;1;487,19;461,48;-;-;25,71;-;-;487,19;487,19;2;2,0;-;-
"211260 Urbano Santos";2;2;974,38;922,96;-;-;51,42;-;-;487,19;487,19;6;3,0;-;-
"211270 Vargem Grande";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;4;2,0;-;-
"211300 Vitorino Freire";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;2;2,0;-;-
"211400 Zé Doca";7;7;3378,33;3198,36;-;-;179,97;-;-;482,62;482,62;138;19,7;-;-
"220030 Alto Longá";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;3;3,0;-;-
"220040 Altos";13;13;6269,47;5935,24;-;-;334,23;-;-;482,27;482,27;19;1,5;-;-
"220050 Amarante";3;3;1445,57;1368,44;-;-;77,13;-;-;481,86;481,86;6;2,0;-;-
"220100 Arraial";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"220120 Barras";5;5;2451,95;2323,40;-;-;128,55;-;-;490,39;490,39;12;2,4;-;-
"220150 Batalha";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"220190 Bom Jesus";3;3;1510,72;1433,59;-;-;77,13;-;-;503,57;503,57;9;3,0;-;-
"220220 Campo Maior";15;15;7564,25;7178,60;-;-;385,65;-;-;504,28;504,28;45;3,0;-;-
"220230 Canto do Buriti";4;4;1916,76;1813,92;-;-;102,84;-;-;479,19;479,19;5;1,3;-;-
"220260 Castelo do Piauí";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;3;3,0;-;-
"220320 Curimatá";10;10;4951,90;4694,80;-;-;257,10;-;-;495,19;495,19;24;2,4;-;-
"220350 Elesbão Veloso";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;4;4,0;-;-
"220370 Esperantina";3;3;1485,57;1408,44;-;-;77,13;-;-;495,19;495,19;6;2,0;-;-
"220390 Floriano";2;2;990,38;938,96;-;-;51,42;-;-;495,19;495,19;4;2,0;-;-
"220400 Francinópolis";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;3;3,0;-;-
"220430 Fronteiras";51;51;24541,92;23178,07;-;-;1363,85;-;-;481,21;481,21;52;1,0;-;-
"220450 Guadalupe";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;4;4,0;-;-
"220480 Ipiranga do Piauí";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;7;3,5;-;-
"220520 Jaicós";5;5;2411,95;2283,40;-;-;128,55;-;-;482,39;482,39;10;2,0;-;-
"220550 José de Freitas";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;3;3,0;-;-
"220570 Luís Correia";1;1;227,13;200,62;-;-;26,51;-;-;227,13;227,13;5;5,0;-;-
"220580 Luzilândia";10;10;4887,90;4630,80;-;-;257,10;-;-;488,79;488,79;20;2,0;-;-
"220620 Miguel Alves";3;3;1437,57;1360,44;-;-;77,13;-;-;479,19;479,19;9;3,0;-;-
"220700 Oeiras";23;23;11129,43;10534,23;-;-;595,20;-;-;483,89;483,89;50;2,2;-;-
"220760 Parnaguá";15;15;7187,85;6802,20;-;-;385,65;-;-;479,19;479,19;45;3,0;-;-
"220770 Parnaíba";22;22;11174,18;10608,56;-;-;565,62;-;-;507,92;507,92;82;3,7;-;-
"220780 Paulistana";2;2;966,38;914,96;-;-;51,42;-;-;483,19;483,19;4;2,0;1;50,00
"220790 Pedro II";2;2;982,38;930,96;-;-;51,42;-;-;491,19;491,19;6;3,0;-;-
"220800 Picos";18;18;8625,42;8162,64;-;-;462,78;-;-;479,19;479,19;40;2,2;-;-
"220850 Porto";5;5;2395,95;2267,40;-;-;128,55;-;-;479,19;479,19;7;1,4;-;-
"220880 Regeneração";16;16;7699,04;7287,68;-;-;411,36;-;-;481,19;481,19;17;1,1;-;-
"221040 São Miguel do Tapuio";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;3;3,0;-;-
"221060 São Raimundo Nonato";65;65;32009,35;29889,21;-;-;2120,14;-;-;492,45;492,45;132;2,0;-;-
"221100 Teresina";16;16;12277,15;11308,39;-;-;968,76;-;-;767,32;767,32;71;4,4;-;-
"221110 União";1;1;487,19;461,48;-;-;25,71;-;-;487,19;487,19;1;1,0;-;-
"221120 Uruçuí";2;2;970,38;918,96;-;-;51,42;-;-;485,19;485,19;5;2,5;-;-
"221130 Valença do Piauí";1;1;483,19;457,48;-;-;25,71;-;-;483,19;483,19;1;1,0;-;-
"221170 Wall Ferraz";3;3;1437,57;1360,44;-;-;77,13;-;-;479,19;479,19;3;1,0;-;-
"230020 Acaraú";8;8;3977,52;3771,84;-;-;205,68;-;-;497,19;497,19;22;2,8;-;-
"230090 Apuiarés";1;1;511,19;485,48;-;-;25,71;-;-;511,19;511,19;4;4,0;-;-
"230110 Aracati";1;1;519,19;493,48;-;-;25,71;-;-;519,19;519,19;5;5,0;-;-
"230130 Araripe";3;3;1517,57;1440,44;-;-;77,13;-;-;505,86;505,86;10;3,3;-;-
"230170 Aurora";27;27;13234,13;12539,96;-;-;694,17;-;-;490,15;490,15;59;2,2;-;-
"230190 Barbalha";10;10;7280,24;6917,56;-;-;362,68;-;-;728,02;728,02;54;5,4;-;-
"230210 Baturité";1;1;503,19;477,48;-;-;25,71;-;-;503,19;503,19;3;3,0;-;-
"230250 Brejo Santo";14;14;6974,00;6614,06;-;-;359,94;-;-;498,14;498,14;36;2,6;-;-
"230260 Camocim";2;2;1014,13;962,71;-;-;51,42;-;-;507,06;507,06;6;3,0;-;-
"230280 Canindé";3;3;1798,05;1689,96;-;-;108,09;-;-;599,35;599,35;25;8,3;-;-
"230330 Cariús";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;2;2,0;-;-
"230340 Carnaubal";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;2;2,0;-;-
"230410 Crateús";7;7;3442,33;3262,36;-;-;179,97;-;-;491,76;491,76;12;1,7;-;-
"230423 Croatá";1;1;487,19;461,48;-;-;25,71;-;-;487,19;487,19;3;3,0;-;-
"230430 Farias Brito";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;6;6,0;-;-
"230440 Fortaleza";334;334;173538,65;164275,26;-;-;9263,39;-;-;519,58;519,58;1132;3,4;-;-
"230480 Granjeiro";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"230540 Icó";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;1;1,0;-;-
"230580 Ipu";2;2;974,38;922,96;-;-;51,42;-;-;487,19;487,19;3;1,5;-;-
"230590 Ipueiras";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;3;3,0;-;-
"230610 Irauçuba";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"230640 Itapipoca";1;1;519,19;493,48;-;-;25,71;-;-;519,19;519,19;5;5,0;-;-
"230730 Juazeiro do Norte";8;8;4176,34;3962,92;-;-;213,42;-;-;522,04;522,04;37;4,6;-;-
"230740 Jucás";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;3;3,0;-;-
"230750 Lavras da Mangabeira";2;2;1006,38;954,96;-;-;51,42;-;-;503,19;503,19;9;4,5;-;-
"230760 Limoeiro do Norte";5;5;2499,95;2371,40;-;-;128,55;-;-;499,99;499,99;13;2,6;-;-
"230770 Maranguape";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"230810 Mauriti";1;1;503,19;477,48;-;-;25,71;-;-;503,19;503,19;3;3,0;-;-
"230870 Morada Nova";1;1;487,19;461,48;-;-;25,71;-;-;487,19;487,19;1;1,0;-;-
"230930 Nova Russas";3;3;1485,57;1408,44;-;-;77,13;-;-;495,19;495,19;6;2,0;-;-
"230940 Novo Oriente";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;4;2,0;-;-
"230950 Orós";3;3;1493,57;1416,44;-;-;77,13;-;-;497,86;497,86;7;2,3;-;-
"230980 Pacoti";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;3;3,0;-;-
"231080 Pereiro";4;4;2107,99;1952,51;-;-;155,48;-;-;527,00;527,00;13;3,3;-;-
"231090 Piquet Carneiro";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;2;2,0;-;-
"231100 Poranga";5;5;2395,95;2267,40;-;-;128,55;-;-;479,19;479,19;12;2,4;-;-
"231130 Quixadá";4;4;2010,77;1907,93;-;-;102,84;-;-;502,69;502,69;11;2,8;-;-
"231140 Quixeramobim";2;2;1086,74;1012,10;-;-;74,64;-;-;543,37;543,37;21;10,5;-;-
"231150 Quixeré";1;1;44,22;33,34;-;-;10,88;-;-;44,22;44,22;1;1,0;-;-
"231160 Redenção";6;6;2931,14;2776,88;-;-;154,26;-;-;488,52;488,52;14;2,3;-;-
"231170 Reriutaba";1;1;511,19;485,48;-;-;25,71;-;-;511,19;511,19;6;6,0;-;-
"231180 Russas";12;12;6047,04;5738,52;-;-;308,52;-;-;503,92;503,92;31;2,6;-;-
"231290 Sobral";3;3;11725,78;10226,86;-;-;1498,92;-;-;3908,59;3908,59;51;17,0;-;-
"231320 Tamboril";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;2;2,0;-;-
"231340 Tianguá";1;1;55,27;43,65;-;-;11,62;-;-;55,27;55,27;-;-;-;-
"231350 Trairi";1;1;511,19;485,48;-;-;25,71;-;-;511,19;511,19;4;4,0;-;-
"231410 Viçosa do Ceará";1;1;527,19;501,48;-;-;25,71;-;-;527,19;527,19;7;7,0;-;-
"240050 Alexandria";3;3;1453,57;1376,44;-;-;77,13;-;-;484,52;484,52;4;1,3;-;-
"240070 Alto do Rodrigues";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;5;5,0;-;-
"240200 Caicó";2;2;542,46;505,13;-;-;37,33;-;-;271,23;271,23;3;1,5;-;-
"240670 Lajes";2;2;974,38;922,96;-;-;51,42;-;-;487,19;487,19;8;4,0;-;-
"240740 Martins";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;4;2,0;-;-
"240780 Monte Alegre";1;1;575,19;549,48;-;-;25,71;-;-;575,19;575,19;12;12,0;-;-
"240800 Mossoró";1;1;503,19;477,48;-;-;25,71;-;-;503,19;503,19;3;3,0;-;-
"240810 Natal";10;10;5703,31;5406,27;-;-;297,04;-;-;570,33;570,33;48;4,8;-;-
"240940 Pau dos Ferros";33;33;16738,98;15876,76;-;-;862,22;-;-;507,24;507,24;135;4,1;-;-
"241020 Portalegre";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;1;1,0;-;-
"241120 Santa Cruz";3;3;1552,98;1471,98;-;-;81,00;-;-;517,66;517,66;10;3,3;-;-
"241200 São Gonçalo do Amarante";2;2;1006,38;954,96;-;-;51,42;-;-;503,19;503,19;6;3,0;-;-
"241250 São Miguel";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;3;3,0;-;-
"241330 Serra de São Bento";5;5;2395,95;2267,40;-;-;128,55;-;-;479,19;479,19;10;2,0;-;-
"241355 Serrinha dos Pintos";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;1;1,0;-;-
"250010 Água Branca";4;4;1948,76;1845,92;-;-;102,84;-;-;487,19;487,19;11;2,8;-;-
"250040 Alagoa Nova";1;1;670,42;592,07;-;-;78,35;-;-;670,42;670,42;11;11,0;1;100,00
"250250 Boqueirão";1;1;511,19;485,48;-;-;25,71;-;-;511,19;511,19;5;5,0;-;-
"250280 Brejo do Cruz";5;5;2395,95;2267,40;-;-;128,55;-;-;479,19;479,19;11;2,2;-;-
"250320 Cabedelo";1;1;536,59;510,88;-;-;25,71;-;-;536,59;536,59;4;4,0;-;-
"250370 Cajazeiras";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;2;2,0;-;-
"250400 Campina Grande";32;32;17242,53;16415,94;-;-;826,59;-;-;538,83;538,83;126;3,9;-;-
"250440 Conceição";3;3;1445,57;1368,44;-;-;77,13;-;-;481,86;481,86;9;3,0;-;-
"250510 Cuité";6;6;2995,14;2840,88;-;-;154,26;-;-;499,19;499,19;15;2,5;-;-
"250600 Esperança";2;2;1098,56;1035,53;-;-;63,03;-;-;549,28;549,28;13;6,5;-;-
"250630 Guarabira";1;1;519,19;493,48;-;-;25,71;-;-;519,19;519,19;5;5,0;-;-
"250680 Ingá";58;58;27484,44;25965,68;-;-;1518,76;-;-;473,87;473,87;116;2,0;-;-
"250750 João Pessoa";13;13;6852,94;6515,02;-;-;337,92;-;-;527,15;527,15;49;3,8;-;-
"250890 Mamanguape";1;1;527,19;501,48;-;-;25,71;-;-;527,19;527,19;6;6,0;-;-
"250970 Monteiro";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;6;6,0;1;100,00
"251080 Patos";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;2;2,0;-;-
"251130 Piancó";4;4;2044,76;1941,92;-;-;102,84;-;-;511,19;511,19;16;4,0;-;-
"251140 Picuí";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;2;1,0;-;-
"251250 Queimadas";6;6;3358,84;3204,58;-;-;154,26;-;-;559,81;559,81;25;4,2;-;-
"251450 São José de Piranhas";10;10;5088,02;4823,18;-;-;264,84;-;-;508,80;508,80;32;3,2;-;-
"251550 Serra Branca";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;3;3,0;-;-
"251600 Solânea";24;24;11885,90;11268,86;-;-;617,04;-;-;495,25;495,25;80;3,3;-;-
"251630 Sumé";1;1;487,19;461,48;-;-;25,71;-;-;487,19;487,19;2;2,0;-;-
"251690 Uiraúna";11;11;5367,09;5084,28;-;-;282,81;-;-;487,92;487,92;22;2,0;-;-
"260010 Afogados da Ingazeira";1;1;511,19;485,48;-;-;25,71;-;-;511,19;511,19;4;4,0;-;-
"260020 Afrânio";2;2;1006,38;954,96;-;-;51,42;-;-;503,19;503,19;10;5,0;-;-
"260110 Araripina";3;3;1541,77;1464,64;-;-;77,13;-;-;513,92;513,92;10;3,3;-;-
"260120 Arcoverde";8;8;4081,02;3875,34;-;-;205,68;-;-;510,13;510,13;27;3,4;-;-
"260160 Belém do São Francisco";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"260180 Betânia";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;9;4,5;-;-
"260280 Buíque";5;5;2467,95;2339,40;-;-;128,55;-;-;493,59;493,59;12;2,4;-;-
"260290 Cabo de Santo Agostinho";8;8;4147,94;3934,52;-;-;213,42;-;-;518,49;518,49;27;3,4;1;12,50
"260300 Cabrobó";5;5;2395,95;2267,40;-;-;128,55;-;-;479,19;479,19;16;3,2;-;-
"260410 Caruaru";5;5;10807,26;9552,30;-;-;1254,96;-;-;2161,45;2161,45;39;7,8;-;-
"260570 Floresta";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;1;1,0;-;-
"260600 Garanhuns";4;4;2047,81;1944,97;-;-;102,84;-;-;511,95;511,95;14;3,5;-;-
"260620 Goiana";7;7;3479,00;3299,03;-;-;179,97;-;-;497,00;497,00;26;3,7;-;-
"260790 Jaboatão dos Guararapes";11;11;5171,03;4887,42;-;-;283,61;-;-;470,09;470,09;30;2,7;-;-
"260875 Lagoa Grande";1;1;551,19;525,48;-;-;25,71;-;-;551,19;551,19;9;9,0;-;-
"260890 Limoeiro";4;4;1916,76;1813,92;-;-;102,84;-;-;479,19;479,19;27;6,8;-;-
"260950 Nazaré da Mata";2;2;1022,38;970,96;-;-;51,42;-;-;511,19;511,19;8;4,0;-;-
"260960 Olinda";3;3;1643,37;1566,24;-;-;77,13;-;-;547,79;547,79;12;4,0;-;-
"260970 Orobó";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;4;4,0;-;-
"261070 Paulista";2;2;1294,08;1242,66;-;-;51,42;-;-;647,04;647,04;8;4,0;1;50,00
"261090 Pesqueira";12;12;6141,51;5780,35;-;-;361,16;-;-;511,79;511,79;36;3,0;-;-
"261100 Petrolândia";2;2;550,46;513,13;-;-;37,33;-;-;275,23;275,23;3;1,5;-;-
"261110 Petrolina";27;27;8711,83;8164,91;-;-;546,92;-;-;322,66;322,66;58;2,1;1;3,70
"261160 Recife";194;194;107759,90;101576,70;-;-;6183,20;-;-;555,46;555,46;682;3,5;-;-
"261220 Salgueiro";5;5;2547,95;2419,40;-;-;128,55;-;-;509,59;509,59;19;3,8;-;-
"261240 Sanharó";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;2;2,0;-;-
"261250 Santa Cruz do Capibaribe";1;1;511,19;485,48;-;-;25,71;-;-;511,19;511,19;4;4,0;-;-
"261310 São Caitano";1;1;511,19;485,48;-;-;25,71;-;-;511,19;511,19;4;4,0;-;-
"261360 São José do Egito";1;1;511,19;485,48;-;-;25,71;-;-;511,19;511,19;5;5,0;-;-
"261390 Serra Talhada";18;18;8500,18;8051,49;-;-;448,69;-;-;472,23;472,23;36;2,0;-;-
"261450 Surubim";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;2;2,0;-;-
"261500 Taquaritinga do Norte";1;1;487,19;461,48;-;-;25,71;-;-;487,19;487,19;7;7,0;-;-
"261540 Toritama";1;1;543,19;517,48;-;-;25,71;-;-;543,19;543,19;8;8,0;-;-
"261640 Vitória de Santo Antão";5;5;2659,18;2477,99;-;-;181,19;-;-;531,84;531,84;20;4,0;-;-
"270030 Arapiraca";1;1;1076,31;1050,60;-;-;25,71;-;-;1076,31;1076,31;6;6,0;-;-
"270170 Capela";6;6;3011,14;2856,88;-;-;154,26;-;-;501,86;501,86;20;3,3;-;-
"270230 Coruripe";2;2;1038,38;986,96;-;-;51,42;-;-;519,19;519,19;10;5,0;-;-
"270240 Delmiro Gouveia";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;7;7,0;-;-
"270400 Junqueiro";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;2;2,0;-;-
"270430 Maceió";5;5;2359,62;2232,31;-;-;127,31;-;-;471,92;471,92;18;3,6;-;-
"270630 Palmeira dos Índios";4;4;2052,76;1949,92;-;-;102,84;-;-;513,19;513,19;17;4,3;-;-
"270690 Pilar";4;4;1932,76;1829,92;-;-;102,84;-;-;483,19;483,19;11;2,8;-;-
"270710 Piranhas";1;1;511,19;485,48;-;-;25,71;-;-;511,19;511,19;4;4,0;-;-
"270800 Santana do Ipanema";2;2;990,38;938,96;-;-;51,42;-;-;495,19;495,19;4;2,0;-;-
"270830 São José da Laje";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;9;4,5;-;-
"270860 São Miguel dos Campos";8;8;4068,32;3862,64;-;-;205,68;-;-;508,54;508,54;23;2,9;-;-
"270915 Teotônio Vilela";1;1;511,19;485,48;-;-;25,71;-;-;511,19;511,19;5;5,0;-;-
"270930 União dos Palmares";2;2;1006,38;954,96;-;-;51,42;-;-;503,19;503,19;10;5,0;-;-
"270940 Viçosa";1;1;487,19;461,48;-;-;25,71;-;-;487,19;487,19;2;2,0;-;-
"280020 Aquidabã";29;29;14008,51;13262,92;-;-;745,59;-;-;483,05;483,05;58;2,0;-;-
"280030 Aracaju";66;66;40879,33;38258,78;-;-;2620,55;-;-;619,38;619,38;276;4,2;-;-
"280130 Capela";9;9;2666,93;2493,38;-;-;173,55;-;-;296,33;296,33;17;1,9;-;-
"280210 Estância";5;5;2395,95;2267,40;-;-;128,55;-;-;479,19;479,19;22;4,4;-;-
"280350 Lagarto";6;6;3067,14;2912,88;-;-;154,26;-;-;511,19;511,19;31;5,2;-;-
"280480 Nossa Senhora do Socorro";2;2;1006,38;954,96;-;-;51,42;-;-;503,19;503,19;6;3,0;-;-
"280570 Propriá";3;3;1458,61;1370,41;-;-;88,20;-;-;486,20;486,20;16;5,3;-;-
"280590 Riachuelo";19;19;9326,32;8824,04;-;-;502,28;-;-;490,86;490,86;58;3,1;-;-
"280670 São Cristóvão";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;5;5,0;-;-
"290020 Abaré";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;5;2,5;-;-
"290040 Água Fria";1;1;487,19;461,48;-;-;25,71;-;-;487,19;487,19;1;1,0;-;-
"290070 Alagoinhas";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;2;2,0;-;-
"290080 Alcobaça";2;2;966,38;914,96;-;-;51,42;-;-;483,19;483,19;1;0,5;-;-
"290115 América Dourada";6;6;2995,14;2840,88;-;-;154,26;-;-;499,19;499,19;15;2,5;-;-
"290160 Antas";5;5;2483,95;2355,40;-;-;128,55;-;-;496,79;496,79;11;2,2;-;-
"290210 Araci";4;4;1916,76;1813,92;-;-;102,84;-;-;479,19;479,19;10;2,5;-;-
"290240 Aurelino Leal";11;11;5271,09;4988,28;-;-;282,81;-;-;479,19;479,19;26;2,4;-;-
"290250 Baianópolis";7;7;3410,33;3230,36;-;-;179,97;-;-;487,19;487,19;14;2,0;-;-
"290260 Baixa Grande";9;9;4464,71;4233,32;-;-;231,39;-;-;496,08;496,08;28;3,1;2;22,22
"290270 Barra";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;2;2,0;-;-
"290280 Barra da Estiva";1;1;503,19;477,48;-;-;25,71;-;-;503,19;503,19;3;3,0;-;-
"290290 Barra do Choça";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;3;3,0;-;-
"290320 Barreiras";5;5;3050,82;2891,31;-;-;159,51;-;-;610,16;610,16;34;6,8;-;-
"290323 Barro Alto";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;3;1,5;-;-
"290350 Belo Campo";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;4;2,0;-;-
"290380 Boa Vista do Tupim";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;3;1,5;-;-
"290390 Bom Jesus da Lapa";3;3;1437,57;1360,44;-;-;77,13;-;-;479,19;479,19;7;2,3;-;-
"290395 Bom Jesus da Serra";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"290400 Boninal";6;6;2907,14;2752,88;-;-;154,26;-;-;484,52;484,52;12;2,0;-;-
"290405 Bonito";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;3;3,0;-;-
"290410 Boquira";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;2;2,0;-;-
"290430 Brejões";15;15;7283,85;6898,20;-;-;385,65;-;-;485,59;485,59;44;2,9;-;-
"290440 Brejolândia";2;2;958,38;906,96;-;-;51,42;-;-;479,19;479,19;2;1,0;-;-
"290460 Brumado";2;2;1108,53;1057,11;-;-;51,42;-;-;554,26;554,26;11;5,5;-;-
"290475 Buritirama";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;3;3,0;-;-
"290480 Caatiba";5;5;2395,95;2267,40;-;-;128,55;-;-;479,19;479,19;10;2,0;-;-
"290490 Cachoeira";4;4;1936,82;1830,11;-;-;106,71;-;-;484,21;484,21;15;3,8;-;-
"290500 Caculé";9;9;4440,71;4209,32;-;-;231,39;-;-;493,41;493,41;21;2,3;-;-
"290530 Cafarnaum";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;2;2,0;-;-
"290560 Camacan";14;14;6708,66;6348,72;-;-;359,94;-;-;479,19;479,19;49;3,5;-;-
"290600 Campo Formoso";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;2;2,0;-;-
"290610 Canápolis";6;6;2971,14;2816,88;-;-;154,26;-;-;495,19;495,19;12;2,0;-;-
"290620 Canarana";5;5;2443,95;2315,40;-;-;128,55;-;-;488,79;488,79;8;1,6;-;-
"290660 Candiba";2;2;982,38;930,96;-;-;51,42;-;-;491,19;491,19;3;1,5;-;-
"290670 Cândido Sales";24;24;11772,56;11155,52;-;-;617,04;-;-;490,52;490,52;53;2,2;-;-
"290680 Cansanção";3;3;1437,57;1360,44;-;-;77,13;-;-;479,19;479,19;9;3,0;-;-
"290682 Canudos";2;2;990,38;938,96;-;-;51,42;-;-;495,19;495,19;4;2,0;-;-
"290690 Caravelas";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;2;2,0;-;-
"290710 Carinhanha";2;2;982,38;930,96;-;-;51,42;-;-;491,19;491,19;3;1,5;-;-
"290730 Castro Alves";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;1;1,0;-;-
"290760 Central";5;5;2443,95;2315,40;-;-;128,55;-;-;488,79;488,79;9;1,8;-;-
"290780 Cícero Dantas";1;1;487,19;461,48;-;-;25,71;-;-;487,19;487,19;1;1,0;-;-
"290790 Cipó";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;2;2,0;-;-
"290810 Cocos";17;17;8146,23;7709,16;-;-;437,07;-;-;479,19;479,19;51;3,0;-;-
"290830 Conceição do Almeida";1;1;495,19;469,48;-;-;25,71;-;-;495,19;495,19;2;2,0;-;-
"290840 Conceição do Coité";9;9;4512,71;4281,32;-;-;231,39;-;-;501,41;501,41;25;2,8;-;-
"290850 Conceição do Jacuípe";1;1;487,19;461,48;-;-;25,71;-;-;487,19;487,19;2;2,0;-;-
"290910 Coribe";1;1;479,19;453,48;-;-;25,71;-;-;479,19;479,19;1;1,0;-;-
"290930 Correntina";3;3;1437,57;1360,44;-;-;77,13;-;-;479,19;479,19;9;3,0;-;-
"290950 Cravolândia";16;16;7795,04;7383,68;-;-;411,36;-;-;487,19;487,19;36;2,3;-;-
"290970 Cristópolis";5;5;2395,95;2267,40;-;-;128,55;-;-;479,19;479,19;15;3,0;-;-
"291030 Elísio Medrado";3;3;1437,57;1360,44;-;-;77,13;-;-;479,19;479,19;3;1,0;-;-
"291040 Encruzilhada";41;41;20198,79;19144,68;-;-;1054,11;-;-;492,65;492,65;94;2,3;1;2,44
"291070 Euclides da Cunha";2;2;998,38;946,96;-;-;51,42;-;-;499,19;499,19;5;2,5;-;-
"291072 Eunápolis";3;3;1469,57;1392,44;-;-;77,13;-;-;489,86;489,86;4;1,3;-;-
